STATE,ST_CASE,VEH_NO,PVE_Forms,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PVINTYPE,PVINMAKE,PVINA_MOD,PVIN_BT,PVINMODYR,PVIN_LNGT,PVIN_WGT,PWGTCD_TR,PWHLBS_LG,PWHLBS_SH,PSER_TR,PFUECODE,PMCYCL_DS,PCARBUR,PCYLINDER,PDISPLACE,PMCYCL_CY,PMCYCL_WT,PTIRE_SZE,PTON_RAT,PTRK_WT,PTRKWTVAR,PVIN_REST,PWHLDRWHL,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
26,260112,2,1,0,17,2,15,20,14,0,2,0,26,6,2,405,2405,14,2002,1J4GL58K82W1,1,J,4,G,L,5,8,K,8,2,W,1,T,JEEP,LMD,4W,2,17,,1,0,1043,LIB,G,,,6,226,,,,,3975,00,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
26,260118,3,2,0,2,3,14,35,12,1,2,0,26,6,20,443,20443,20,1999,1GNDX03E0XD2,1,G,N,D,X,0,3,E,0,X,D,2,T,CHEV,VTR,ES,99,17,,1,0,1200,VTR,G,,,6,207,,,,,3792,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,0,0
26,260119,2,1,0,7,3,0,54,1,0,2,0,26,6,22,441,22441,20,1998,1GMDX03E9WD3,1,G,M,D,X,0,3,E,9,W,D,3,T,PONT,TSP,ES,98,17,,1,0,1200,TSP,G,,,6,207,,,,B,3920,00,K,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
26,260133,3,2,0,9,3,11,30,12,6,2,0,26,6,18,401,18401,14,2003,3G5DA03E83S5,3,G,5,D,A,0,3,E,8,3,S,5,P,BUIC,RZV,UT,3,17,4024,,0,1122,,G,,F,6,204,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,12,0,0,0,0
26,260133,4,2,0,9,3,11,30,12,6,2,0,26,6,20,482,20482,31,2009,3GNEC22J99G2,3,G,N,E,C,2,2,J,9,9,G,2,T,CHEV,CTL,SP,9,17,,2,0,1300,AVL,G,,,8,323,,,,B,5667,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,12,0,0,0,0
26,260159,2,1,0,11,3,20,50,14,0,2,0,26,6,12,870,12870,55,1996,1FDLE40F8THB,1,F,D,L,E,4,0,F,8,T,H,B,T,FORD,RVC,MH,96,17,,4,1760,1580,CTV,D,,,8,444,,,,,00000,00,,42,0,88,888888888,88888888888,2,21,22,1,0,0,0,0,5,0,0,0,6,2,3,12,0,0,0,0
26,260185,3,2,0,10,3,8,16,12,1,2,0,26,6,20,481,20481,31,2008,1GCEK19C48Z3,1,G,C,E,K,1,9,C,4,8,Z,3,T,CHEV,SK1,4C,8,17,,2,1575,1339,SIL,G,,,8,293,,,,B,5226,02,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
26,260333,2,1,1,1,6,9,3,14,0,2,0,26,6,22,18,22018,4,2004,1G2NE52F94M5,1,G,2,N,E,5,2,F,9,4,M,5,P,PONT,GAS,4D,4,17,3066,,0,1070,,G,,F,4,134,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
26,260461,2,1,0,22,7,23,15,53,0,3,0,26,6,20,22,20022,4,2007,1G1AK55F0774,1,G,1,A,K,5,5,F,0,7,7,4,P,CHEV,BLS,4D,7,17,3216,,0,1033,,G,,F,4,134,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,2,4,12,0,0,0,0
26,260461,3,1,0,22,7,23,15,53,0,3,0,26,6,20,2,20002,4,2006,2G1WC5815693,2,G,1,W,C,5,8,1,5,6,9,3,P,CHEV,IMT,4D,6,17,3477,,0,1105,,G,,F,6,238,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,4,12,0,0,0,0
26,260499,2,1,0,4,8,5,16,33,0,3,0,26,6,12,473,12473,30,2002,1FMZU77E32UB,1,F,M,Z,U,7,7,E,3,2,U,B,P,FORD,EPR,UT,2,17,4340,,0,1259,,G,,F,6,245,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,12,0,0,0,0
26,260602,3,2,0,3,9,4,26,12,6,3,0,91,6,42,50,42050,6,2006,4JGCB65EX6A0,4,J,G,C,B,6,5,E,X,6,A,0,P,MERZ,R35,UT,6,17,4829,,0,1124,,G,,F,6,213,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,12,0,0,0,0
26,260689,3,2,0,17,10,23,0,12,6,2,0,26,6,63,38,63038,4,2011,KNAFU4A29B58,K,N,A,F,U,4,A,2,9,B,5,8,P,KIA,FEX,4D,11,17,2707,,0,1043,,G,,F,4,122,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,0,3,8,0,0,0,0
26,260695,2,1,0,7,10,5,34,14,0,2,0,26,6,12,471,12471,30,1992,1FTCR15X4NTA,1,F,T,C,R,1,5,X,4,N,T,A,T,FORD,RNS,PC,92,17,,1,0,1250,RNG,G,,,6,245,,,,B,3174,09,A,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,8,14,0,0,0,0
26,260727,2,1,0,13,10,2,25,42,0,3,0,26,6,20,37,20037,4,1999,1G1NE52M5X62,1,G,1,N,E,5,2,M,5,X,6,2,P,CHEV,M/L,4D,99,17,3077,,0,1070,,G,,F,6,191,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,2,8,12,0,0,0,0
26,260736,1,1,2,7,10,22,10,14,0,2,0,26,6,23,481,23481,31,1999,2GTEC19TXX15,2,G,T,E,C,1,9,T,X,X,1,5,T,GMC,NC1,3C,99,17,,2,1575,1435,SIE,G,,,8,325,,,,B,3887,00,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
26,260766,2,1,0,1,11,12,46,19,0,3,0,26,6,2,403,2403,14,2011,1J4BA3H19BL5,1,J,4,B,A,3,H,1,9,B,L,5,T,JEEP,WSS,4W,11,17,,1,0,1160,WUL,G,,,6,230,,,,,4075,00,4,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
26,260841,2,1,0,19,12,1,23,1,0,3,0,26,6,10,37,10037,2,1992,4E3CS44RXNE0,4,E,3,C,S,4,4,R,X,N,E,0,P,EGIL,TAL,2H,92,17,2712,,0,972,,G,,F,4,122,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,8,8,12,0,0,0,0
26,260869,2,1,0,25,2,1,30,8,0,2,0,99,6,22,399,22399,9,1997,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,8,8,12,0,0,0,0
27,270038,3,2,0,20,2,15,32,12,6,2,0,27,6,20,401,20401,14,1996,1GNDT13W3T23,1,G,N,D,T,1,3,W,3,T,2,3,P,CHEV,BZR,UT,96,17,4023,,0,1070,,G,,F,6,262,,,15R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,4,3,12,0,0,0,0
27,270086,2,1,1,7,5,13,10,14,0,2,0,27,6,86,881,86881,66,2001,1M1AE07YX1W0,1,M,1,A,E,0,7,Y,X,1,W,0,T,MACK,CX6,TR,1,17,,8,0,0,600,D,,,6,728,,,,,00000,00,,64,1,99,999999999,99999999999,3,6,97,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
27,270198,2,1,0,24,8,18,54,8,0,2,0,18,6,51,881,51881,66,2005,4V4NC9GH25N3,4,V,4,N,C,9,G,H,2,5,N,3,T,VOLV,VNL,TR,5,17,,8,0,0,VVN,D,,,6,732,,,,,00000,00,,64,1,57,545167,57545167,3,6,1,1,0,0,0,0,0,0,0,0,61,2,3,14,0,0,0,0
27,270253,1,1,1,25,9,8,47,14,0,2,0,27,6,86,881,86881,63,1994,1M2AA12Y6RW0,1,M,2,A,A,1,2,Y,6,R,W,0,T,MACK,CH6,TR,94,17,,8,0,0,600,D,,,6,728,,,,,00000,00,,64,0,57,1076363,571076363,3,2,28,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
27,270333,3,2,0,19,12,22,56,8,0,2,0,27,6,6,441,6441,20,2006,2A4GP54L56R7,2,A,4,G,P,5,4,L,5,6,R,7,T,CHRY,TOU,ES,6,17,,1,0,1193,TWC,G,,,6,230,,,,,4267,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
29,290002,2,1,2,2,1,15,0,14,0,2,0,29,6,12,37,12037,3,2000,3FAFP313XYR2,3,F,A,F,P,3,1,3,X,Y,R,2,P,FORD,FZX,3P,0,17,2551,,0,1030,,G,,F,4,121,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,1
29,290016,2,1,0,16,1,23,15,35,0,3,0,92,6,18,7,18007,4,2005,2G4WS52J0511,2,G,4,W,S,5,2,J,0,5,1,1,P,BUIC,CCU,4D,5,17,3342,,0,1090,,G,,F,6,189,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,1,0,0,0,0
29,290028,3,2,0,15,1,9,25,12,2,3,0,92,6,7,482,7482,31,1996,1B7HF16Z0TS5,1,B,7,H,F,1,6,Z,0,T,S,5,T,DODG,150,PK,96,17,,2,1347,1187,RPC,G,,,8,360,,,,B,4512,01,M,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
29,290047,2,1,0,1,2,18,38,8,0,2,0,92,6,34,35,34035,4,1997,WBADD6323VBW,W,B,A,D,D,6,3,2,3,V,B,W,P,BMW,52A,4D,97,17,3505,,0,1114,,G,,F,6,170,,,15R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,6,2,12,0,0,0,0
29,290047,3,1,0,1,2,18,38,8,0,2,0,92,6,20,16,20016,2,2004,1G1JC12F1472,1,G,1,J,C,1,2,F,1,4,7,2,P,CHEV,CAV,CP,4,17,2617,,0,1041,,G,,F,4,134,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,6,2,14,0,0,0,0
29,290070,1,1,0,25,2,13,20,42,0,3,0,29,6,6,441,6441,20,2004,2C4GP54L14R5,2,C,4,G,P,5,4,L,1,4,R,5,T,CHRY,TOU,ES,4,17,,1,0,1193,TWC,G,,,6,230,,,,,4071,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
29,290129,2,1,0,21,3,23,58,14,0,2,0,29,6,2,405,2405,14,2003,1J4GL38K43W6,1,J,4,G,L,3,8,K,4,3,W,6,T,JEEP,RNG,4W,3,17,,1,0,1043,LIB,G,,,6,226,,,,,4049,00,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
29,290169,2,1,0,12,4,8,5,14,0,2,0,0,6,82,881,82881,66,2012,1FUJGEDV3CLB,1,F,U,J,G,E,D,V,3,C,L,B,T,FRHT,125,TR,12,17,,8,0,0,CSC,D,,,6,781,,,,,00000,00,,64,1,57,02211239,5702211239,3,6,1,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
29,290208,2,1,0,17,4,1,16,14,0,2,0,29,6,38,402,38402,14,2002,4S2CM57W4243,4,S,2,C,M,5,7,W,4,2,4,3,P,ISU,ROD,UT,2,17,4002,,0,969,,G,,F,6,195,,,16R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
29,290212,3,2,0,20,4,2,35,12,1,2,0,29,6,82,881,82881,66,1997,1FUWHJAA6VH8,1,F,U,W,H,J,A,A,6,V,H,8,T,FRHT,F70,TR,97,17,,7,0,0,MCV,D,,,6,439,,,,,00000,00,,42,1,57,528930,57528930,3,6,2,1,0,0,0,0,0,0,0,0,12,2,1,12,0,0,0,0
29,290323,2,1,0,17,5,1,41,14,0,2,0,29,6,55,35,55035,4,2002,KMHDN45D32U3,K,M,H,D,N,4,5,D,3,2,U,3,P,HYUN,EST,4D,2,17,2635,,0,1027,,G,,F,4,121,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
29,290323,3,1,0,17,5,1,41,14,0,3,0,29,6,37,32,37032,2,2006,1HGCM82646A0,1,H,G,C,M,8,2,6,4,6,A,0,P,HOND,UEX,CP,6,17,3364,,0,1051,,G,,F,6,183,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,1,12,0,0,0,0
29,290352,1,1,1,19,6,13,47,14,0,2,0,6,6,85,881,85881,66,2009,1XKADB9X19J2,1,X,K,A,D,B,9,X,1,9,J,2,T,KW,T60,TR,9,17,,8,2600,1600,CON,D,,,6,893,,,,,00000,00,,64,1,57,784540,57784540,3,6,1,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
29,290362,2,2,1,21,6,22,44,45,0,3,0,0,6,98,998,98998,93,2011,811195,8,1,1,1,9,5,,,,,,,U,,,,11,6,,,,,,,,,,,,,,,,,,,0,88,888888888,88888888888,3,98,96,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
29,290436,2,1,0,6,8,12,5,58,0,3,0,29,6,12,17,12017,4,2000,1FAFP55U3YA2,1,F,A,F,P,5,5,U,3,Y,A,2,P,FORD,TSS,4D,0,17,3333,,0,1085,,G,,F,6,182,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,1,14,0,0,0,0
29,290436,3,1,0,6,8,12,5,58,0,3,0,29,6,20,36,20036,2,2000,2G1WW12E9Y92,2,G,1,W,W,1,2,E,9,Y,9,2,P,CHEV,MLS,CP,0,17,3340,,0,1075,,G,,F,6,207,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,1,14,0,0,0,0
29,290539,2,1,0,21,9,2,52,8,0,4,0,29,3,20,481,20481,31,2011,1GB4CZCG9BF2,1,G,B,4,C,Z,C,G,9,B,F,2,T,CHEV,SC3,CH,11,17,,3,0,1715,SIL,F,,,8,366,,,,D,6450,01,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,42,0,1,0
29,290569,3,2,0,27,9,5,0,12,1,2,0,29,6,23,881,23881,62,2006,1GDJ7C1326F9,1,G,D,J,7,C,1,3,2,6,F,9,T,GMC,C7C,CC,6,17,,6,2960,1400,C75,D,,,6,476,,,,,00000,00,,42,0,57,2251764,572251764,2,1,1,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
29,290579,2,1,0,3,10,23,32,14,0,2,0,29,6,20,471,20471,30,2001,1GCCS1457181,1,G,C,C,S,1,4,5,7,1,8,1,T,CHEV,S14,PK,1,17,,1,1179,1083,S,F,,,4,133,,,,B,00000,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
29,290606,2,1,0,27,8,15,10,8,0,2,0,29,6,7,881,7881,63,2012,3C7WDNDL1CG1,3,C,7,W,D,N,D,L,1,C,G,1,T,DODG,S5T,CB,12,17,,5,0,2045,RPC,D,,,6,408,,,,,8390,00,K,44,0,0,784619,00784619,3,2,6,1,0,0,0,0,0,0,0,0,7,4,3,14,0,0,0,0
29,290621,2,1,0,28,10,2,0,14,0,2,0,29,6,2,404,2404,14,1990,1J4FJ58L8LL1,1,J,4,F,J,5,8,L,8,L,L,1,T,JEEP,LAR,4W,90,17,,1,0,1014,CHK,G,,,6,242,,,,,2939,01,A,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
29,290650,2,1,0,14,10,10,11,59,0,2,0,29,6,7,422,7422,15,2005,1D4HB58D05F5,1,D,4,H,B,5,8,D,0,5,F,5,P,DODG,DUR,UT,5,17,4986,,0,1192,,G,,F,8,348,,,17R265,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,14,0,0,0,0
29,290682,3,2,2,13,10,19,30,12,6,2,0,29,6,12,17,12017,6,1994,1FALP5845RG2,1,F,A,L,P,5,8,4,5,R,G,2,P,FORD,TAX,SW,94,17,3296,,0,1060,,G,,F,6,232,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,1,54,0,0,0,0
29,290682,4,2,2,13,10,19,30,12,6,2,0,29,6,52,34,52034,4,2002,4A3AA46GX2E1,4,A,3,A,A,4,6,G,X,2,E,1,P,MITS,UEL,4D,2,17,3075,,0,1037,,G,,F,4,143,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,1,14,0,0,0,0
29,290684,2,1,0,12,11,0,42,33,0,2,0,29,6,37,32,37032,4,1998,1HGCG1649WA0,1,H,G,C,G,1,6,4,9,W,A,0,P,HOND,ULX,4D,98,17,3140,,0,1069,,G,,F,6,183,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,12,0,0,0,0
29,290763,2,1,0,6,11,9,56,8,0,2,0,92,6,49,442,49442,20,2004,5TDZA29C04S0,5,T,D,Z,A,2,9,C,0,4,S,0,P,TOYT,CIE,SV,4,17,4158,,0,1193,,G,,F,6,201,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,14,0,0,0,0
30,300082,2,1,0,27,6,23,18,14,0,2,0,30,6,20,481,20481,31,1998,1GCHK33J9WF0,1,G,C,H,K,3,3,J,9,W,F,0,T,CHEV,GK3,CW,98,17,,2,0,1685,GM4,G,,,8,454,,,,D,00000,00,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
30,300083,1,1,3,29,6,12,44,18,0,2,0,37,6,12,461,12461,21,2006,1FTSS34S36HB,1,F,T,S,S,3,4,S,3,6,H,B,T,FORD,3SD,EC,6,17,,2,0,1380,VAN,G,,,10,415,,,,D,5584,00,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,3,12,0,0,0,0
31,310176,3,2,0,1,12,13,33,33,0,4,0,31,3,84,881,84881,62,2003,1HTMKAAL93H5,1,H,T,M,K,A,A,L,9,3,H,5,T,INTL,440,CC,3,17,,6,0,0,40S,D,,,6,466,,,,,00000,00,,42,0,99,999999999,99999999999,2,1,97,1,0,0,0,0,0,0,0,0,9,4,1,45,0,0,0,0
32,320012,2,1,0,17,1,0,50,31,0,2,0,32,6,23,882,23882,61,2009,J8DC4W163970,J,8,D,C,4,W,1,6,3,9,7,0,T,GMC,W45,TB,9,17,,4,1760,1090,4/5,D,,,4,317,,,,,00000,00,,42,0,88,888888888,88888888888,2,1,3,1,0,0,0,0,0,0,0,0,6,4,1,12,0,0,0,0
32,320028,2,1,0,16,2,12,32,14,0,4,0,32,3,85,881,85881,63,1999,1NKWLT0X0XR8,1,N,K,W,L,T,0,X,0,X,R,8,T,KW,W90,CC,99,17,,8,2850,1600,CON,D,,,6,629,,,,,00000,00,,64,0,88,888888888,88888888888,3,2,5,1,0,0,0,0,0,0,0,0,12,2,1,12,0,0,0,0
32,320050,2,1,1,1,3,99,99,45,0,4,0,32,3,84,883,84883,63,2001,1HTGGAET41H3,1,H,T,G,G,A,E,T,4,1,H,3,T,INTL,257,CC,1,17,,8,2520,1800,20S,D,,,6,855,,,,,00000,00,,64,0,88,888888888,88888888888,3,2,97,1,0,0,0,0,0,0,0,0,12,2,8,12,0,0,0,0
32,320061,2,1,0,13,5,21,31,1,0,2,0,32,6,12,481,12481,31,1999,1FTNX21F3XED,1,F,T,N,X,2,1,F,3,X,E,D,T,FORD,F2S,4C,99,17,,2,1580,1418,SRW,D,,,8,444,,,,C,5635,01,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,2,4,12,0,0,0,0
32,320101,2,1,0,10,6,14,43,8,0,2,0,32,6,49,471,49471,30,1995,JT4RN81P3S52,J,T,4,R,N,8,1,P,3,S,5,2,T,TOYT,SDX,PK,95,17,,1,0,1030,HTP,G,,,4,144,,,,B,2730,00,A,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,54,0,0,0,0
32,320101,3,1,1,10,6,14,43,8,0,2,0,32,6,37,32,37032,4,1997,1HGCD5609VA1,1,H,G,C,D,5,6,0,9,V,A,1,P,HOND,USE,4D,97,17,2864,,0,1069,,G,,F,4,132,,,15R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,54,0,0,0,0
32,320220,2,1,0,11,8,6,42,14,0,2,0,32,6,87,881,87881,66,1999,1XP5D69X3XD4,1,X,P,5,D,6,9,X,3,X,D,4,T,PTRB,379,TR,99,17,,8,0,0,CON,D,,,6,855,,,,,00000,00,,64,1,57,2203499,572203499,3,6,1,1,0,0,0,0,0,0,0,0,6,2,3,12,0,0,0,0
32,320231,3,2,0,6,10,20,45,1,0,2,0,32,6,12,17,12017,4,1999,1FAFP52U9XG1,1,F,A,F,P,5,2,U,9,X,G,1,P,FORD,TAX,4D,99,17,3329,,0,1085,,G,,F,6,182,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,14,6,2,12,0,0,0,0
34,340001,2,1,0,2,1,21,30,33,0,3,0,34,6,41,51,41051,5,2012,JM1BL1L68C15,J,M,1,B,L,1,L,6,8,C,1,5,P,MAZD,M3S,4H,12,17,3048,,0,1039,,G,,F,4,152,,,17R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,9,1,12,0,0,0,0
34,340019,3,2,0,18,1,21,27,12,1,2,0,34,6,35,402,35402,14,2010,5N1AN0NW5AC5,5,N,1,A,N,0,N,W,5,A,C,5,P,NISS,XTR,UT,10,17,4360,,0,1063,,G,,F,6,244,,,16R265,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,9,4,12,0,0,0,0
34,340036,2,1,1,4,2,16,33,14,0,4,0,34,3,12,881,12881,63,2005,3FRXF75S55V2,3,F,R,X,F,7,5,S,5,5,V,2,T,FORD,F77,CC,5,17,,7,0,0,COF,D,,,6,439,,,,D,00000,00,A,42,0,57,010515,57010515,3,1,96,1,0,0,0,0,0,0,0,0,5,9,2,12,0,0,0,0
34,340086,2,1,4,26,2,3,24,14,0,2,0,34,6,35,39,35039,4,2002,JN1DA31A42T0,J,N,1,D,A,3,1,A,4,2,T,0,P,NISS,MGL,4D,2,17,3146,,0,1083,,G,,F,6,214,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,9,4,12,0,0,0,1
34,340086,3,1,0,26,2,3,24,14,0,3,0,34,6,59,31,59031,4,2003,JTHBF30G5300,J,T,H,B,F,3,0,G,5,3,0,0,P,LEXS,ES3,4D,3,17,3439,,0,1071,,G,,F,6,183,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,9,4,12,0,0,0,0
34,340086,4,1,0,26,2,3,24,14,0,2,0,34,6,20,37,20037,4,1999,1G1NE52JXX62,1,G,1,N,E,5,2,J,X,X,6,2,P,CHEV,M/L,4D,99,17,3077,,0,1070,,G,,F,6,191,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,4,12,0,0,0,0
34,340101,2,1,0,9,3,1,15,33,0,3,0,34,6,20,9,20009,2,2012,2G1FF1E32C91,2,G,1,F,F,1,E,3,2,C,9,1,P,CHEV,CLT,CP,12,17,3741,,0,1123,,F,,F,6,220,,,18R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,6,4,12,0,0,0,0
34,340101,3,1,0,9,3,1,15,33,0,3,0,34,6,20,9,20009,2,2012,2G1FB3D37C91,2,G,1,F,B,3,D,3,7,C,9,1,P,CHEV,CLT,CV,12,17,3995,,0,1123,,F,,F,6,220,,,18R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,4,12,0,0,0,0
34,340101,4,1,0,9,3,1,15,33,0,3,0,34,6,20,9,20009,2,2012,2G1FB1E39C91,2,G,1,F,B,1,E,3,9,C,9,1,P,CHEV,CLT,CP,12,17,3750,,0,1123,,F,,F,6,220,,,18R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,4,12,0,0,0,0
34,340104,2,1,0,26,4,23,9,8,0,2,0,34,6,18,5,18005,2,1996,1G4GD2215T47,1,G,4,G,D,2,2,1,5,T,4,7,P,BUIC,RIV,CP,96,17,3690,,0,1138,,G,,Z,6,231,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,9,2,8,0,0,0,0
34,340104,3,1,0,26,4,23,9,8,0,2,0,34,6,53,34,53034,6,2005,KL5JJ86Z75K0,K,L,5,J,J,8,6,Z,7,5,K,0,P,SUZI,FZX,SW,5,17,2849,,0,1024,,G,,F,4,122,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,9,2,8,0,0,0,0
34,340104,4,1,0,26,4,23,9,8,0,2,0,34,6,37,31,37031,2,2004,1HGEM22964L0,1,H,G,E,M,2,2,9,6,4,L,0,P,HOND,UAX,CP,4,17,2579,,0,1031,,G,,F,4,102,,,000000,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,9,4,12,0,0,0,0
34,340109,2,1,0,17,4,18,43,14,0,2,0,34,6,7,27,7027,6,2011,3D4PG3FG5BT5,3,D,4,P,G,3,F,G,5,B,T,5,P,DODG,JOU,UT,11,17,3884,,0,1138,,F,,F,6,220,,,19R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,9,2,12,0,0,0,0
