STATE,ST_CASE,VEH_NO,PVE_Forms,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PVINTYPE,PVINMAKE,PVINA_MOD,PVIN_BT,PVINMODYR,PVIN_LNGT,PVIN_WGT,PWGTCD_TR,PWHLBS_LG,PWHLBS_SH,PSER_TR,PFUECODE,PMCYCL_DS,PCARBUR,PCYLINDER,PDISPLACE,PMCYCL_CY,PMCYCL_WT,PTIRE_SZE,PTON_RAT,PTRK_WT,PTRKWTVAR,PVIN_REST,PWHLDRWHL,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
9,90170,1,1,1,3,11,2,21,14,0,2,0,31,6,82,881,82881,66,2011,1FUJGLDR8BSB,1,F,U,J,G,L,D,R,8,B,S,B,T,FRHT,125,TR,11,17,,8,0,0,CSC,D,,,6,903,,,,,00000,00,,64,1,57,0065769,570065769,3,6,1,1,0,0,0,0,0,0,0,0,6,2,3,12,0,0,0,0
9,90193,1,1,1,1,12,2,17,30,0,2,0,17,6,82,881,82881,66,2012,1FUJGLDR5CLB,1,F,U,J,G,L,D,R,5,C,L,B,T,FRHT,125,TR,12,17,,8,0,0,CSC,D,,,6,903,,,,,00000,00,,64,1,57,0246204,570246204,3,6,1,1,0,0,0,0,0,0,0,0,10,6,2,12,0,0,0,1
9,90199,1,2,1,12,12,22,45,14,0,2,0,17,6,82,881,82881,66,2012,1FUJGLDR2CLB,1,F,U,J,G,L,D,R,2,C,L,B,T,FRHT,125,TR,12,17,,8,0,0,CSC,D,,,6,903,,,,,00000,00,,64,5,0,0039717,000039717,3,5,12,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
10,100005,2,1,0,21,1,8,23,42,0,3,0,42,6,12,422,12422,15,1997,1FMEU18W0VLA,1,F,M,E,U,1,8,W,0,V,L,A,P,FORD,EPT,UT,97,17,4827,,0,1190,,G,,F,8,281,,,16R255,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,2,1,12,0,0,0,0
10,100080,2,1,1,8,10,11,48,14,0,2,0,42,6,12,481,12481,31,2010,1FTSX2A53AEA,1,F,T,S,X,2,A,5,3,A,E,A,T,FORD,F2S,4C,10,17,,2,1580,1418,SRW,G,,,8,329,,,,B,5846,00,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0
10,100089,1,1,0,8,11,11,48,14,0,2,0,23,6,82,881,82881,66,2007,1FUJA6CK47LY,1,F,U,J,A,6,C,K,4,7,L,Y,T,FRHT,COL,TR,7,17,,8,0,0,CON,D,,,6,855,,,,,00000,00,,64,1,23,0081418,230081418,3,6,1,1,0,0,0,0,0,0,0,0,6,2,3,12,0,0,0,0
11,110001,3,2,0,9,1,19,52,12,2,2,0,11,6,21,2,21002,4,1997,1G3HN52K4V48,1,G,3,H,N,5,2,K,4,V,4,8,P,OLDS,8LW,4D,97,17,3455,,0,1108,,G,,F,6,231,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,4,14,0,0,0,0
12,120109,2,1,0,22,1,10,59,14,0,3,0,12,6,12,3,12003,2,1997,1FALP4048VF1,1,F,A,L,P,4,0,4,8,V,F,1,P,FORD,MUS,CP,97,17,3084,,0,1013,,G,,F,6,232,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,1,14,0,0,0,0
12,120109,3,1,0,22,1,10,59,14,0,3,0,12,6,63,421,63421,15,2009,KNDJJ7419950,K,N,D,J,J,7,4,1,9,9,5,0,P,KIA,BOR,UT,9,17,4248,,0,1140,,G,,F,6,230,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,1,14,0,0,0,0
12,120125,2,1,0,26,1,4,10,14,0,2,0,12,6,12,481,12481,31,2001,1FTRX17L71NB,1,F,T,R,X,1,7,L,7,1,N,B,T,FORD,F15,4C,1,17,,2,1571,1385,COF,G,,,8,330,,,,B,4204,05,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,9,12,0,0,0,0
12,120125,3,1,1,26,1,4,10,14,0,2,0,12,6,62,421,62421,15,2008,SALMF15418A2,S,A,L,M,F,1,5,4,1,8,A,2,T,LNDR,RHS,4W,8,17,,2,0,1134,RRV,G,,,8,268,,,,,5698,00,7,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0
12,120193,2,1,0,16,2,11,40,14,0,3,0,12,6,98,898,98898,78,2008,A81136,A,8,1,1,3,6,,,,,,,U,,,,8,6,,,,,,,,,,,,,,,,,,,0,88,888888888,88888888888,3,19,98,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
12,120195,2,1,0,16,2,15,35,8,0,2,0,12,6,30,32,30032,2,1974,1342423823,1,3,4,2,4,2,3,8,2,3,,,P,VOLK,SUP,2D,74,10,1955,,0,953,,G,,1,4,096,,,156.00,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
12,120214,2,1,0,29,1,22,58,5,0,3,0,12,6,12,473,12473,30,2004,1FMZU62K24UA,1,F,M,Z,U,6,2,K,2,4,U,A,P,FORD,EPR,UT,4,17,4304,,0,1137,,F,,F,6,245,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,4,12,0,0,0,0
12,120219,2,1,1,19,1,1,21,33,0,2,0,12,6,49,40,49040,4,1999,4T1BG22K5XU5,4,T,1,B,G,2,2,K,5,X,U,5,P,TOYT,UEX,4D,99,17,2998,,0,1051,,G,,F,4,132,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
12,120347,5,4,0,24,3,18,4,12,1,3,0,12,6,7,442,7442,20,1990,1B7GK14R6LX2,1,B,7,G,K,1,4,R,6,L,X,2,T,DODG,ECV,ES,90,17,,1,0,1190,CAR,G,,,6,201,,,,,3055,01,A,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,6,9,12,0,0,0,0
12,120392,2,2,0,14,3,16,17,14,0,3,0,12,6,12,481,12481,31,1995,1FTEX15N5SKB,1,F,T,E,X,1,5,N,5,S,K,B,T,FORD,F15,PC,95,17,,2,1550,1390,COF,G,,,8,302,,,,B,00000,00,M,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,120409,2,1,1,18,3,1,54,8,0,2,0,17,6,20,2,20002,4,2003,2G1WF55EX391,2,G,1,W,F,5,5,E,X,3,9,1,P,CHEV,IMP,4D,3,17,3389,,0,1105,,G,,F,6,207,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,3,14,0,0,0,0
12,120431,2,1,0,25,2,18,25,14,0,3,0,12,6,49,471,49471,30,1989,JT4RN93D1K50,J,T,4,R,N,9,3,D,1,K,5,0,T,TOYT,ELD,PC,89,17,,1,0,1215,HTP,G,,,4,144,,,,B,00000,00,A,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,3,12,0,0,0,0
12,120518,2,1,0,10,4,14,21,14,0,3,0,12,6,20,481,20481,31,2005,1GCEK14X35Z2,1,G,C,E,K,1,4,X,3,5,Z,2,T,CHEV,SK1,PK,5,17,,2,1330,1190,SIL,G,,,6,262,,,,B,4436,00,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,14,0,0,0,0
12,120609,2,1,0,21,4,3,11,59,0,3,0,12,6,41,471,41471,30,1996,4F4CR12A3TTM,4,F,4,C,R,1,2,A,3,T,T,M,T,MAZD,RGC,PK,96,17,,1,1139,1079,B23,G,,,4,140,,,,,2927,01,B,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,3,14,0,0,0,0
12,120632,2,1,0,30,4,13,52,14,0,2,0,12,6,84,881,84881,62,2007,1HTMMAAN27H4,1,H,T,M,M,A,A,N,2,7,H,4,T,INTL,430,CC,7,17,,7,0,0,40S,D,,,6,466,,,,,00000,00,,42,0,88,888888888,88888888888,2,2,10,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,120808,3,2,0,9,3,19,28,12,6,3,0,12,6,7,21,7021,6,2007,2D4FV47V07H8,2,D,4,F,V,4,7,V,0,7,H,8,P,DODG,MGN,UT,7,17,3795,,0,1200,,G,,F,6,214,,,17R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
12,120971,2,1,0,14,4,17,7,9,0,2,0,12,6,7,402,7402,14,2003,1D4HR38NX3F5,1,D,4,H,R,3,8,N,X,3,F,5,P,DODG,DUR,UT,3,17,4256,,0,1160,,G,,F,8,287,,,16R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,120994,2,1,0,22,4,18,13,14,0,3,0,12,6,20,2,20002,4,2007,2G1WB58K0791,2,G,1,W,B,5,8,K,0,7,9,1,P,CHEV,IPL,4D,7,17,3674,,0,1105,,F,,F,6,214,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,12,0,0,0,0
12,121066,2,1,0,30,6,20,17,14,0,3,0,12,6,23,481,23481,31,1995,2GTEC19Z2S15,2,G,T,E,C,1,9,Z,2,S,1,5,T,GMC,SC1,PC,95,17,,2,1555,1415,SIE,G,,,6,262,,,,B,4068,00,M,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0
12,121066,3,1,0,30,6,20,17,14,0,3,0,12,6,23,481,23481,31,1998,2GTEC19R2W15,2,G,T,E,C,1,9,R,2,W,1,5,T,GMC,SC1,PC,98,17,,2,1555,1415,SIE,G,,,8,350,,,,B,4160,02,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,6,2,12,0,0,0,0
12,121066,4,1,0,30,6,20,17,14,0,3,0,12,6,14,36,14036,4,1998,1MEFM13P7WW6,1,M,E,F,M,1,3,P,7,W,W,6,P,MERC,TLP,4D,98,17,2469,,0,984,,G,,F,4,122,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,12,0,0,0,0
12,121077,2,1,1,1,7,16,5,25,0,2,0,12,6,23,471,23471,30,1994,1GTCS1448RK5,1,G,T,C,S,1,4,4,8,R,K,5,T,GMC,SON,PK,94,17,,1,1179,1083,SON,G,,,4,133,,,,B,2931,00,A,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121174,2,1,0,27,6,4,28,31,0,3,0,12,6,49,442,49442,20,2012,5TDYK3DC5CS1,5,T,D,Y,K,3,D,C,5,C,S,1,P,TOYT,SIE,SV,12,17,4490,,0,1193,,G,,F,6,214,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,4,14,0,0,0,0
12,121223,2,1,0,21,7,23,13,8,0,2,0,12,6,12,16,12016,4,1998,2FAFP74W9WX1,2,F,A,F,P,7,4,W,9,W,X,1,P,FORD,CVL,4D,98,17,3927,,0,1144,,G,,F,8,281,,,15R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,0,0
12,121274,2,1,0,5,8,3,20,53,0,3,0,12,6,12,481,12481,31,2007,1FTSW21P57EB,1,F,T,S,W,2,1,P,5,7,E,B,T,FORD,F2S,CW,7,17,,2,1720,1560,SRW,D,,,8,366,,,,C,6538,01,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
12,121371,2,1,0,14,8,23,50,18,0,4,0,0,0,98,998,98998,93,2002,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,12,0,0,0,0
12,121397,2,1,0,5,8,2,23,35,0,3,0,12,6,7,402,7402,14,2000,1B4HR28Z8YF2,1,B,4,H,R,2,8,Z,8,Y,F,2,P,DODG,DUR,UT,0,17,4225,,0,1159,,G,,F,8,360,,,15R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,0,0
12,121397,3,1,0,5,8,2,23,35,0,3,0,12,6,7,14,7014,4,1987,1B3BE46K5HC3,1,B,3,B,E,4,6,K,5,H,C,3,P,DODG,6SE,4D,87,17,2535,,0,1033,,G,,F,4,153,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,0,0
12,121483,2,1,1,27,8,23,20,8,0,2,0,12,6,37,31,37031,4,2012,19XFB2F57CE0,1,9,X,F,B,2,F,5,7,C,E,0,P,HOND,UCL,4D,12,17,2705,,0,1051,,G,,F,4,110,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121571,2,2,0,14,9,10,15,14,0,2,0,12,6,49,482,49482,31,2000,5TBJN321XYS0,5,T,B,J,N,3,2,1,X,Y,S,0,T,TOYT,TUN,PK,0,17,,1,0,1283,TUN,G,,,6,206,,,,C,3795,00,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121571,3,2,0,14,9,10,15,14,0,2,0,12,6,12,481,12481,31,2007,1FTVX14547NA,1,F,T,V,X,1,4,5,4,7,N,A,T,FORD,F15,4C,7,17,,2,1630,1330,COF,G,,,8,329,,,,B,4297,16,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0
12,121575,2,1,1,17,9,5,10,14,0,2,0,6,6,82,881,82881,66,2002,1FUJBBCG62LJ,1,F,U,J,B,B,C,G,6,2,L,J,T,FRHT,ST2,TR,2,17,,8,0,0,CON,D,,,6,774,,,,,00000,00,,64,1,6,1982639,061982639,3,6,1,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
12,121635,4,3,0,19,9,15,10,12,6,2,0,12,6,20,481,20481,31,2006,1GCEC19V96E1,1,G,C,E,C,1,9,V,9,6,E,1,T,CHEV,SC1,4C,6,17,,2,1575,1340,SIL,G,,,8,293,,,,B,4760,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121636,2,1,0,19,9,15,40,14,0,3,0,99,6,84,881,84881,63,2001,2HSCEAER61C0,2,H,S,C,E,A,E,R,6,1,C,0,T,INTL,92I,TR,1,17,,8,0,0,920,D,,,6,855,,,,,00000,00,,64,0,99,999999999,99999999999,3,2,96,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121663,2,1,0,7,9,11,39,14,0,2,0,12,6,20,402,20402,14,2000,2CNBE13C0Y69,2,C,N,B,E,1,3,C,0,Y,6,9,P,CHEV,TKR,UT,0,17,2866,,0,976,,G,,F,4,122,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,8,12,0,0,0,0
12,121705,2,1,0,1,10,2,8,43,0,3,0,12,6,49,482,49482,31,2006,5TBDT48186S5,5,T,B,D,T,4,8,1,8,6,S,5,T,TOYT,DBL,CW,6,17,,2,0,1283,TUN,G,,,8,285,,,,B,5020,00,U,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121920,2,1,0,8,9,17,14,33,0,3,0,12,6,55,401,55401,14,2004,KM8SB12B84U8,K,M,8,S,B,1,2,B,8,4,U,8,P,HYUN,SAN,UT,4,17,3494,,0,1031,,G,,F,4,143,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,3,12,0,0,0,0
12,121985,2,1,0,29,11,11,4,10,0,3,0,12,6,23,481,23481,31,2011,3GTP1VE01BG3,3,G,T,P,1,V,E,0,1,B,G,3,T,GMC,1NC,CW,11,17,,2,0,1435,SIE,F,,,8,323,,,,B,5110,00,S,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,3,1,0,29,11,11,4,10,0,3,0,12,6,49,40,49040,4,1999,4T1BF22K9XU4,4,T,1,B,F,2,2,K,9,X,U,4,P,TOYT,XLL,4D,99,17,3175,,0,1051,,G,,F,6,183,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,4,1,0,29,11,11,4,10,0,3,0,12,6,12,401,12401,14,2006,1FMEU63836UA,1,F,M,E,U,6,3,8,3,6,U,A,P,FORD,EPR,UT,6,17,4301,,0,1137,,G,,F,8,281,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,5,1,0,29,11,11,4,10,0,3,0,12,6,12,401,12401,14,2001,1FMYU60E11UC,1,F,M,Y,U,6,0,E,1,1,U,C,P,FORD,EPR,UT,1,17,3769,,0,1018,,G,,F,6,245,,,15R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,6,1,0,29,11,11,4,10,0,3,0,12,6,12,481,12481,31,2006,1FTPW12V06FB,1,F,T,P,W,1,2,V,0,6,F,B,T,FORD,F1S,CW,6,17,,2,0,1390,COF,F,,,8,329,,,,B,5176,01,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,7,1,0,29,11,11,4,10,0,3,0,12,6,20,421,20421,15,2005,1GNEC13T05J2,1,G,N,E,C,1,3,T,0,5,J,2,P,CHEV,CTA,UT,5,17,4975,,0,1160,,G,,F,8,325,,,16R265,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,8,1,0,29,11,11,4,10,0,3,0,12,6,14,17,14017,4,2004,1MEFM55S44A6,1,M,E,F,M,5,5,S,4,4,A,6,P,MERC,SLP,4D,4,17,3369,,0,1085,,G,,F,6,182,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,9,1,0,29,11,11,4,10,0,3,0,12,6,63,401,63401,14,1998,KNDJA7230W55,K,N,D,J,A,7,2,3,0,W,5,5,P,KIA,SPO,UT,98,17,3352,,0,1043,,G,,F,4,122,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,121985,10,1,0,29,11,11,4,10,0,3,0,12,6,6,51,6051,4,2003,2C3AE76K73H5,2,C,3,A,E,7,6,K,7,3,H,5,P,CHRY,30S,4D,3,17,3545,,0,1130,,G,,F,6,215,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,4,12,0,0,0,0
12,122081,2,1,0,13,12,2,46,30,0,3,0,12,6,12,401,12401,14,2005,1FMZU63KX5UB,1,F,M,Z,U,6,3,K,X,5,U,B,P,FORD,EPR,UT,5,17,4094,,0,1137,,F,,F,6,245,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,6,4,12,0,0,0,0
12,122081,3,1,0,13,12,2,46,30,0,3,0,12,6,12,3,12003,2,2002,1FAFP40422F2,1,F,A,F,P,4,0,4,2,2,F,2,P,FORD,MUS,CP,2,17,3066,,0,1013,,G,,F,6,232,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,2,4,12,0,0,0,0
12,122169,3,2,1,16,12,18,13,12,1,2,0,12,6,37,33,37033,2,1993,JHMBB117XPC0,J,H,M,B,B,1,1,7,X,P,C,0,P,HOND,PTS,CP,93,17,2932,,0,1004,,G,,F,4,132,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,122202,2,1,0,24,9,16,55,53,0,3,0,12,6,20,881,20881,62,2006,1GBJ7F1386F4,1,G,B,J,7,F,1,3,8,6,F,4,T,CHEV,F7B,TB,6,17,,6,2600,1280,TSR,D,,,6,476,,,,,00000,00,,42,0,88,888888888,88888888888,2,1,1,1,0,0,0,0,0,0,0,0,3,6,2,2,0,0,1,0
12,122202,3,1,0,24,9,16,55,53,0,3,0,12,6,20,881,20881,62,2005,1GBJ7F13X5F5,1,G,B,J,7,F,1,3,X,5,F,5,T,CHEV,F7B,TB,5,17,,6,2600,1280,TSR,D,,,6,476,,,,,00000,00,,42,0,88,888888888,88888888888,2,1,1,1,0,0,0,0,0,0,0,0,99,4,1,2,0,0,1,0
12,122240,2,1,0,22,11,2,53,19,0,3,0,12,6,12,471,12471,30,1999,1FTYR10V1XTA,1,F,T,Y,R,1,0,V,1,X,T,A,T,FORD,RNG,PK,99,17,,1,1175,1116,RNG,F,,,6,182,,,,B,00000,00,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,14,0,0,0,0
12,122269,2,1,0,19,12,23,59,42,0,3,0,12,6,6,18,6018,4,2012,1C3CCBAB0CN1,1,C,3,C,C,B,A,B,0,C,N,1,P,CHRY,2LX,4D,12,17,3389,,0,1089,,G,,F,4,146,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,4,54,0,0,0,0
12,122278,2,1,0,29,10,15,23,14,0,3,0,12,6,7,27,7027,6,2010,3D4PG9FV7AT2,3,D,4,P,G,9,F,V,7,A,T,2,P,DODG,JOU,UT,10,17,4064,,0,1138,,G,,F,6,214,,,19R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,1,12,0,0,0,0
12,122280,3,2,1,1,11,17,12,12,6,3,0,12,6,12,481,12481,31,1998,1FTZF1723WNC,1,F,T,Z,F,1,7,2,3,W,N,C,T,FORD,F15,PK,98,17,,1,1390,1200,COF,G,,,6,256,,,,B,3800,02,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,2,8,12,0,0,0,0
12,122360,2,1,0,10,12,4,30,40,0,3,0,12,6,22,20,22020,4,2006,2G2WP552X611,2,G,2,W,P,5,5,2,X,6,1,1,P,PONT,GRA,4D,6,17,3477,,0,1105,,G,,F,6,232,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,1,12,0,0,0,0
12,122361,3,2,0,19,10,21,42,12,6,3,0,99,6,42,42,42042,4,2009,WDDGF54X39R0,W,D,D,G,F,5,4,X,3,9,R,0,P,MERZ,C30,4D,9,17,3527,,0,1087,,G,,F,6,183,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,2,8,12,0,0,0,0
12,122361,4,2,0,19,10,21,42,12,6,3,0,99,6,55,33,55033,4,2012,5NPEB4AC7CH3,5,N,P,E,B,4,A,C,7,C,H,3,P,HYUN,SGL,4D,12,17,3161,,0,1100,,G,,F,4,144,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,8,12,0,0,0,0
12,122361,5,2,0,19,10,21,42,12,6,3,0,99,6,19,18,19018,4,2010,1G6DE5EG6A01,1,G,6,D,E,5,E,G,6,A,0,1,P,CADI,CLC,4D,10,17,3861,,0,1134,,G,,F,6,183,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,8,12,0,0,0,0
12,122361,6,2,0,19,10,21,42,12,6,3,0,99,6,35,39,35039,4,2011,1N4AA5AP6BC8,1,N,4,A,A,5,A,P,6,B,C,8,P,NISS,MSV,4D,11,17,3565,,0,0,,G,,F,6,214,,,000000,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,8,12,0,0,0,0
12,122361,7,2,0,19,10,21,42,12,6,3,0,99,6,20,37,20037,4,2012,1G1ZC5EU2CF1,1,G,1,Z,C,5,E,U,2,C,F,1,P,CHEV,ML1,4D,12,17,3436,,0,1123,,F,,F,4,146,,,17R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,8,12,0,0,0,0
12,122361,8,2,0,19,10,21,42,12,6,3,0,99,6,49,40,49040,4,2011,4T1BF3EK5BU6,4,T,1,B,F,3,E,K,5,B,U,6,P,TOYT,CBA,4D,11,17,3263,,0,1093,,G,,F,4,152,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,8,12,0,0,0,0
13,130029,2,1,1,17,1,17,40,14,0,2,0,48,6,87,884,87884,66,2000,1XP5DR9X7YN5,1,X,P,5,D,R,9,X,7,Y,N,5,T,PTRB,379,TR,0,17,,8,0,0,CON,D,,,6,774,,,,,00000,00,,64,0,57,688633,57688633,3,5,96,1,0,0,0,0,0,0,0,0,6,4,1,12,0,0,0,0
13,130044,2,1,0,1,1,2,33,14,0,3,0,13,6,14,443,14443,20,2001,4M2ZV11T01DJ,4,M,2,Z,V,1,1,T,0,1,D,J,P,MERC,VLR,SV,1,17,3861,,0,1122,,G,,F,6,201,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,4,12,0,0,0,0
13,130067,2,1,0,24,1,23,20,8,0,2,0,13,6,12,16,12016,4,2010,2FABP7BV7AX1,2,F,A,B,P,7,B,V,7,A,X,1,P,FORD,CVP,4D,10,17,4128,,0,1147,,F,,F,8,281,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,5,1,0,10,4,3,12,41,0,0,0
13,130236,2,1,0,22,3,12,3,14,0,2,0,13,6,20,401,20401,14,1997,1GNCS18W2VK1,1,G,N,C,S,1,8,W,2,V,K,1,P,CHEV,BZR,UT,97,17,3515,,0,1005,,G,,F,6,262,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,3,12,0,0,0,0
13,130321,3,2,1,29,2,12,25,12,6,3,0,13,6,82,881,82881,66,2005,1FUBCYDC55HV,1,F,U,B,C,Y,D,C,5,5,H,V,T,FRHT,16M,TR,5,17,,8,0,0,FM2,D,,,6,439,,,,,00000,00,,42,1,57,367579,57367579,3,6,1,1,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,0
