STATE,ST_CASE,EVENTNUM,VEH_NO,VEventNum,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
1,10043,3,1,3,1,2,42,9999,77
1,10043,4,1,4,1,9,42,9999,77
1,10043,5,1,5,1,0,1,9999,77
1,10044,1,1,1,1,55,63,5555,55
1,10044,2,1,2,1,55,69,5555,55
1,10044,3,1,3,1,55,68,5555,55
1,10044,4,1,4,1,55,64,5555,55
1,10044,5,1,5,1,2,42,9999,77
1,10045,1,1,1,1,12,12,2,12
1,10045,2,1,2,1,55,63,5555,55
1,10045,3,1,3,1,12,42,9999,77
1,10045,1,2,1,1,12,12,2,12
1,10046,1,1,1,1,55,68,5555,55
1,10046,2,1,2,1,12,12,2,10
1,10046,2,2,1,1,12,12,2,10
1,10047,1,1,1,1,55,63,5555,55
1,10047,2,1,2,1,55,69,5555,55
1,10047,3,1,3,1,55,68,5555,55
1,10047,4,1,4,1,55,64,5555,55
1,10047,5,1,5,1,12,35,9999,77
1,10047,6,1,6,1,0,1,9999,77
1,10048,1,1,1,1,55,63,5555,55
1,10048,2,1,2,1,12,42,9999,77
1,10048,3,1,3,1,12,42,9999,77
1,10049,1,1,1,1,55,63,5555,55
1,10049,2,1,2,1,9,42,9999,77
1,10050,1,1,1,2,12,12,1,3
1,10050,1,2,1,2,12,12,1,3
1,10051,1,1,1,1,55,63,5555,55
1,10051,2,1,2,1,55,69,5555,55
1,10051,3,1,3,1,55,64,5555,55
1,10051,4,1,4,1,12,42,9999,77
1,10051,5,1,5,1,8,38,9999,77
1,10052,1,1,1,1,55,63,5555,55
1,10052,2,1,2,1,12,33,9999,77
1,10052,3,1,3,1,12,59,9999,77
1,10052,4,1,4,1,0,1,9999,77
1,10052,5,1,5,1,0,3,9999,77
1,10053,1,1,1,1,12,9,9999,77
1,10054,1,1,1,2,12,12,1,9
1,10054,1,2,1,2,12,12,1,9
1,10055,1,1,1,1,12,8,9999,77
1,10056,1,1,1,1,12,12,2,2
1,10056,2,1,2,1,55,63,5555,55
1,10056,3,1,3,1,0,1,9999,77
1,10056,4,1,4,1,98,30,9999,77
1,10056,1,2,1,1,12,12,2,2
1,10057,1,1,1,2,12,12,1,10
1,10057,1,2,1,2,12,12,1,10
1,10058,1,1,1,1,55,63,5555,55
1,10058,2,1,2,1,55,69,5555,55
1,10058,3,1,3,1,55,68,5555,55
1,10058,4,1,4,1,12,12,2,12
1,10058,4,2,1,1,12,12,2,12
1,10059,1,1,1,1,12,8,9999,77
1,10059,2,2,1,2,14,8,9999,77
1,10060,1,1,1,1,55,63,5555,55
1,10060,2,1,2,1,55,69,5555,55
1,10060,3,1,3,1,55,68,5555,55
1,10060,4,1,4,1,55,64,5555,55
1,10060,5,1,5,1,12,35,9999,77
1,10060,6,1,6,1,0,1,9999,77
1,10061,1,1,1,1,55,64,5555,55
1,10061,2,1,2,1,0,1,9999,77
1,10063,1,1,1,1,55,63,5555,55
1,10063,2,1,2,1,55,69,5555,55
1,10063,3,1,3,1,55,68,5555,55
1,10063,4,1,4,1,55,64,5555,55
1,10063,5,1,5,1,6,34,9999,77
1,10063,6,1,6,1,0,1,9999,77
1,10064,1,1,1,1,12,12,2,3
1,10064,1,2,1,1,12,12,2,3
1,10065,1,1,1,1,55,63,5555,55
1,10065,2,1,2,1,12,34,9999,77
1,10065,3,1,3,1,12,32,9999,77
1,10066,1,1,1,2,12,12,1,3
1,10066,1,2,1,2,12,12,1,3
1,10067,1,1,1,1,12,8,9999,77
1,10068,1,1,1,1,55,68,5555,55
1,10068,2,1,2,1,12,12,2,12
1,10068,3,1,3,1,0,1,9999,77
1,10068,2,2,1,1,12,12,2,12
1,10069,1,1,1,1,12,8,9999,77
1,10070,1,1,1,1,55,68,5555,55
1,10070,2,1,2,1,55,64,5555,55
1,10070,3,1,3,1,12,53,9999,77
1,10070,4,1,4,1,12,42,9999,77
1,10070,5,1,5,1,55,67,5555,55
1,10070,6,1,6,1,98,42,9999,77
1,10070,7,1,7,1,0,1,9999,77
1,10071,1,1,1,1,55,68,5555,55
1,10071,2,1,2,1,12,12,2,12
1,10071,2,2,1,1,12,12,2,12
1,10072,1,1,1,1,55,63,5555,55
1,10072,2,1,2,1,12,35,9999,77
1,10072,3,1,3,1,0,1,9999,77
1,10072,4,1,4,1,0,3,9999,77
1,10073,1,1,1,1,55,68,5555,55
1,10073,2,1,2,1,55,64,5555,55
1,10073,3,1,3,1,55,69,5555,55
1,10073,4,1,4,1,55,68,5555,55
1,10073,5,1,5,1,55,68,5555,55
1,10073,6,1,6,1,2,12,2,12
1,10073,6,2,1,1,2,12,2,12
1,10074,1,1,1,1,0,1,9999,77
1,10074,2,1,2,1,11,12,2,13
1,10074,2,2,1,1,11,12,2,13
1,10074,3,2,2,2,98,12,3,6
1,10074,3,3,1,2,98,12,3,6
1,10075,1,1,1,1,12,12,2,6
1,10075,1,2,1,1,12,12,2,6
1,10075,2,2,2,2,55,68,5555,55
1,10075,3,2,3,2,12,12,3,10
1,10075,3,3,1,2,12,12,3,10
1,10076,1,1,1,1,55,68,5555,55
1,10076,2,1,2,1,55,64,5555,55
1,10076,3,1,3,1,1,32,9999,77
1,10076,4,1,4,1,55,67,5555,55
1,10076,5,1,5,1,98,34,9999,77
1,10077,1,1,1,1,55,63,5555,55
1,10077,2,1,2,1,12,34,9999,77
1,10077,3,1,3,1,2,42,9999,77
1,10078,1,1,1,2,12,12,1,10
1,10078,1,2,1,2,12,12,1,10
1,10079,1,1,1,2,12,12,1,8
1,10079,1,2,1,2,12,12,1,8
1,10080,1,1,1,1,12,12,3,6
1,10080,2,1,2,1,55,68,5555,55
1,10080,3,1,3,1,11,12,2,5
1,10080,4,1,4,1,55,61,5555,55
1,10080,5,1,5,1,0,1,9999,77
1,10080,3,2,1,1,11,12,2,5
1,10080,1,3,1,1,12,12,3,6
1,10081,1,1,1,1,12,8,9999,77
1,10082,1,1,1,1,55,63,5555,55
1,10082,2,1,2,1,12,42,9999,77
1,10082,3,1,3,1,0,2,9999,77
1,10083,1,1,1,1,55,63,5555,55
1,10083,2,1,2,1,12,42,9999,77
1,10083,3,1,3,1,0,2,9999,77
1,10084,1,1,1,1,55,64,5555,55
1,10084,2,1,2,1,7,25,9999,77
1,10084,3,1,3,1,7,12,2,12
1,10084,4,1,4,1,6,8,9999,77
1,10084,5,1,5,1,6,8,9999,77
1,10084,6,1,6,1,12,8,9999,77
1,10084,3,2,1,1,7,12,2,12
1,10085,1,1,1,2,12,12,1,12
1,10085,4,1,2,1,55,64,5555,55
1,10085,5,1,3,1,98,24,9999,77
1,10085,1,2,1,2,12,12,1,12
1,10085,2,2,2,2,55,63,5555,55
1,10085,3,2,3,2,98,24,9999,77
1,10086,1,1,1,1,55,68,5555,55
1,10086,2,1,2,1,12,12,2,12
1,10086,3,1,3,1,55,68,5555,55
1,10086,4,1,4,1,55,63,5555,55
1,10086,5,1,5,1,12,34,9999,77
1,10086,2,2,1,1,12,12,2,12
1,10087,1,1,1,1,55,63,5555,55
1,10087,2,1,2,1,55,69,5555,55
1,10087,3,1,3,1,55,68,5555,55
1,10087,4,1,4,1,55,64,5555,55
1,10087,5,1,5,1,2,42,9999,77
1,10088,1,1,1,1,55,68,5555,55
1,10088,2,1,2,1,55,64,5555,55
1,10088,3,1,3,1,12,34,9999,77
1,10088,4,1,4,1,12,42,9999,77
1,10088,5,1,5,1,0,1,9999,77
1,10089,1,1,1,1,55,68,5555,55
1,10089,2,1,2,1,55,64,5555,55
1,10089,3,1,3,1,12,42,9999,77
1,10089,4,1,4,1,0,1,9999,77
1,10090,1,1,1,2,12,12,1,9
1,10090,1,2,1,2,12,12,1,9
1,10090,2,2,2,2,55,63,5555,55
1,10090,3,2,3,2,12,43,9999,77
1,10091,1,1,1,1,55,63,5555,55
1,10091,2,1,2,1,55,69,5555,55
1,10091,3,1,3,1,55,68,5555,55
1,10091,4,1,4,1,55,64,5555,55
1,10091,5,1,5,1,12,34,9999,77
1,10091,6,1,6,1,0,1,9999,77
1,10091,7,1,7,1,9,30,9999,77
1,10092,1,1,1,1,55,64,5555,55
1,10092,2,1,2,1,55,69,5555,55
1,10092,3,1,3,1,55,64,5555,55
1,10092,4,1,4,1,0,1,9999,77
1,10093,1,1,1,1,55,61,5555,55
1,10093,2,1,2,1,1,12,2,8
1,10093,3,1,3,1,0,1,9999,77
1,10093,2,2,1,1,1,12,2,8
1,10094,1,1,1,1,55,64,5555,55
1,10094,2,1,2,1,8,23,9999,77
1,10094,3,1,3,1,0,1,9999,77
1,10094,4,1,4,1,0,3,9999,77
1,10095,1,1,1,1,55,63,5555,55
1,10095,2,1,2,1,12,42,9999,77
1,10095,3,1,3,1,12,35,9999,77
1,10095,4,1,4,1,0,1,9999,77
1,10096,1,1,1,1,55,68,5555,55
1,10096,2,1,2,1,55,64,5555,55
1,10096,3,1,3,1,12,35,9999,77
1,10096,4,1,4,1,3,42,9999,77
1,10097,1,1,1,1,0,1,9999,77
1,10098,1,1,1,1,55,68,5555,55
1,10098,2,1,2,1,55,68,5555,55
1,10098,3,1,3,1,55,63,5555,55
1,10098,4,1,4,1,11,42,9999,77
1,10098,5,1,5,1,8,42,9999,77
1,10099,1,1,1,1,55,63,5555,55
1,10099,2,1,2,1,9,42,9999,77
1,10100,1,1,1,1,55,63,5555,55
1,10100,2,1,2,1,0,1,9999,77
1,10101,1,1,1,1,55,68,5555,55
1,10101,2,1,2,1,55,64,5555,55
1,10101,3,1,3,1,55,69,5555,55
1,10101,4,1,4,1,12,12,2,12
1,10101,4,2,1,1,12,12,2,12
1,10102,1,1,1,1,55,68,5555,55
1,10102,2,1,2,1,55,64,5555,55
1,10102,3,1,3,1,12,42,9999,77
1,10103,1,1,1,1,55,63,5555,55
1,10103,2,1,2,1,12,24,9999,77
1,10103,3,1,3,1,55,69,5555,55
1,10103,4,1,4,1,55,64,5555,55
1,10103,5,1,5,1,12,34,9999,77
1,10103,6,1,6,1,0,1,9999,77
1,10104,1,1,1,1,12,8,9999,77
1,10105,1,1,1,2,12,12,1,10
1,10105,1,2,1,2,12,12,1,10
1,10106,1,1,1,1,12,12,2,9
1,10106,1,2,1,1,12,12,2,9
1,10107,1,1,1,2,12,12,1,10
1,10107,1,2,1,2,12,12,1,10
1,10108,1,1,1,1,12,12,2,6
1,10108,2,1,2,1,55,68,5555,55
1,10108,3,1,3,1,0,1,9999,77
1,10108,4,1,4,1,55,64,5555,55
1,10108,5,1,5,1,98,35,9999,77
1,10108,10,1,6,1,18,12,3,12
1,10108,1,2,1,1,12,12,2,6
1,10108,6,2,2,2,55,68,5555,55
1,10108,7,2,3,2,55,64,5555,55
1,10108,8,2,4,2,12,38,9999,77
1,10108,9,2,5,2,12,42,9999,77
1,10108,10,3,1,1,18,12,3,12
1,10109,1,1,1,2,12,12,1,9
1,10109,1,2,1,2,12,12,1,9
1,10110,1,1,1,1,55,68,5555,55
1,10110,2,1,2,2,12,12,1,3
1,10110,2,2,1,2,12,12,1,3
1,10110,3,2,2,3,12,12,2,6
1,10110,3,3,1,3,12,12,2,6
1,10111,1,1,1,1,55,68,5555,55
1,10111,2,1,2,1,55,64,5555,55
1,10111,3,1,3,1,12,17,9999,77
1,10111,4,1,4,1,0,1,9999,77
1,10112,1,1,1,1,55,63,5555,55
1,10112,2,1,2,1,12,30,9999,77
1,10113,1,1,1,1,55,68,5555,55
1,10113,2,1,2,1,12,12,2,12
1,10113,3,1,3,1,55,64,5555,55
1,10113,4,1,4,1,0,1,9999,77
1,10113,2,2,1,1,12,12,2,12
1,10114,1,1,1,1,55,63,5555,55
1,10114,2,1,2,1,55,69,5555,55
1,10114,3,1,3,1,55,68,5555,55
1,10114,4,1,4,1,55,64,5555,55
1,10114,5,1,5,1,12,53,9999,77
1,10114,6,1,6,1,14,34,9999,77
1,10114,7,1,7,1,0,1,9999,77
1,10114,8,1,8,1,14,42,9999,77
1,10115,1,1,1,1,12,12,2,9
1,10115,1,2,1,1,12,12,2,9
1,10116,1,1,1,1,55,63,5555,55
1,10116,2,1,2,1,12,59,9999,77
1,10116,3,1,3,1,12,42,9999,77
1,10117,1,1,1,1,55,64,5555,55
1,10117,2,1,2,1,12,18,9999,77
1,10117,3,1,3,1,12,8,9999,77
1,10117,4,1,4,1,12,55,2,6
1,10117,4,2,1,1,12,55,2,6
1,10119,1,1,1,2,12,12,1,10
1,10119,1,2,1,2,12,12,1,10
1,10120,1,1,1,2,12,12,1,11
1,10120,3,1,2,1,55,64,5555,55
1,10120,4,1,3,1,12,42,9999,77
1,10120,1,2,1,2,12,12,1,11
1,10120,2,2,2,2,55,65,5555,55
1,10121,1,1,1,1,55,68,5555,55
1,10121,2,1,2,1,12,12,2,12
1,10121,2,2,1,1,12,12,2,12
1,10122,1,1,1,1,55,64,5555,55
1,10122,2,1,2,1,0,1,9999,77
1,10122,3,1,3,1,9,12,2,12
1,10122,3,2,1,1,9,12,2,12
1,10123,1,1,1,1,55,63,5555,55
1,10123,2,1,2,1,12,53,9999,77
1,10123,3,1,3,1,12,30,9999,77
1,10123,4,1,4,1,0,1,9999,77
1,10124,1,1,1,1,55,68,5555,55
1,10124,2,1,2,1,55,64,5555,55
1,10124,3,1,3,1,12,30,9999,77
1,10124,4,1,4,1,55,69,5555,55
1,10124,5,1,5,1,55,68,5555,55
1,10124,6,1,6,1,55,68,5555,55
1,10124,7,1,7,1,55,64,5555,55
1,10124,8,1,8,1,12,30,9999,77
1,10125,1,1,1,1,55,68,5555,55
1,10125,2,1,2,1,55,68,5555,55
1,10125,3,1,3,1,55,63,5555,55
1,10125,4,1,4,1,11,30,9999,77
1,10126,1,1,1,2,12,12,1,12
1,10126,1,2,1,2,12,12,1,12
1,10126,2,2,2,2,55,63,5555,55
1,10126,3,2,3,2,1,14,3,6
1,10126,3,3,1,2,1,14,3,6
1,10127,1,1,1,1,55,64,5555,55
1,10127,2,1,2,1,11,24,9999,77
1,10128,1,1,1,1,55,63,5555,55
1,10128,2,1,2,1,12,34,9999,77
1,10128,3,1,3,1,12,32,9999,77
1,10128,4,1,4,1,0,1,9999,77
1,10129,1,1,1,1,55,64,5555,55
1,10129,2,1,2,1,55,69,5555,55
1,10129,3,1,3,1,0,1,9999,77
1,10130,1,1,1,1,55,63,5555,55
1,10130,2,1,2,1,1,53,9999,77
1,10130,3,1,3,1,55,69,5555,55
1,10130,4,1,4,1,55,68,5555,55
1,10130,5,1,5,1,12,12,2,12
1,10130,5,2,1,1,12,12,2,12
1,10131,1,1,1,1,55,63,5555,55
1,10131,2,1,2,1,55,69,5555,55
1,10131,3,1,3,1,55,68,5555,55
1,10131,4,1,4,1,55,64,5555,55
1,10131,5,1,5,1,98,33,9999,77
1,10131,6,1,6,1,98,33,9999,77
1,10131,7,1,7,1,55,67,5555,55
1,10131,8,1,8,1,3,30,9999,77
1,10131,9,1,9,1,3,30,9999,77
1,10132,1,1,1,1,55,68,5555,55
1,10132,2,1,2,1,55,64,5555,55
1,10132,3,1,3,1,7,32,9999,77
1,10132,4,1,4,1,0,1,9999,77
1,10133,1,1,1,1,55,68,5555,55
1,10133,2,1,2,1,55,64,5555,55
1,10133,3,1,3,1,12,42,9999,77
1,10133,4,1,4,1,12,42,9999,77
1,10134,1,1,1,1,55,64,5555,55
1,10134,2,1,2,1,55,68,5555,55
1,10134,3,1,3,1,10,12,2,12
1,10134,3,2,1,1,10,12,2,12
1,10135,1,1,1,1,55,63,5555,55
1,10135,2,1,2,1,55,69,5555,55
1,10135,3,1,3,1,55,68,5555,55
1,10135,4,1,4,1,55,64,5555,55
1,10135,5,1,5,1,2,53,9999,77
1,10135,6,1,6,1,12,42,9999,77
1,10136,1,1,1,1,55,68,5555,55
1,10136,2,1,2,1,55,64,5555,55
1,10136,3,1,3,1,55,69,5555,55
1,10136,4,1,4,1,55,64,5555,55
1,10136,5,1,5,1,12,35,9999,77
1,10136,6,1,6,1,0,1,9999,77
1,10137,1,1,1,1,55,68,5555,55
1,10137,2,1,2,1,12,12,2,12
1,10137,2,2,1,1,12,12,2,12
1,10138,1,1,1,1,55,64,5555,55
1,10138,2,1,2,1,12,38,9999,77
1,10138,3,1,3,1,0,1,9999,77
1,10139,1,1,1,2,12,12,1,9
1,10139,1,2,1,2,12,12,1,9
1,10140,1,1,1,2,12,12,1,6
1,10140,1,2,1,2,12,12,1,6
1,10141,1,1,1,1,55,68,5555,55
1,10141,2,1,2,1,12,12,2,8
1,10141,3,1,3,1,12,12,3,12
1,10141,2,2,1,1,12,12,2,8
1,10141,3,3,1,1,12,12,3,12
1,10142,1,1,1,1,55,63,5555,55
1,10142,2,1,2,1,12,42,9999,77
1,10142,3,1,3,1,3,42,9999,77
1,10142,4,1,4,1,0,2,9999,77
1,10143,1,1,1,1,55,68,5555,55
1,10143,2,1,2,1,12,12,2,12
1,10143,2,2,1,1,12,12,2,12
1,10143,3,2,2,3,12,12,2,12
1,10143,3,3,1,3,12,12,2,12
1,10144,1,1,1,1,55,64,5555,55
1,10144,2,1,2,1,55,65,5555,55
1,10144,3,1,3,1,3,12,2,12
1,10144,4,1,4,1,55,64,5555,55
1,10144,6,1,5,1,0,2,9999,77
1,10144,3,2,1,1,3,12,2,12
1,10144,5,2,2,2,55,63,5555,55
1,10144,7,2,3,2,0,2,9999,77
1,10145,1,1,1,2,12,12,1,2
1,10145,1,2,1,2,12,12,1,2
1,10146,1,1,1,1,11,12,2,12
1,10146,1,2,1,1,11,12,2,12
1,10147,1,1,1,1,55,68,5555,55
1,10147,2,1,2,1,55,64,5555,55
1,10147,3,1,3,1,55,67,5555,55
1,10147,4,1,4,1,0,1,9999,77
1,10147,5,1,5,1,13,42,9999,77
1,10148,1,1,1,2,12,12,1,2
1,10148,1,2,1,2,12,12,1,2
1,10149,1,1,1,1,12,12,2,6
1,10149,1,2,1,1,12,12,2,6
1,10149,2,2,2,2,55,63,5555,55
1,10149,3,2,3,2,98,53,9999,77
1,10150,1,1,1,1,12,8,9999,77
1,10151,1,1,1,1,55,63,5555,55
1,10151,2,1,2,1,12,34,9999,77
1,10151,3,1,3,1,0,1,9999,77
1,10152,1,1,1,1,55,68,5555,55
1,10152,2,1,2,1,12,12,2,12
1,10152,3,1,3,3,12,12,1,98
1,10152,2,2,1,1,12,12,2,12
1,10152,4,2,2,2,55,63,5555,55
1,10152,5,2,3,2,98,34,9999,77
1,10152,6,2,4,2,0,1,9999,77
1,10152,3,3,1,3,12,12,1,98
1,10153,1,1,1,1,12,9,9999,77
1,10154,1,1,1,1,12,12,2,6
1,10154,4,1,2,1,12,12,4,6
1,10154,1,2,1,1,12,12,2,6
1,10154,2,2,2,2,55,68,5555,55
1,10154,3,2,3,2,12,12,3,12
1,10154,3,3,1,2,12,12,3,12
1,10154,4,4,1,1,12,12,4,6
1,10154,5,4,2,4,12,12,5,6
1,10154,5,5,1,4,12,12,5,6
1,10154,6,5,2,5,12,12,6,6
1,10154,6,6,1,5,12,12,6,6
1,10155,1,1,1,2,12,12,1,12
1,10155,1,2,1,2,12,12,1,12
1,10156,1,1,1,1,55,68,5555,55
1,10156,2,1,2,1,55,64,5555,55
1,10156,3,1,3,1,2,34,9999,77
1,10156,4,1,4,1,0,1,9999,77
1,10157,1,1,1,1,12,8,9999,77
1,10157,2,2,1,2,14,8,9999,77
1,10158,1,1,1,1,55,63,5555,55
1,10158,2,1,2,1,12,32,9999,77
1,10158,3,1,3,1,12,42,9999,77
1,10159,1,1,1,1,12,9,9999,77
1,10160,1,1,1,1,12,12,2,12
1,10160,1,2,1,1,12,12,2,12
1,10161,1,1,1,1,55,63,5555,55
1,10161,2,1,2,1,12,42,9999,77
1,10162,1,1,1,1,12,12,2,12
1,10162,1,2,1,1,12,12,2,12
1,10163,1,1,1,1,55,63,5555,55
1,10163,2,1,2,1,55,69,5555,55
1,10163,3,1,3,1,55,68,5555,55
1,10163,4,1,4,1,55,64,5555,55
1,10163,5,1,5,1,12,34,9999,77
1,10163,6,1,6,1,0,1,9999,77
1,10164,1,1,1,1,55,68,5555,55
1,10164,2,1,2,1,55,64,5555,55
1,10164,3,1,3,1,12,42,9999,77
1,10165,1,1,1,1,55,64,5555,55
1,10165,2,1,2,1,55,69,5555,55
1,10165,3,1,3,1,0,1,9999,77
1,10165,4,1,4,1,55,63,5555,55
1,10165,5,1,5,1,11,24,9999,77
1,10166,1,1,1,1,12,12,2,9
1,10166,1,2,1,1,12,12,2,9
1,10167,1,1,1,1,55,63,5555,55
1,10167,2,1,2,1,55,69,5555,55
1,10167,3,1,3,1,55,64,5555,55
1,10167,4,1,4,1,55,65,5555,55
1,10167,5,1,5,1,55,67,5555,55
1,10167,6,1,6,1,0,1,9999,77
1,10167,7,1,7,1,6,12,2,12
1,10167,7,2,1,1,6,12,2,12
1,10168,1,1,1,2,12,12,1,2
1,10168,2,1,2,1,55,68,5555,55
1,10168,3,1,3,1,12,12,3,12
1,10168,1,2,1,2,12,12,1,2
1,10168,3,3,1,1,12,12,3,12
1,10169,1,1,1,1,55,63,5555,55
1,10169,2,1,2,1,12,42,9999,77
1,10170,1,1,1,1,9,12,2,2
1,10170,1,2,1,1,9,12,2,2
1,10170,2,2,2,2,55,64,5555,55
1,10170,3,2,3,2,12,34,9999,77
1,10170,4,2,4,2,0,1,9999,77
1,10170,5,2,5,2,12,42,9999,77
