ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10357,0,0,0,0,0,0,0,0,0,0
10358,0,0,0,0,0,0,0,0,0,0
10359,0,0,14,0,0,0,0,0,0,0
10360,0,0,0,0,0,0,0,0,0,0
10361,0,0,0,0,0,0,0,0,0,0
10362,0,0,0,0,0,0,0,0,0,0
10363,26,18,22,0,0,0,0,0,0,0
10364,0,0,0,0,0,0,0,0,0,0
10365,0,0,0,0,0,0,0,0,0,0
10366,6,6,6,6,6,6,6,6,6,6
10367,0,0,0,0,0,0,0,0,0,0
10368,21,21,21,21,21,21,21,21,21,21
10369,0,0,0,0,0,0,0,0,0,0
10370,0,0,0,0,0,0,0,0,0,0
10371,0,0,0,0,0,0,0,0,0,0
10372,17,20,45,9,26,18,20,16,20,20
10373,14,14,14,14,14,14,14,14,14,14
10374,32,0,9,14,18,21,10,19,6,24
10375,0,0,0,0,0,0,0,0,0,0
10376,19,0,0,0,0,0,0,0,0,0
10377,0,0,0,0,0,0,0,0,0,0
10378,0,0,0,22,18,0,23,0,12,0
10379,4,4,4,4,4,4,4,4,4,4
10380,0,0,0,6,0,0,4,0,28,23
10381,0,0,0,0,0,0,0,0,0,0
10382,0,0,0,0,0,0,0,0,0,0
10383,0,0,0,25,0,0,0,13,0,0
10384,2,2,2,2,2,2,2,2,2,2
10385,0,0,0,0,0,0,0,0,0,0
10386,0,0,0,0,0,0,0,0,0,0
10387,5,5,5,5,5,5,5,5,5,5
10388,0,0,0,0,0,0,0,0,0,0
10389,8,8,8,8,8,8,8,8,8,8
10390,0,0,0,10,0,0,0,0,0,0
10391,27,27,27,27,27,27,27,27,27,27
10392,0,0,0,0,0,0,0,0,0,0
10393,6,6,6,6,6,6,6,6,6,6
10394,13,13,13,13,13,13,13,13,13,13
10395,12,0,0,24,28,8,0,0,14,53
10396,23,26,31,0,13,21,0,0,0,0
10397,6,6,6,6,6,6,6,6,6,6
10398,11,11,11,11,11,11,11,11,11,11
10399,21,21,21,21,21,21,21,21,21,21
10400,3,3,3,21,3,3,3,3,12,10
10401,0,0,12,0,0,0,0,0,0,0
10402,0,0,0,0,0,0,0,0,0,0
10403,0,10,0,0,0,0,0,0,0,0
10404,0,0,0,0,0,0,0,0,0,0
10405,0,0,0,0,0,0,0,0,0,0
10406,0,0,24,0,0,0,0,0,0,0
10407,22,22,22,22,22,22,22,22,22,22
10408,0,0,0,0,0,0,0,0,0,0
10409,23,23,23,23,23,23,23,23,23,23
10410,0,0,0,0,0,0,0,0,0,0
10411,0,0,0,0,0,0,0,0,0,0
10412,22,22,22,22,22,22,22,22,22,22
10413,9,9,15,23,0,15,0,25,0,0
10414,10,0,0,0,25,0,17,23,11,0
10415,25,25,25,25,25,25,25,25,25,25
10416,21,21,21,21,21,21,21,21,21,21
10417,0,0,0,0,0,0,0,0,0,0
10418,4,0,10,0,8,0,20,0,0,0
10419,0,17,0,0,24,20,0,4,0,0
10420,2,2,2,2,2,2,2,2,2,2
10421,0,0,0,0,0,0,0,0,0,0
10422,35,35,35,35,35,35,35,35,35,35
10424,0,0,0,0,0,0,0,0,0,0
10425,0,0,0,0,0,0,0,0,0,0
10426,0,0,0,0,0,0,0,0,0,0
10427,12,12,12,12,12,12,12,12,12,12
10428,0,0,0,0,0,0,0,0,0,0
10429,11,11,11,11,11,11,11,11,11,11
10430,16,16,16,16,16,16,16,16,16,16
10431,0,23,0,0,23,0,0,0,0,0
10432,0,0,0,0,0,0,0,0,0,0
10433,0,0,0,0,0,0,0,0,0,0
10434,0,0,0,0,0,0,0,0,0,0
10435,15,15,15,15,15,15,15,15,15,15
10436,0,0,0,0,0,0,0,0,0,0
10437,20,48,19,3,16,24,23,11,10,20
10438,0,0,0,9,0,0,0,0,0,0
10439,0,0,0,0,0,0,0,0,0,0
10440,13,13,13,13,13,13,13,13,13,13
10441,0,0,0,0,0,0,0,0,0,0
10442,0,0,20,0,0,0,0,0,10,19
10443,0,0,0,0,0,0,0,0,0,0
10444,0,0,0,0,0,3,0,0,0,0
10445,32,25,20,0,18,0,11,12,0,14
10446,0,0,0,0,0,0,0,0,0,0
10447,0,0,0,0,0,0,0,0,0,0
10448,0,0,0,0,0,0,0,0,0,0
10449,0,0,0,0,0,0,0,0,0,0
10450,18,18,18,18,18,18,18,18,18,18
10451,0,0,0,0,0,0,0,0,0,0
10452,0,0,0,0,0,0,0,0,10,0
10453,16,16,16,16,16,16,16,16,16,16
10454,0,0,0,0,0,0,14,0,0,0
10455,3,0,0,10,9,0,22,3,17,0
10456,0,0,0,0,12,31,0,21,0,0
10457,0,0,0,12,0,0,0,0,0,0
10458,0,0,0,0,27,0,0,0,0,0
10459,0,0,30,0,0,0,0,7,0,17
10460,1,1,1,1,1,1,1,1,1,1
10461,0,0,0,31,0,0,22,0,26,20
10462,15,0,9,0,28,0,0,0,0,16
10463,0,0,0,0,0,0,0,0,0,0
10465,26,25,0,24,24,18,24,13,0,28
10466,0,0,0,0,0,0,0,0,0,0
10467,0,0,0,0,0,0,0,28,0,0
10468,0,0,0,0,0,0,0,0,0,0
10469,0,0,0,0,0,0,0,0,0,0
10470,0,0,0,0,0,0,0,0,0,0
10471,0,0,0,0,0,0,0,0,0,24
10472,0,0,14,0,0,0,0,0,0,0
10473,22,22,22,22,22,22,22,22,22,22
10474,9,9,9,9,9,9,9,9,9,9
10475,4,4,4,4,4,4,4,4,4,4
10476,6,15,6,6,31,6,20,24,11,29
10477,0,0,0,0,0,0,0,0,0,0
10478,13,13,13,13,13,13,13,13,13,13
10479,11,11,11,11,11,11,11,11,11,11
10480,0,0,0,0,0,0,0,0,0,0
10481,0,0,0,0,0,0,0,0,0,0
10482,0,0,0,0,0,0,0,0,0,0
10483,0,0,0,0,0,0,0,0,0,0
10484,0,0,0,0,21,0,0,0,0,0
10485,0,24,0,16,0,9,12,0,0,0
10486,0,0,0,0,0,0,0,0,0,0
10487,20,20,20,20,20,20,20,20,20,20
10488,0,0,11,0,0,0,0,0,0,0
10489,0,0,0,0,0,0,0,0,0,0
10490,8,0,0,13,0,0,5,0,0,12
10491,0,0,0,0,0,0,0,0,39,0
10492,0,0,0,0,0,0,0,0,0,0
10493,0,0,0,0,0,0,0,0,0,0
10494,0,0,0,0,0,0,0,0,0,0
10495,18,18,18,18,18,18,18,18,18,18
10496,0,10,0,10,0,0,0,0,0,0
10497,20,20,20,20,20,20,20,20,20,20
10498,0,0,0,0,0,0,0,0,0,16
10499,31,0,0,0,0,0,0,0,24,0
10500,0,13,0,0,0,8,0,0,8,16
10501,0,0,0,0,0,0,0,0,8,0
10502,30,25,37,17,22,11,8,54,21,5
10503,25,26,15,6,4,0,0,18,28,26
10504,0,0,0,14,0,0,0,7,20,6
10505,0,0,0,0,0,0,0,0,0,0
10506,27,27,27,27,27,27,27,27,27,27
10507,17,17,17,17,17,17,17,17,17,17
10508,1,1,1,1,1,1,1,1,1,1
10509,24,24,24,24,24,24,24,24,24,24
10510,35,35,35,35,35,35,35,35,35,35
10511,0,14,0,0,8,24,13,23,0,0
10512,19,15,0,23,8,26,23,22,14,6
10513,0,0,0,0,0,0,0,0,0,0
10514,21,0,16,7,12,11,37,0,12,7
10515,0,0,5,0,0,0,0,0,0,0
10516,8,8,8,8,8,8,8,8,8,8
10517,0,0,0,0,17,9,0,3,0,7
10518,14,14,14,14,14,14,14,14,14,14
10519,0,0,0,0,0,0,0,0,0,0
10520,20,20,20,20,20,20,20,20,20,20
10521,16,10,0,13,11,20,0,21,22,19
10522,0,0,0,0,0,0,0,0,0,0
10523,0,0,0,0,0,0,0,0,0,0
10524,19,19,19,19,19,19,19,19,19,19
10525,0,0,0,11,29,13,15,22,0,13
10526,0,0,0,0,0,0,0,0,0,0
10527,0,0,0,0,0,0,0,0,0,0
10528,0,0,0,0,0,0,0,0,0,0
10529,22,22,22,22,22,22,22,22,22,22
10530,21,21,21,21,21,21,21,21,21,21
10531,9,9,9,9,9,9,9,9,9,9
10532,0,0,0,0,0,0,0,0,0,0
10533,0,0,0,0,0,0,0,0,0,0
10534,7,7,7,7,9,7,7,26,7,7
10535,14,0,0,0,0,0,0,0,0,0
10536,0,0,0,0,0,0,0,0,8,0
10537,8,8,8,8,8,8,8,8,8,8
10538,0,0,0,0,0,0,0,0,0,0
10539,18,18,18,18,18,18,18,18,18,18
10540,0,0,22,0,0,0,0,25,10,0
10541,27,16,23,18,10,42,19,20,26,7
10542,0,0,0,0,0,0,0,0,0,0
10543,0,0,0,0,0,0,0,0,0,0
10544,0,0,0,0,0,0,0,0,0,0
10545,14,14,14,14,14,14,14,14,14,14
10546,0,0,0,0,0,0,0,21,0,0
10547,0,0,0,0,0,0,0,0,0,0
10548,0,0,0,5,22,0,0,22,0,21
10549,0,0,10,0,0,0,0,0,0,0
10550,0,0,0,0,0,0,0,0,0,0
10551,0,0,0,0,0,0,28,0,0,0
10552,0,0,0,0,0,0,0,0,0,0
10553,0,17,0,0,0,0,0,0,0,11
10554,0,0,0,0,0,0,0,0,0,0
10555,7,7,7,7,7,7,7,7,7,7
10556,19,19,19,19,19,19,19,19,19,19
10557,13,13,13,13,13,13,13,13,13,13
10558,0,16,14,37,6,10,29,23,0,0
10559,24,24,24,24,24,24,24,24,24,24
10560,0,0,0,0,0,0,0,0,0,0
10561,0,0,0,0,0,0,0,0,0,0
10562,15,15,15,15,15,15,17,15,15,15
10563,0,0,0,0,0,0,0,0,0,0
10564,0,0,0,0,0,0,0,0,0,0
10565,0,0,0,0,0,0,0,0,0,0
10566,0,0,0,0,0,0,0,0,0,0
10567,0,0,0,0,0,0,0,0,0,0
10568,0,0,0,0,0,0,0,0,0,0
10569,26,26,26,26,26,26,26,26,26,26
10570,0,0,0,0,0,0,0,0,0,0
10571,0,7,0,0,9,0,0,0,0,0
10572,0,0,0,0,0,0,0,0,0,0
10573,0,0,0,0,0,0,0,0,0,0
10574,17,17,17,17,17,17,29,17,17,17
10575,0,18,0,0,0,32,0,0,0,0
10576,0,0,0,0,0,0,0,0,0,0
10577,16,16,16,16,16,16,16,16,16,16
10578,15,15,15,15,15,15,15,15,15,15
10579,0,0,0,0,0,0,0,0,0,0
10580,30,30,30,30,30,30,30,30,30,30
10581,0,0,13,0,21,15,12,21,0,18
10582,0,0,0,0,0,0,0,0,0,0
10583,25,23,17,11,22,19,13,25,23,10
10584,19,19,19,19,19,19,19,19,19,19
10585,16,16,16,16,16,16,16,16,16,16
10586,0,0,0,0,0,0,0,0,18,0
10587,9,9,9,9,9,9,9,9,9,9
10588,0,0,0,0,0,0,0,15,28,12
10589,0,0,9,33,0,19,0,11,0,0
10590,30,30,30,30,30,30,30,30,30,30
10591,22,22,22,22,22,22,22,22,22,22
10592,0,0,0,0,0,18,0,0,0,0
10593,22,16,20,16,5,15,10,23,23,23
10594,22,22,22,22,22,22,22,22,22,22
10595,0,0,0,0,0,0,0,0,0,0
10596,0,9,0,13,0,0,0,0,0,0
10597,0,0,0,0,0,0,29,0,0,0
10598,5,5,5,5,5,5,5,5,5,5
10599,0,0,0,0,0,0,0,0,0,0
10600,0,0,0,0,0,0,0,0,0,0
10601,0,13,12,19,15,6,15,0,0,11
10602,0,0,0,0,0,0,0,0,0,0
10603,0,0,0,0,0,0,0,0,0,0
10604,0,0,0,0,0,0,0,0,0,25
10605,0,0,0,0,0,0,0,0,0,0
10606,0,0,0,0,0,0,17,0,12,36
10607,0,0,0,0,0,0,0,0,0,0
10608,4,4,4,4,4,4,4,4,4,4
