STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
4,40176,4,3,0,26,3,8,10,12,6,3,0,4,6,42,421,42421,15,2010,4JGBF2FE7AA5,4,J,G,B,F,2,F,E,7,A,A,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,8,8,18,0,0,0,0
4,40176,5,3,0,26,3,8,10,12,6,3,0,4,6,12,481,12481,31,2007,1FTPW14VX7FB,1,F,T,P,W,1,4,V,X,7,F,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,8,8,18,0,0,0,0
4,40178,3,2,0,28,3,16,13,12,6,3,0,4,6,20,2,20002,4,2000,2G1WH55K6Y92,2,G,1,W,H,5,5,K,6,Y,9,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
4,40178,4,2,0,28,3,16,13,12,6,3,0,4,6,49,472,49472,30,1999,4TANL42N5XZ5,4,T,A,N,L,4,2,N,5,X,Z,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
4,40259,3,2,0,25,5,5,51,12,6,3,0,4,6,2,404,2404,14,1997,1J4FJ68S5VL5,1,J,4,F,J,6,8,S,5,V,L,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,2,5,18,0,0,0,0
4,40266,2,1,2,30,5,0,43,14,0,2,0,4,6,21,17,21017,4,1989,2G3AM51N2K23,2,G,3,A,M,5,1,N,2,K,2,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
4,40292,2,1,0,18,6,5,53,9,0,2,0,4,6,12,481,12481,31,1988,2FTHF25H8JCA,2,F,T,H,F,2,5,H,8,J,C,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
4,40292,3,1,0,18,6,5,53,9,0,2,0,4,6,7,25,7025,5,2010,1B3CB4HA6AD6,1,B,3,C,B,4,H,A,6,A,D,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,14,0,0,0,0
4,40339,4,3,0,5,6,17,50,12,6,3,0,4,6,22,20,22020,2,1991,1G2WJ14T2MF2,1,G,2,W,J,1,4,T,2,M,F,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,2,5,12,0,0,0,0
4,40339,5,3,0,5,6,17,50,12,6,3,0,4,6,35,401,35401,14,1995,JN8HD17S6SW0,J,N,8,H,D,1,7,S,6,S,W,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,4,5,12,0,0,0,0
4,40354,3,2,1,12,7,7,41,12,6,2,0,4,6,12,37,12037,5,2013,1FADP3K22DL2,1,F,A,D,P,3,K,2,2,D,L,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
4,40460,2,1,2,17,9,3,10,14,0,2,0,4,6,12,401,12401,14,2013,1FM5K8AR2DGC,1,F,M,5,K,8,A,R,2,D,G,C,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,5,2,0,6,6,2,12,0,0,0,0
4,40681,2,1,1,12,12,4,48,14,0,2,0,99,6,84,881,84881,66,2009,2HSCUAPR99C1,2,H,S,C,U,A,P,R,9,9,C,1,1,57,2376854,572376854,3,6,1,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
4,40715,2,1,0,14,12,8,1,8,0,2,0,4,6,35,471,35471,30,1986,JN6ND01Y6GW1,J,N,6,N,D,0,1,Y,6,G,W,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,6,2,12,0,0,0,0
5,50012,2,1,0,12,1,20,22,33,0,3,0,31,6,51,884,51884,66,2013,4V4NC9EH1DN5,4,V,4,N,C,9,E,H,1,D,N,5,1,57,306223NE,57306223NE,3,6,1,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
5,50078,3,2,0,31,3,14,26,12,6,3,0,5,6,12,17,12017,4,2006,1FAHP53U16A1,1,F,A,H,P,5,3,U,1,6,A,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,6,2,12,0,0,0,0
5,50078,4,2,0,31,3,14,26,12,6,3,0,5,6,20,2,20002,4,2002,2G1WH55K2291,2,G,1,W,H,5,5,K,2,2,9,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,6,2,12,0,0,0,0
5,50078,5,2,0,31,3,14,26,12,6,3,0,5,6,7,482,7482,31,2010,1D7RV1GP2AS1,1,D,7,R,V,1,G,P,2,A,S,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,4,5,12,0,0,0,0
5,50152,3,2,0,2,6,15,11,72,0,3,0,5,6,20,481,20481,31,2002,1GCHK29152E2,1,G,C,H,K,2,9,1,5,2,E,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,4,5,18,0,0,0,0
5,50152,4,2,0,2,6,15,11,72,0,3,0,5,6,12,481,12481,31,2004,1FTNW20L14EC,1,F,T,N,W,2,0,L,1,4,E,C,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,3,18,0,0,0,0
5,50215,1,1,1,12,7,4,38,14,0,2,0,18,6,82,884,82884,66,2013,3AKJGLBG0ESF,3,A,K,J,G,L,B,G,0,E,S,F,1,57,54283IN,5754283IN,3,6,1,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
6,60029,2,1,0,4,1,23,43,14,0,2,0,6,6,20,481,20481,31,2003,2GCEC19V4312,2,G,C,E,C,1,9,V,4,3,1,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,60029,3,1,0,4,1,23,43,14,0,2,0,6,6,13,12,13012,4,2002,1LNHM86S82Y6,1,L,N,H,M,8,6,S,8,2,Y,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,14,0,0,0,0
6,60031,3,2,0,15,1,0,20,12,6,2,0,6,6,35,47,35047,4,2005,1N4AL11D75C1,1,N,4,A,L,1,1,D,7,5,C,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,4,8,12,0,0,0,0
6,60101,2,1,0,19,1,23,11,44,0,3,0,6,6,38,401,38401,14,2001,JACDS58X517J,J,A,C,D,S,5,8,X,5,1,7,J,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,5,12,0,0,0,0
6,60128,2,1,0,20,1,7,20,14,0,2,0,6,6,12,13,12013,3,1995,1FASP11J2SW3,1,F,A,S,P,1,1,J,2,S,W,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,5,12,0,0,0,0
6,60128,3,1,0,20,1,7,20,14,0,2,0,6,6,37,32,37032,2,2000,1HDEJ8244YL0,1,H,D,E,J,8,2,4,4,Y,L,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
6,60136,2,1,0,17,1,22,51,33,0,2,0,6,6,35,43,35043,4,2010,3N1AB6AP7AL6,3,N,1,A,B,6,A,P,7,A,L,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,2,5,12,0,0,0,0
6,60140,2,1,0,20,1,19,57,14,0,2,0,93,6,82,881,82881,66,2001,1FUJBBCG21LH,1,F,U,J,B,B,C,G,2,1,L,H,1,57,1325231,571325231,3,6,1,1,0,0,0,0,0,0,0,0,11,6,2,12,0,0,0,0
6,60150,2,1,0,17,1,21,38,14,0,2,0,6,6,84,881,84881,62,2000,1HTSCABM9YH2,1,H,T,S,C,A,B,M,9,Y,H,2,0,6,309170,06309170,2,1,1,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
6,60152,2,1,0,17,1,11,28,14,0,2,0,6,6,82,881,82881,66,2001,1FUY0SZBX1LH,1,F,U,Y,0,S,Z,B,X,1,L,H,1,57,2052191,572052191,3,6,1,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
6,60203,2,1,0,4,2,19,20,58,0,2,0,6,6,58,37,58037,2,2005,JNKCV54E75M4,J,N,K,C,V,5,4,E,7,5,M,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
6,60203,3,1,0,4,2,19,20,58,0,2,0,6,6,20,441,20441,20,1991,1GNDM15Z0MB1,1,G,N,D,M,1,5,Z,0,M,B,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
6,60203,4,1,0,4,2,19,20,58,0,2,0,6,6,35,47,35047,4,2005,1N4BL11D95C2,1,N,4,B,L,1,1,D,9,5,C,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
6,60203,5,1,0,4,2,19,20,58,0,2,0,6,6,7,442,7442,20,1999,2B4GP24G4XR3,2,B,4,G,P,2,4,G,4,X,R,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,4,5,12,0,0,0,0
6,60203,6,1,1,4,2,19,20,58,0,2,0,6,6,12,3,12003,2,2006,1ZVFT80N3652,1,Z,V,F,T,8,0,N,3,6,5,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
6,60203,7,1,0,4,2,19,20,58,0,2,0,6,6,41,471,41471,30,1984,JM2UC1215E08,J,M,2,U,C,1,2,1,5,E,0,8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
6,60203,8,1,0,4,2,19,20,58,0,2,0,6,6,37,441,37441,20,2012,5FNRL5H65CB1,5,F,N,R,L,5,H,6,5,C,B,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,5,12,0,0,0,0
6,60218,2,1,0,6,2,16,59,8,0,2,0,6,6,59,32,59032,4,2001,JTHBN30F4100,J,T,H,B,N,3,0,F,4,1,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,83,4,3,12,0,0,0,0
6,60225,2,1,1,30,1,4,0,14,0,2,0,18,6,51,881,51881,66,2009,4V4NC9TG49N2,4,V,4,N,C,9,T,G,4,9,N,2,1,57,054283,57054283,3,6,1,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
6,60257,2,1,0,15,2,15,22,14,0,2,0,92,6,42,47,42047,2,2002,WDBLJ70G52T1,W,D,B,L,J,7,0,G,5,2,T,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,5,12,0,0,0,0
6,60257,3,1,0,15,2,15,22,14,0,3,0,92,6,12,471,12471,30,2010,1FTKR1AD0APA,1,F,T,K,R,1,A,D,0,A,P,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,5,12,0,0,0,0
6,60259,2,1,0,17,2,20,51,8,0,2,0,6,6,41,471,41471,30,2004,4F4YR16D34TM,4,F,4,Y,R,1,6,D,3,4,T,M,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,0,5,12,0,0,0,0
6,60271,2,1,0,16,2,2,20,14,0,2,0,92,6,86,881,86881,62,2010,1M1AW02Y0AN0,1,M,1,A,W,0,2,Y,0,A,N,0,0,57,1813769,571813769,2,2,96,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0
6,60315,3,2,0,22,2,16,55,44,0,2,0,6,6,20,421,20421,15,1999,1GNEC13R8XJ5,1,G,N,E,C,1,3,R,8,X,J,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,0,0
6,60370,2,1,0,9,3,22,7,14,0,2,0,6,6,55,35,55035,4,2011,5NPEB4AC4BH0,5,N,P,E,B,4,A,C,4,B,H,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,60370,3,1,0,9,3,22,7,14,0,2,0,6,6,35,443,35443,20,1994,4N2DN11WXRD8,4,N,2,D,N,1,1,W,X,R,D,8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,5,12,0,0,0,0
6,60370,4,1,0,9,3,22,7,14,0,2,0,6,6,49,40,49040,4,1998,JT2BG22K6W02,J,T,2,B,G,2,2,K,6,W,0,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,5,12,0,0,0,0
6,60379,2,1,0,19,3,14,50,14,0,2,0,6,6,23,401,23401,14,1998,1GKDT13W4W29,1,G,K,D,T,1,3,W,4,W,2,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,5,12,0,0,0,0
6,60402,2,1,0,22,3,0,55,8,0,2,0,6,6,59,401,59401,14,2003,JTJHF10U5302,J,T,J,H,F,1,0,U,5,3,0,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,0,5,12,0,0,0,0
6,60415,2,1,0,23,3,5,0,7,0,2,0,6,6,54,35,54035,4,2002,19UUA56642A0,1,9,U,U,A,5,6,6,4,2,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,60434,2,1,0,23,3,19,40,35,0,3,0,6,6,12,481,12481,31,1994,1FTEX15Y4RKA,1,F,T,E,X,1,5,Y,4,R,K,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,6,5,12,0,0,0,0
6,60480,2,1,0,5,4,18,40,35,0,3,0,6,6,49,53,49053,5,2013,4T3BK3BB1DU0,4,T,3,B,K,3,B,B,1,D,U,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,2,5,12,0,0,0,0
6,60498,2,1,0,31,1,11,5,14,0,2,0,6,6,2,403,2403,14,1992,2J4FY19P3NJ5,2,J,4,F,Y,1,9,P,3,N,J,5,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,60565,3,2,0,19,4,0,45,12,6,2,0,6,6,49,404,49404,14,2007,JTEBU11F9700,J,T,E,B,U,1,1,F,9,7,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,2,5,12,0,0,0,0
6,60569,2,1,0,27,1,16,19,14,0,2,0,6,6,49,40,49040,4,2003,JTDBE32K9301,J,T,D,B,E,3,2,K,9,3,0,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,4,5,12,0,0,0,0
6,60569,3,1,0,27,1,16,19,14,0,2,0,6,6,20,421,20421,15,2000,1GNEC13R4YR2,1,G,N,E,C,1,3,R,4,Y,R,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,4,5,12,0,0,0,0
6,60572,2,1,0,8,3,0,0,8,0,2,0,6,6,38,421,38421,15,2004,4NUES16S4467,4,N,U,E,S,1,6,S,4,4,6,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,4,3,12,0,0,0,0
6,60572,3,1,0,8,3,0,0,8,0,2,0,15,6,7,482,7482,31,2004,1D7HA18N04J2,1,D,7,H,A,1,8,N,0,4,J,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,3,12,0,0,0,0
6,60572,4,1,0,8,3,0,0,8,0,2,0,6,6,35,47,35047,4,2013,1N4AL3AP9DN4,1,N,4,A,L,3,A,P,9,D,N,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,3,12,0,0,0,0
6,60574,2,2,3,21,4,15,28,14,0,2,0,6,6,41,52,41052,6,2007,JM1CR29L5701,J,M,1,C,R,2,9,L,5,7,0,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
6,60578,2,1,1,12,4,2,26,14,0,2,0,6,6,9,38,9038,4,1997,3P3ES47C1VT5,3,P,3,E,S,4,7,C,1,V,T,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
6,60627,2,1,0,15,4,10,6,15,0,2,0,6,6,49,401,49401,14,1991,JT3VN39W5M00,J,T,3,V,N,3,9,W,5,M,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,15,0,0,0,0
6,60643,2,1,0,24,4,23,42,33,0,2,0,6,6,35,461,35461,22,2013,1N6BF0KY5DN1,1,N,6,B,F,0,K,Y,5,D,N,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,33,0,0,0,0
6,60682,2,1,0,1,5,1,32,14,0,2,0,28,6,82,881,82881,66,2013,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
6,60724,2,1,2,4,5,5,12,14,0,2,0,6,6,87,881,87881,63,1987,1XPCDB9X2HN2,1,X,P,C,D,B,9,X,2,H,N,2,5,6,0138290,060138290,3,2,12,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
6,60750,2,1,0,13,5,16,3,8,0,2,0,6,6,19,3,19003,2,1969,J9272687,J,9,2,7,2,6,8,7,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,3,12,0,0,0,0
6,60752,2,1,2,7,5,5,13,14,0,2,0,6,6,13,421,13421,15,1998,5LMRU27L2WLJ,5,L,M,R,U,2,7,L,2,W,L,J,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
6,60757,3,2,0,8,5,9,25,12,6,2,0,6,6,49,402,49402,14,2014,2T3ZFREV7EW0,2,T,3,Z,F,R,E,V,7,E,W,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,3,12,0,0,0,0
6,60786,2,1,2,22,5,15,10,14,0,2,0,6,6,23,421,23421,15,1996,1GKEK13R3TJ7,1,G,K,E,K,1,3,R,3,T,J,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,60791,2,1,0,16,5,1,15,14,0,2,0,6,6,37,31,37031,4,2014,19XFB2F50EE2,1,9,X,F,B,2,F,5,0,E,E,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,4,5,12,0,0,0,0
6,60791,3,1,0,16,5,1,15,14,0,2,0,6,6,41,37,41037,4,1999,1YVGF22C2X58,1,Y,V,G,F,2,2,C,2,X,5,8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,4,5,12,0,0,0,0
6,60822,2,1,0,23,5,17,59,14,0,2,0,6,6,86,881,86881,66,2013,1M1AW09Y3DM0,1,M,1,A,W,0,9,Y,3,D,M,0,0,77,777777777,77777777777,3,5,96,1,0,0,0,0,0,0,0,0,61,4,5,12,0,0,0,0
6,60895,2,1,0,10,6,2,8,14,0,2,0,6,6,12,881,12881,61,2005,1FDXF46PX5EC,1,F,D,X,F,4,6,P,X,5,E,C,0,6,60724,0660724,2,1,3,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
6,60920,2,1,0,13,6,2,0,14,0,2,0,6,6,87,881,87881,66,1996,1XP5D69X5TN4,1,X,P,5,D,6,9,X,5,T,N,4,1,57,2301329,572301329,3,6,1,1,0,0,0,0,0,0,0,0,6,6,5,12,0,0,0,0
6,60935,3,2,6,13,6,8,22,12,6,2,0,6,6,92,981,92981,52,2009,15GGD2716911,1,5,G,G,D,2,7,1,6,9,1,1,0,77,777777777,77777777777,3,21,22,1,0,0,0,0,6,3,0,0,6,2,3,12,0,0,0,0
6,60977,2,1,0,27,6,2,10,42,0,2,0,6,6,32,43,32043,4,2003,WAUJC68E43A1,W,A,U,J,C,6,8,E,4,3,A,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
6,60983,2,1,0,29,6,1,25,14,0,2,0,6,6,12,481,12481,31,2004,1FTNW21P94EB,1,F,T,N,W,2,1,P,9,4,E,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
6,61035,2,1,0,23,3,6,35,59,0,3,0,6,6,49,401,49401,14,2004,JTEBT14R5400,J,T,E,B,T,1,4,R,5,4,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,2,5,12,0,0,0,0
6,61060,2,1,1,11,6,3,15,14,0,2,0,6,6,59,31,59031,4,2012,JTHBK1EG3C24,J,T,H,B,K,1,E,G,3,C,2,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,61122,2,1,0,13,7,3,19,33,0,2,0,6,6,23,401,23401,14,1996,1GKCS13W1T25,1,G,K,C,S,1,3,W,1,T,2,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,2,5,12,0,0,0,0
6,61132,2,1,0,23,6,2,44,59,0,2,0,6,6,30,402,30402,14,2012,WVGAV7AX8CW0,W,V,G,A,V,7,A,X,8,C,W,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,12,0,0,0,0
6,61160,3,2,0,17,7,15,55,12,6,2,0,6,6,23,431,23431,16,2001,1GKEC16T41J3,1,G,K,E,C,1,6,T,4,1,J,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,82,4,5,12,0,0,0,0
6,61183,3,2,0,15,7,12,20,12,2,2,0,6,6,54,32,54032,4,1990,JH4KA4673LC0,J,H,4,K,A,4,6,7,3,L,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
6,61183,4,2,0,15,7,12,20,12,2,2,0,6,6,12,481,12481,31,2013,1FTMF1CM8DKE,1,F,T,M,F,1,C,M,8,D,K,E,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
6,61189,2,1,0,12,7,17,40,14,0,2,0,6,6,12,471,12471,30,2010,1FTKR1ADXAPA,1,F,T,K,R,1,A,D,X,A,P,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,4,5,12,0,0,0,0
6,61228,2,1,0,26,7,2,17,14,0,2,0,6,6,12,481,12481,31,2005,1FTPX14505FB,1,F,T,P,X,1,4,5,0,5,F,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,8,12,0,0,0,0
6,61228,3,1,0,26,7,2,17,14,0,2,0,6,6,52,35,52035,2,1999,JA3AY11A2XU0,J,A,3,A,Y,1,1,A,2,X,U,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,8,12,0,0,0,0
6,61228,4,1,0,26,7,2,17,14,0,2,0,6,6,6,441,6441,20,2008,2A8HR64X08R1,2,A,8,H,R,6,4,X,0,8,R,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,2,5,12,0,0,0,0
6,61228,5,1,0,26,7,2,17,14,0,2,0,6,6,54,35,54035,4,2000,19UUA567XYA0,1,9,U,U,A,5,6,7,X,Y,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,2,5,12,0,0,0,0
