STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
24,240294,2,1,19,54,3,12
24,240295,1,1,55,63,5555,55
24,240295,2,1,12,35,9999,77
24,240295,3,1,0,1,9999,77
24,240296,1,1,55,64,5555,55
24,240296,2,1,55,65,5555,55
24,240296,3,1,0,1,9999,77
24,240297,1,1,55,63,5555,55
24,240297,2,1,1,12,2,1
24,240297,3,1,0,1,9999,77
24,240297,4,1,98,33,9999,77
24,240298,1,1,12,12,2,6
24,240298,2,2,55,63,5555,55
24,240298,3,2,62,30,9999,77
24,240299,1,1,98,12,2,98
24,240300,1,1,98,8,9999,77
24,240301,1,1,98,99,9999,77
24,240302,1,1,8,15,9999,77
24,240303,1,1,98,99,9999,77
24,240304,1,1,55,63,5555,55
24,240304,2,1,12,42,9999,77
24,240305,1,1,55,68,5555,55
24,240305,2,1,55,64,5555,55
24,240305,3,1,3,30,9999,77
24,240306,1,1,55,68,5555,55
24,240306,2,1,55,64,5555,55
24,240306,3,1,3,42,9999,77
24,240306,4,1,98,30,9999,77
24,240307,1,1,12,12,2,9
24,240307,2,2,55,63,5555,55
24,240307,3,2,98,33,9999,77
24,240307,4,2,98,42,9999,77
24,240307,5,2,98,8,9999,77
24,240307,6,2,98,8,9999,77
24,240308,1,1,12,12,2,2
24,240308,2,1,55,63,5555,55
24,240308,3,1,14,33,9999,77
24,240308,4,1,98,15,9999,77
24,240308,5,2,55,64,5555,55
24,240308,6,2,14,33,9999,77
24,240308,7,2,98,30,9999,77
24,240308,8,2,98,42,9999,77
24,240308,9,2,55,69,5555,55
24,240309,1,1,12,8,9999,77
24,240310,1,1,12,8,9999,77
24,240311,1,1,55,63,5555,55
24,240311,2,1,12,42,9999,77
24,240312,1,1,12,12,2,6
24,240313,1,1,55,68,5555,55
24,240313,2,1,55,64,5555,55
24,240313,3,1,2,33,9999,77
24,240313,4,1,2,42,9999,77
24,240314,1,1,11,12,2,5
24,240314,2,1,83,12,3,7
24,240314,3,2,98,12,4,5
24,240314,4,2,98,12,5,7
24,240314,5,2,98,12,6,7
24,240315,1,1,55,63,5555,55
24,240315,2,1,12,35,9999,77
24,240315,3,1,0,1,9999,77
24,240315,4,1,12,42,9999,77
24,240316,1,1,12,8,9999,77
24,240317,1,1,12,8,9999,77
24,240317,2,2,14,8,9999,77
24,240318,1,1,0,16,9999,77
24,240318,2,1,55,63,5555,55
24,240318,3,1,98,35,9999,77
24,240318,4,1,55,69,5555,55
24,240318,5,1,55,63,5555,55
24,240319,1,1,55,68,5555,55
24,240319,2,1,12,12,2,3
24,240319,3,1,55,64,5555,55
24,240319,4,1,98,32,9999,77
24,240319,5,1,0,1,9999,77
24,240320,1,1,12,14,2,9
24,240320,2,1,55,64,5555,55
24,240320,3,1,12,8,9999,77
24,240321,1,1,55,64,5555,55
24,240321,2,1,12,46,9999,77
24,240321,3,1,12,46,9999,77
24,240321,4,1,55,69,5555,55
24,240322,1,1,3,12,2,12
24,240323,1,1,12,12,2,12
24,240324,1,1,12,8,9999,77
24,240325,1,1,55,63,5555,55
24,240325,2,1,12,25,9999,77
24,240325,3,1,55,69,5555,55
24,240325,4,1,12,12,2,12
24,240326,1,1,12,8,9999,77
24,240327,1,1,12,8,9999,77
24,240328,1,1,12,8,9999,77
24,240329,1,1,55,63,5555,55
24,240329,2,1,12,26,9999,77
24,240330,1,1,12,12,2,3
24,240331,1,1,55,68,5555,55
24,240331,2,1,12,12,2,12
24,240331,3,3,7,12,2,98
24,240331,4,3,55,63,5555,55
24,240332,1,1,55,65,5555,55
24,240332,2,1,12,14,2,6
24,240333,1,1,12,8,9999,77
24,240334,1,1,55,63,5555,55
24,240334,2,1,12,14,2,6
24,240334,3,1,19,24,9999,77
24,240335,1,1,9,12,2,12
24,240336,1,1,9,12,2,12
24,240337,1,1,12,8,9999,77
24,240338,1,1,12,12,2,6
24,240339,1,1,12,8,9999,77
24,240340,1,1,55,68,5555,55
24,240340,2,1,12,12,2,12
24,240340,3,1,55,68,5555,55
24,240340,4,1,55,63,5555,55
24,240341,1,1,55,63,5555,55
24,240341,2,1,1,14,2,10
24,240341,3,1,1,8,9999,77
24,240342,1,1,12,8,9999,77
24,240343,1,1,12,8,9999,77
24,240344,1,1,0,1,9999,77
24,240344,2,1,55,68,5555,55
24,240344,3,1,98,12,2,12
24,240344,4,2,55,63,5555,55
24,240345,1,1,9,12,2,12
24,240345,2,1,55,64,5555,55
24,240345,3,1,98,24,9999,77
24,240346,1,1,55,68,5555,55
24,240346,2,1,55,64,5555,55
24,240346,3,1,1,53,9999,77
24,240346,4,1,98,53,9999,77
24,240346,5,1,98,31,9999,77
24,240346,6,1,98,42,9999,77
24,240347,1,1,55,68,5555,55
24,240347,2,1,4,12,2,12
24,240347,3,1,55,64,5555,55
24,240347,4,1,98,34,9999,77
24,240348,1,1,55,63,5555,55
24,240348,2,1,14,33,9999,77
24,240348,3,1,4,30,9999,77
24,240348,4,1,98,14,2,4
24,240349,1,1,55,64,5555,55
24,240349,2,1,55,65,5555,55
24,240349,3,1,14,33,9999,77
24,240349,4,1,2,42,9999,77
24,240349,5,1,2,42,9999,77
24,240349,6,1,2,42,9999,77
24,240350,1,1,55,64,5555,55
24,240350,2,1,98,35,9999,77
24,240350,3,1,12,42,9999,77
24,240350,4,1,0,1,9999,77
24,240351,1,1,3,9,9999,77
24,240352,1,1,55,68,5555,55
24,240352,2,1,12,12,2,12
24,240352,3,3,12,12,2,98
24,240353,1,1,12,9,9999,77
24,240354,1,1,55,63,5555,55
24,240354,2,1,55,69,5555,55
24,240354,3,1,55,68,5555,55
24,240354,4,1,10,12,2,12
24,240354,5,2,0,51,9999,77
24,240354,6,2,55,63,5555,55
24,240354,7,2,98,30,9999,77
24,240355,1,1,12,8,9999,77
24,240356,1,1,55,63,5555,55
24,240356,2,1,14,33,9999,77
24,240356,3,1,12,30,9999,77
24,240356,4,1,55,69,5555,55
24,240357,1,1,55,64,5555,55
24,240357,2,1,0,1,9999,77
24,240357,3,1,2,42,9999,77
24,240357,4,1,0,1,9999,77
24,240358,1,1,55,68,5555,55
24,240358,2,1,3,12,2,12
24,240359,1,1,0,1,9999,77
24,240359,2,1,55,63,5555,55
24,240359,3,1,98,24,9999,77
24,240360,1,1,4,12,2,12
24,240360,2,1,55,63,5555,55
24,240360,3,2,55,64,5555,55
24,240361,1,1,12,9,9999,77
24,240362,1,1,55,63,5555,55
24,240362,2,1,1,33,9999,77
24,240362,3,1,98,42,9999,77
24,240362,4,1,98,30,9999,77
24,240362,5,1,98,42,9999,77
24,240363,1,2,12,14,1,6
24,240364,1,1,55,63,5555,55
24,240364,2,1,12,33,9999,77
24,240364,3,1,12,42,9999,77
24,240365,1,1,55,63,5555,55
24,240365,2,1,8,42,9999,77
24,240365,3,1,0,1,9999,77
24,240366,1,1,12,8,9999,77
24,240366,2,1,12,8,9999,77
24,240367,1,1,55,63,5555,55
24,240367,2,1,8,53,9999,77
24,240367,3,1,98,30,9999,77
24,240367,4,1,98,42,9999,77
24,240368,1,1,9,12,2,12
24,240368,2,1,1,12,3,1
24,240369,1,1,55,68,5555,55
24,240369,2,1,12,12,2,12
24,240369,3,1,55,68,5555,55
24,240369,4,2,55,63,5555,55
24,240369,5,2,98,24,9999,77
24,240369,6,1,18,54,3,12
24,240369,7,2,18,54,3,12
24,240370,1,1,55,68,5555,55
24,240370,2,1,12,12,2,11
24,240370,3,2,55,63,5555,55
24,240370,4,2,98,24,9999,77
24,240371,1,1,55,68,5555,55
24,240371,2,1,55,63,5555,55
24,240371,3,1,12,42,9999,77
24,240371,4,1,12,42,9999,77
24,240372,1,1,12,12,2,6
24,240372,2,1,12,12,3,6
24,240372,3,1,55,63,5555,55
24,240373,1,1,14,33,9999,77
24,240373,2,1,55,68,5555,55
24,240373,3,1,12,12,2,12
24,240373,4,1,12,12,3,12
24,240373,5,1,55,64,5555,55
24,240373,6,3,0,1,9999,77
24,240374,1,1,98,8,9999,77
24,240375,1,1,12,12,2,6
24,240375,2,1,55,69,5555,55
24,240375,3,2,55,63,5555,55
24,240375,4,2,12,35,9999,77
24,240376,1,1,12,12,2,6
24,240377,1,1,12,12,2,9
24,240377,2,1,55,64,5555,55
24,240377,3,1,55,65,5555,55
24,240378,1,1,55,68,5555,55
24,240378,2,1,12,12,2,12
24,240379,1,1,55,68,5555,55
24,240379,2,1,55,68,5555,55
24,240379,3,1,55,63,5555,55
24,240379,4,1,9,34,9999,77
24,240379,5,1,55,67,5555,55
24,240379,6,1,9,42,9999,77
24,240379,7,1,0,1,9999,77
24,240380,1,1,55,64,5555,55
24,240380,2,1,11,24,9999,77
24,240380,3,1,55,69,5555,55
24,240380,4,1,0,1,9999,77
24,240380,5,1,55,63,5555,55
24,240381,1,1,12,12,2,6
24,240381,2,1,0,1,9999,77
24,240381,3,2,12,12,3,6
24,240381,4,2,55,63,5555,55
24,240381,5,2,98,24,9999,77
24,240381,6,3,12,12,4,6
24,240381,7,3,55,63,5555,55
24,240381,8,3,98,24,9999,77
24,240381,9,4,12,12,5,6
24,240382,1,1,55,68,5555,55
24,240382,2,1,12,12,2,11
24,240382,3,1,55,68,5555,55
24,240382,4,1,55,63,5555,55
24,240382,5,2,55,64,5555,55
24,240382,6,2,98,34,9999,77
24,240382,7,2,0,1,9999,77
24,240383,1,1,1,12,2,12
24,240385,1,1,12,12,2,6
24,240385,2,2,55,63,5555,55
24,240385,3,2,98,24,9999,77
24,240386,1,1,55,68,5555,55
24,240386,2,1,8,12,2,10
24,240386,3,1,55,68,5555,55
24,240386,4,2,55,63,5555,55
24,240386,5,2,98,34,9999,77
24,240386,6,2,0,1,9999,77
24,240387,1,1,12,8,9999,77
24,240388,1,1,55,68,5555,55
24,240388,2,1,55,64,5555,55
24,240388,3,1,11,43,9999,77
24,240388,4,1,0,1,9999,77
24,240388,5,1,98,42,9999,77
24,240389,1,1,12,12,2,6
24,240389,2,1,98,33,9999,77
24,240389,3,1,55,65,5555,55
24,240389,4,1,98,46,9999,77
24,240389,5,2,55,60,5555,55
24,240390,1,1,98,33,9999,77
24,240390,2,1,4,12,2,10
24,240390,3,1,55,64,5555,55
24,240390,4,1,98,42,9999,77
24,240390,5,1,98,42,9999,77
24,240391,1,1,12,8,9999,77
24,240392,1,1,12,8,9999,77
24,240393,1,1,1,8,9999,77
24,240394,1,1,12,8,9999,77
24,240395,1,1,12,8,9999,77
24,240396,1,1,55,63,5555,55
24,240396,2,1,9,34,9999,77
24,240396,3,1,0,1,9999,77
24,240396,4,1,98,30,9999,77
24,240397,1,1,55,68,5555,55
24,240397,2,1,55,64,5555,55
24,240397,3,1,12,42,9999,77
24,240397,4,1,12,42,9999,77
24,240397,5,1,0,1,9999,77
24,240398,1,1,12,12,2,3
24,240398,2,2,55,64,5555,55
24,240398,3,2,98,38,9999,77
24,240399,1,1,12,12,2,6
24,240400,1,1,55,63,5555,55
24,240400,2,1,55,69,5555,55
24,240400,3,1,55,68,5555,55
24,240400,4,1,55,64,5555,55
24,240400,5,1,98,34,9999,77
24,240400,6,1,0,1,9999,77
24,240400,7,1,98,42,9999,77
24,240401,1,1,12,12,2,6
24,240402,1,1,0,1,9999,77
24,240402,2,1,55,60,5555,55
24,240402,3,1,18,54,2,11
24,240402,4,1,98,14,3,4
24,240402,5,1,98,14,4,5
24,240403,1,1,55,68,5555,55
24,240403,2,1,12,12,2,12
24,240404,1,1,12,12,2,2
24,240405,1,1,55,63,5555,55
24,240405,2,1,12,35,9999,77
24,240406,1,1,12,12,2,6
24,240407,1,1,55,64,5555,55
24,240407,2,1,98,33,9999,77
24,240407,3,1,12,21,9999,77
24,240408,1,1,11,12,2,1
24,240409,1,1,12,12,2,6
24,240409,2,2,55,63,5555,55
24,240409,3,2,12,30,9999,77
24,240409,4,1,12,12,3,5
24,240409,5,2,12,12,4,3
24,240409,6,1,18,14,5,4
24,240409,7,1,18,14,6,10
24,240409,8,1,55,63,5555,55
24,240409,9,1,98,14,7,6
24,240409,10,1,98,14,8,12
24,240409,11,1,98,14,9,6
24,240409,12,1,98,14,10,12
24,240409,13,1,98,14,11,11
24,240409,14,1,98,14,12,12
24,240409,15,1,98,14,13,3
24,240409,16,1,18,14,14,12
24,240409,17,1,0,1,9999,77
24,240410,1,1,12,12,2,9
24,240410,2,2,55,64,5555,55
24,240410,3,2,98,33,9999,77
24,240410,4,2,55,67,5555,55
24,240410,5,2,98,12,3,12
24,240410,6,2,98,12,4,13
24,240410,7,1,98,12,3,1
24,240410,8,5,0,16,9999,77
24,240411,1,1,12,12,2,3
24,240412,1,1,55,63,5555,55
24,240412,2,1,55,65,5555,55
24,240412,3,1,12,43,9999,77
24,240412,4,1,55,67,5555,55
24,240412,5,1,98,25,9999,77
24,240412,6,1,0,1,9999,77
24,240413,1,1,12,8,9999,77
24,240414,1,1,55,63,5555,55
24,240414,2,1,12,33,9999,77
24,240414,3,1,10,42,9999,77
24,240415,1,1,12,8,9999,77
24,240416,1,1,12,9,9999,77
24,240417,1,2,12,12,3,8
24,240417,2,2,12,8,9999,77
24,240417,3,2,12,14,1,6
24,240418,1,1,12,12,2,12
24,240419,1,1,12,8,9999,77
24,240420,1,1,55,68,5555,55
24,240420,2,1,2,12,2,12
24,240420,3,2,98,12,3,11
25,250001,1,1,55,64,5555,55
25,250001,2,1,14,33,9999,77
25,250001,3,1,12,59,9999,77
25,250002,1,1,55,64,5555,55
25,250002,2,1,12,42,9999,77
25,250003,1,1,55,64,5555,55
25,250003,2,1,12,24,9999,77
25,250003,3,1,62,59,9999,77
25,250003,4,1,61,52,9999,77
25,250004,1,1,55,68,5555,55
25,250004,2,1,55,64,5555,55
25,250004,3,1,12,42,9999,77
25,250005,1,1,55,68,5555,55
25,250005,2,1,55,64,5555,55
25,250005,3,1,0,1,9999,77
25,250006,1,2,12,12,1,83
25,250006,2,1,55,68,5555,55
25,250006,3,1,0,1,9999,77
25,250006,4,1,55,63,5555,55
25,250006,5,1,81,24,9999,77
25,250007,1,1,12,8,9999,77
25,250008,1,1,82,12,2,61
25,250008,2,1,55,63,5555,55
25,250008,3,1,62,24,9999,77
25,250008,4,2,55,63,5555,55
25,250008,5,2,12,24,9999,77
25,250008,6,2,0,1,9999,77
25,250008,7,2,61,35,9999,77
25,250009,1,1,55,68,5555,55
25,250009,2,1,12,12,2,12
25,250010,1,1,55,63,5555,55
25,250010,2,1,12,42,9999,77
25,250011,1,1,55,64,5555,55
25,250011,2,1,14,33,9999,77
25,250011,3,1,55,69,5555,55
25,250011,4,1,0,1,9999,77
25,250012,1,1,55,63,5555,55
25,250012,2,1,12,14,2,6
25,250013,1,1,12,12,2,6
25,250013,2,1,0,2,9999,77
25,250013,3,2,0,2,9999,77
25,250014,1,1,55,63,5555,55
25,250014,2,1,82,35,9999,77
25,250014,3,1,0,1,9999,77
25,250015,1,1,55,64,5555,55
25,250015,2,1,55,65,5555,55
25,250015,3,1,62,35,9999,77
25,250015,4,1,12,24,9999,77
25,250015,5,1,0,1,9999,77
25,250015,6,1,55,69,5555,55
25,250015,7,1,61,12,2,12
25,250016,1,1,55,68,5555,55
25,250016,2,1,12,12,2,12
25,250017,1,1,55,68,5555,55
25,250017,2,1,12,12,2,12
25,250018,1,1,3,12,2,12
25,250018,2,1,55,64,5555,55
25,250018,3,1,12,24,9999,77
25,250018,4,2,55,61,5555,55
25,250018,5,2,55,64,5555,55
25,250018,6,2,6,25,9999,77
25,250019,1,1,12,8,9999,77
25,250020,1,1,55,63,5555,55
25,250020,2,1,12,42,9999,77
25,250021,1,1,55,64,5555,55
25,250021,2,1,62,24,9999,77
25,250021,3,1,12,42,9999,77
25,250022,1,1,55,64,5555,55
25,250022,2,1,55,65,5555,55
25,250022,3,1,0,1,9999,77
25,250023,1,1,55,63,5555,55
25,250023,2,1,12,14,2,6
25,250024,1,1,55,63,5555,55
25,250024,2,1,14,33,9999,77
25,250024,3,1,12,24,9999,77
25,250025,1,1,12,8,9999,77
25,250026,1,1,55,63,5555,55
25,250026,2,1,14,33,9999,77
25,250026,3,1,82,30,9999,77
25,250027,1,1,12,12,2,6
25,250028,1,1,55,64,5555,55
25,250028,2,1,55,65,5555,55
25,250028,3,1,14,33,9999,77
25,250028,4,1,81,42,9999,77
25,250029,1,1,12,12,2,62
25,250030,1,1,55,64,5555,55
25,250030,2,1,12,24,9999,77
25,250031,1,1,12,12,2,61
25,250032,1,2,12,12,6,12
25,250032,2,2,61,12,5,12
25,250032,3,2,12,12,4,63
25,250032,4,2,12,12,3,12
25,250032,5,2,12,12,1,12
25,250034,1,1,12,8,9999,77
25,250035,1,1,6,12,2,12
25,250035,2,2,55,63,5555,55
25,250035,3,2,14,33,9999,77
25,250035,4,2,12,42,9999,77
25,250036,1,1,55,68,5555,55
25,250036,2,1,55,64,5555,55
25,250036,3,1,81,30,9999,77
25,250037,1,1,55,63,5555,55
25,250037,2,1,12,43,9999,77
25,250037,3,1,12,17,9999,77
25,250038,1,1,55,63,5555,55
25,250038,2,1,12,30,9999,77
25,250039,1,1,55,63,5555,55
25,250039,2,1,12,42,9999,77
25,250039,3,1,0,2,9999,77
25,250040,1,1,55,63,5555,55
25,250040,2,1,82,48,9999,77
25,250040,3,1,82,24,9999,77
25,250040,4,1,82,24,9999,77
25,250041,1,1,55,65,5555,55
25,250041,2,1,55,64,5555,55
25,250041,3,1,11,24,9999,77
25,250041,4,1,61,12,2,12
25,250042,1,1,82,8,9999,77
25,250043,1,1,55,68,5555,55
25,250043,2,1,55,63,5555,55
25,250043,3,1,82,42,9999,77
25,250044,1,1,55,64,5555,55
25,250044,2,1,61,33,9999,77
25,250044,3,1,0,1,9999,77
25,250045,1,1,12,8,9999,77
25,250046,1,1,55,63,5555,55
25,250046,2,1,81,25,9999,77
25,250046,3,1,55,69,5555,55
25,250046,4,1,55,64,5555,55
25,250046,5,1,12,25,9999,77
25,250047,1,1,55,63,5555,55
25,250047,2,1,81,30,9999,77
25,250047,3,1,12,30,9999,77
25,250047,4,1,81,24,9999,77
25,250047,5,1,12,30,9999,77
25,250048,1,1,12,12,2,12
25,250048,2,2,55,68,5555,55
25,250049,1,1,12,12,2,82
25,250049,2,2,0,1,9999,77
25,250050,1,1,55,63,5555,55
25,250050,2,1,12,42,9999,77
25,250051,1,1,55,63,5555,55
25,250051,2,1,12,33,9999,77
25,250051,3,1,12,39,9999,77
25,250051,4,1,12,42,9999,77
25,250052,1,1,12,12,2,83
25,250052,2,1,55,63,5555,55
25,250052,3,1,12,30,9999,77
25,250053,1,1,55,68,5555,55
25,250053,2,1,55,64,5555,55
25,250053,3,1,62,42,9999,77
25,250054,1,3,12,12,2,6
25,250054,2,2,12,12,1,6
25,250055,1,1,55,63,5555,55
25,250055,2,1,82,18,9999,77
25,250055,3,1,12,14,2,6
25,250056,1,1,55,64,5555,55
25,250056,2,1,98,30,9999,77
25,250057,1,1,82,8,9999,77
25,250058,1,1,55,63,5555,55
25,250058,2,1,98,42,9999,77
25,250058,3,1,98,42,9999,77
25,250058,4,1,98,30,9999,77
25,250059,1,1,98,8,9999,77
25,250060,1,1,12,8,9999,77
25,250061,1,1,55,63,5555,55
25,250061,2,1,14,34,9999,77
25,250061,3,1,81,35,9999,77
25,250061,4,1,12,42,9999,77
25,250062,1,1,55,64,5555,55
25,250062,2,1,55,68,5555,55
25,250062,3,1,12,12,2,12
25,250062,4,1,12,24,9999,77
25,250063,1,1,55,63,5555,55
25,250063,2,1,81,42,9999,77
25,250064,1,1,12,8,9999,77
25,250065,1,1,0,1,9999,77
25,250066,1,1,6,12,2,12
25,250067,1,1,55,64,5555,55
25,250067,2,1,12,24,9999,77
25,250067,3,1,55,65,5555,55
25,250067,4,1,55,69,5555,55
25,250067,5,1,12,12,2,12
25,250067,6,1,61,12,3,62
25,250068,1,1,55,64,5555,55
25,250068,2,1,14,33,9999,77
25,250068,3,1,12,38,9999,77
25,250068,4,1,12,14,2,61
25,250068,5,1,19,14,3,61
25,250069,1,1,0,1,9999,77
25,250070,1,1,55,68,5555,55
25,250070,2,1,55,64,5555,55
25,250070,3,1,12,14,2,82
25,250071,1,1,55,68,5555,55
25,250071,2,1,55,64,5555,55
25,250071,3,1,61,30,9999,77
25,250071,4,1,0,1,9999,77
25,250072,1,1,55,64,5555,55
25,250072,2,1,55,65,5555,55
25,250072,3,1,12,21,9999,77
25,250073,1,1,55,68,5555,55
25,250073,2,1,12,12,2,12
25,250074,1,1,55,63,5555,55
25,250074,2,1,55,69,5555,55
25,250074,3,1,55,68,5555,55
25,250074,4,1,55,64,5555,55
25,250074,5,1,61,42,9999,77
25,250075,1,1,12,12,2,6
25,250076,1,1,55,63,5555,55
25,250076,2,1,12,40,9999,77
25,250076,3,1,55,69,5555,55
25,250076,4,1,55,68,5555,55
25,250076,5,1,55,64,5555,55
25,250076,6,1,12,24,9999,77
25,250077,1,1,55,63,5555,55
25,250077,2,1,12,24,9999,77
25,250078,1,2,55,63,5555,55
25,250078,2,2,55,69,5555,55
25,250078,3,2,55,68,5555,55
25,250078,4,2,12,12,1,12
25,250079,1,1,55,63,5555,55
25,250079,2,1,62,30,9999,77
25,250079,3,1,12,24,9999,77
25,250080,1,1,55,63,5555,55
25,250080,2,1,14,33,9999,77
25,250080,3,1,55,69,5555,55
25,250080,4,1,55,68,5555,55
25,250080,5,1,55,64,5555,55
25,250080,6,1,61,35,9999,77
25,250080,7,1,12,42,9999,77
25,250081,1,1,12,8,9999,77
25,250082,1,1,55,63,5555,55
25,250082,2,1,12,42,9999,77
25,250083,1,1,55,63,5555,55
25,250083,2,1,12,33,9999,77
25,250084,1,1,55,64,5555,55
25,250084,2,1,0,1,9999,77
25,250084,3,1,55,65,5555,55
25,250084,4,1,13,42,9999,77
25,250084,5,1,0,2,9999,77
25,250085,1,1,2,8,9999,77
25,250086,1,2,12,12,1,6
25,250086,2,2,83,12,3,62
25,250087,1,1,55,63,5555,55
25,250087,2,1,81,24,9999,77
25,250087,3,1,12,42,9999,77
25,250087,4,1,0,1,9999,77
25,250088,1,1,55,64,5555,55
25,250088,2,1,14,34,9999,77
25,250088,3,1,12,38,9999,77
25,250088,4,1,0,1,9999,77
25,250089,1,1,55,68,5555,55
25,250089,2,1,55,64,5555,55
25,250089,3,1,62,39,9999,77
25,250089,4,1,0,1,9999,77
25,250089,5,1,82,42,9999,77
25,250090,1,1,12,9,9999,77
25,250090,2,1,12,14,2,6
25,250090,3,1,55,63,5555,55
25,250090,4,1,14,33,9999,77
25,250091,1,1,55,64,5555,55
25,250091,2,1,0,1,9999,77
25,250092,1,1,55,67,5555,55
25,250092,2,1,0,5,9999,77
25,250093,1,1,82,8,9999,77
25,250094,1,2,12,12,1,61
25,250095,1,1,55,68,5555,55
25,250095,2,1,55,64,5555,55
25,250095,3,1,12,30,9999,77
25,250096,1,1,55,63,5555,55
25,250096,2,1,19,30,9999,77
25,250096,3,1,82,39,9999,77
25,250096,4,1,82,42,9999,77
25,250097,1,1,55,68,5555,55
25,250097,2,1,55,64,5555,55
25,250097,3,1,12,39,9999,77
25,250097,4,1,12,42,9999,77
25,250098,1,1,55,64,5555,55
25,250098,2,1,14,34,9999,77
25,250098,3,1,55,65,5555,55
25,250098,4,1,0,1,9999,77
25,250099,1,1,12,8,9999,77
25,250100,1,1,6,12,2,12
25,250101,1,1,0,1,9999,77
25,250101,2,1,12,12,2,6
25,250102,1,1,12,9,9999,77
25,250103,1,1,55,64,5555,55
25,250103,2,1,62,24,9999,77
25,250103,3,1,0,1,9999,77
25,250104,1,1,98,15,9999,77
25,250105,1,1,55,63,5555,55
25,250105,2,1,12,35,9999,77
25,250105,3,1,55,67,5555,55
25,250105,4,1,12,42,9999,77
25,250105,5,1,12,53,9999,77
25,250106,1,1,62,12,2,12
25,250106,2,3,63,12,1,12
25,250106,3,2,61,12,3,61
25,250107,1,1,82,8,9999,77
25,250108,1,1,55,63,5555,55
25,250108,2,1,14,39,9999,77
25,250108,3,1,12,34,9999,77
25,250108,4,1,83,42,9999,77
25,250109,1,1,12,12,2,6
25,250109,2,2,55,68,5555,55
25,250109,3,2,61,12,3,61
25,250109,4,2,82,12,4,12
25,250110,1,1,62,9,9999,77
25,250111,1,1,62,8,9999,77
25,250113,1,1,55,68,5555,55
25,250113,2,1,55,64,5555,55
25,250113,3,1,14,35,9999,77
25,250113,4,1,12,30,9999,77
25,250113,5,1,0,1,9999,77
25,250114,1,1,55,68,5555,55
25,250114,2,1,55,64,5555,55
25,250114,3,1,14,33,9999,77
25,250114,4,1,62,42,9999,77
25,250115,1,1,55,68,5555,55
25,250115,2,1,55,64,5555,55
25,250115,3,1,14,33,9999,77
25,250115,4,1,62,42,9999,77
25,250117,1,1,55,63,5555,55
25,250117,2,1,12,33,9999,77
25,250117,3,1,12,24,9999,77
25,250118,1,1,55,68,5555,55
25,250118,2,1,55,64,5555,55
25,250118,3,1,62,42,9999,77
25,250119,1,1,55,64,5555,55
25,250119,2,1,12,30,9999,77
25,250120,1,1,55,63,5555,55
25,250120,2,1,12,30,9999,77
25,250120,3,1,12,42,9999,77
25,250121,1,1,55,64,5555,55
25,250121,2,1,12,43,9999,77
25,250121,3,1,0,1,9999,77
25,250121,4,1,61,12,2,61
25,250122,1,1,12,48,9999,77
25,250122,2,1,55,68,5555,55
25,250122,3,1,12,12,2,12
25,250123,1,1,12,8,9999,77
25,250124,1,1,14,8,9999,77
25,250125,1,2,12,12,1,6
25,250125,2,2,0,1,9999,77
25,250126,1,1,55,64,5555,55
25,250126,2,1,11,24,9999,77
25,250126,3,1,0,1,9999,77
25,250127,1,1,55,63,5555,55
25,250127,2,1,82,48,9999,77
25,250127,3,1,0,1,9999,77
25,250128,1,2,12,12,1,6
25,250129,1,1,55,63,5555,55
25,250129,2,1,62,18,9999,77
25,250129,3,1,12,42,9999,77
25,250130,1,1,55,68,5555,55
25,250130,2,1,12,12,2,83
25,250130,3,1,12,12,3,12
25,250131,1,1,55,63,5555,55
25,250131,2,1,82,39,9999,77
25,250131,3,1,61,30,9999,77
25,250131,4,1,0,1,9999,77
25,250133,1,1,55,64,5555,55
25,250133,2,1,12,42,9999,77
25,250134,1,1,55,64,5555,55
25,250134,2,1,55,68,5555,55
25,250134,3,1,82,12,2,63
25,250134,4,1,14,33,9999,77
25,250134,5,1,55,67,5555,55
25,250135,1,1,55,68,5555,55
25,250135,2,1,55,64,5555,55
25,250135,3,1,12,31,9999,77
25,250135,4,1,12,42,9999,77
25,250136,1,1,12,8,9999,77
25,250137,1,1,55,64,5555,55
25,250137,2,1,14,33,9999,77
25,250137,3,1,12,30,9999,77
25,250137,4,1,0,1,9999,77
25,250138,1,1,12,12,2,11
25,250139,1,1,14,8,9999,77
25,250140,1,1,12,12,2,61
25,250140,2,1,55,79,9999,77
25,250140,3,1,98,42,9999,77
25,250141,1,1,55,63,5555,55
25,250141,2,1,14,33,9999,77
25,250141,3,1,82,30,9999,77
25,250141,4,1,0,1,9999,77
25,250142,1,1,12,12,2,62
25,250142,2,2,55,63,5555,55
25,250142,3,2,14,33,9999,77
25,250143,1,1,55,68,5555,55
25,250143,2,1,55,64,5555,55
25,250143,3,1,14,33,9999,77
25,250143,4,1,12,24,9999,77
25,250143,5,1,62,30,9999,77
25,250143,6,1,55,67,5555,55
25,250143,7,1,98,58,9999,77
25,250143,8,1,0,1,9999,77
25,250144,1,1,55,68,5555,55
25,250144,2,1,55,64,5555,55
25,250144,3,1,12,38,9999,77
25,250144,4,1,82,39,9999,77
25,250144,5,1,12,19,9999,77
25,250145,1,1,6,12,2,12
25,250146,1,1,55,68,5555,55
25,250146,2,1,11,12,2,8
25,250146,3,1,55,64,5555,55
25,250146,4,1,3,30,9999,77
25,250147,1,1,55,68,5555,55
