STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
6,62233,4,1,55,69,5555,55
6,62233,5,1,55,63,5555,55
6,62233,6,1,2,33,9999,77
6,62233,7,1,0,1,9999,77
6,62233,8,1,9,42,9999,77
6,62234,1,1,0,1,9999,77
6,62234,2,1,12,12,2,3
6,62235,1,1,12,8,9999,77
6,62236,1,1,12,12,2,3
6,62236,2,1,55,63,5555,55
6,62236,3,1,14,30,9999,77
6,62236,4,1,0,1,9999,77
6,62236,5,2,55,64,5555,55
6,62236,6,2,9,24,9999,77
6,62237,1,1,55,63,5555,55
6,62237,2,1,12,35,9999,77
6,62237,3,1,0,1,9999,77
6,62237,4,1,98,38,9999,77
6,62238,1,1,61,12,2,12
6,62239,1,1,12,8,9999,77
6,62240,1,1,12,15,9999,77
6,62241,1,1,12,18,9999,77
6,62242,1,1,12,8,9999,77
6,62242,2,1,12,8,9999,77
6,62243,1,1,55,63,5555,55
6,62243,2,1,55,69,5555,55
6,62243,3,1,55,64,5555,55
6,62243,4,1,12,25,9999,77
6,62243,5,1,0,1,9999,77
6,62244,1,1,55,63,5555,55
6,62244,2,1,98,33,9999,77
6,62244,3,1,98,31,9999,77
6,62244,4,1,55,67,5555,55
6,62244,5,1,98,43,9999,77
6,62244,6,1,98,8,9999,77
6,62244,7,1,98,8,9999,77
6,62244,8,1,98,41,9999,77
6,62245,1,1,81,12,2,6
6,62245,2,1,55,64,5555,55
6,62245,3,1,98,24,9999,77
6,62246,1,1,55,63,5555,55
6,62246,2,1,98,33,9999,77
6,62246,3,1,98,39,9999,77
6,62246,4,1,98,30,9999,77
6,62247,1,1,12,12,2,62
6,62248,1,1,12,8,9999,77
6,62249,1,1,12,8,9999,77
6,62250,1,1,12,8,9999,77
6,62251,1,1,12,12,2,6
6,62252,1,1,12,12,2,12
6,62253,1,1,55,68,5555,55
6,62253,2,1,55,64,5555,55
6,62253,3,1,14,33,9999,77
6,62253,4,1,12,42,9999,77
6,62254,1,1,1,12,2,7
6,62254,2,1,55,63,5555,55
6,62254,3,1,14,33,9999,77
6,62254,4,1,12,46,9999,77
6,62255,1,1,12,12,2,6
6,62255,2,2,12,12,3,6
6,62256,1,1,12,12,2,6
6,62256,2,1,12,12,3,63
6,62256,3,1,12,12,4,6
6,62257,1,1,12,12,2,2
6,62258,1,1,12,8,9999,77
6,62259,1,1,12,12,2,6
6,62259,2,2,0,2,9999,77
6,62260,1,1,55,68,5555,55
6,62260,2,1,12,12,2,12
6,62260,3,1,55,64,5555,55
6,62260,4,1,12,35,9999,77
6,62260,5,2,55,63,5555,55
6,62260,6,2,0,1,9999,77
6,62261,1,1,55,63,5555,55
6,62261,2,1,14,17,9999,77
6,62261,3,1,0,1,9999,77
6,62262,1,1,98,8,9999,77
6,62263,1,1,12,15,9999,77
6,62264,1,1,12,8,9999,77
6,62265,1,1,55,63,5555,55
6,62265,2,1,12,38,9999,77
6,62265,3,1,55,69,5555,55
6,62265,4,1,12,12,2,5
6,62266,1,1,55,63,5555,55
6,62266,2,1,12,59,9999,77
6,62266,3,1,55,69,5555,55
6,62266,4,1,55,68,5555,55
6,62266,5,1,55,64,5555,55
6,62266,6,1,55,69,5555,55
6,62266,7,1,55,68,5555,55
6,62266,8,1,55,63,5555,55
6,62266,9,1,12,38,9999,77
6,62266,10,1,55,69,5555,55
6,62266,11,1,0,1,9999,77
6,62266,12,1,55,63,5555,55
6,62266,13,1,98,38,9999,77
6,62267,1,1,0,1,9999,77
6,62267,2,1,98,12,2,81
6,62267,3,1,98,12,3,6
6,62267,4,1,98,12,4,6
6,62268,1,1,12,12,2,9
6,62268,2,2,55,63,5555,55
6,62268,3,2,0,1,9999,77
6,62269,1,1,55,64,5555,55
6,62269,2,1,55,69,5555,55
6,62269,3,1,55,63,5555,55
6,62269,4,1,12,24,9999,77
6,62269,5,1,61,23,9999,77
6,62269,6,1,0,1,9999,77
6,62270,1,1,61,12,2,81
6,62270,2,1,55,64,5555,55
6,62270,3,1,98,39,9999,77
6,62270,4,2,19,54,3,99
6,62271,1,1,55,63,5555,55
6,62271,2,1,12,59,9999,77
6,62271,3,1,98,43,9999,77
6,62271,4,1,98,39,9999,77
6,62272,1,1,55,68,5555,55
6,62272,2,1,12,12,2,12
6,62272,3,1,0,2,9999,77
6,62273,1,1,55,63,5555,55
6,62273,2,1,9,59,9999,77
6,62273,3,1,9,30,9999,77
6,62274,1,1,12,9,9999,77
6,62275,1,1,1,12,2,11
6,62276,1,1,0,1,9999,77
6,62277,1,1,55,64,5555,55
6,62277,2,1,11,23,9999,77
6,62277,3,1,55,67,5555,55
6,62277,4,1,13,58,9999,77
6,62278,1,1,12,8,9999,77
6,62279,1,1,12,9,9999,77
6,62280,1,1,12,8,9999,77
6,62280,2,2,12,8,9999,77
6,62281,1,1,98,9,9999,77
6,62282,1,1,12,8,9999,77
6,62283,1,1,55,63,5555,55
6,62283,2,1,12,14,2,6
6,62283,3,1,19,14,3,6
6,62283,4,1,0,1,9999,77
6,62284,1,1,55,68,5555,55
6,62284,2,1,55,64,5555,55
6,62284,3,1,98,42,9999,77
6,62284,4,1,0,1,9999,77
6,62285,1,1,12,8,9999,77
6,62285,2,2,55,64,5555,55
6,62285,3,2,12,8,9999,77
6,62286,1,1,55,64,5555,55
6,62286,2,1,3,42,9999,77
6,62287,1,1,55,68,5555,55
6,62287,2,1,12,9,9999,77
6,62288,1,1,55,68,5555,55
6,62288,2,1,55,64,5555,55
6,62288,3,1,12,42,9999,77
6,62289,1,1,12,8,9999,77
6,62290,1,1,55,68,5555,55
6,62290,2,1,0,1,9999,77
6,62290,3,1,12,12,2,12
6,62291,1,1,0,1,9999,77
6,62291,2,1,55,79,9999,77
6,62291,3,1,98,33,9999,77
6,62291,4,1,55,67,5555,55
6,62291,5,1,98,38,9999,77
6,62292,1,1,55,63,5555,55
6,62292,2,1,98,33,9999,77
6,62292,3,1,98,24,9999,77
6,62292,4,1,0,1,9999,77
6,62292,5,1,55,69,5555,55
6,62292,6,1,55,60,5555,55
6,62292,7,1,18,54,2,13
6,62293,1,1,81,8,9999,77
6,62294,1,1,55,63,5555,55
6,62294,2,1,98,33,9999,77
6,62294,3,1,0,1,9999,77
6,62294,4,1,98,14,2,6
6,62295,1,1,55,63,5555,55
6,62295,2,1,12,8,9999,77
6,62295,3,1,19,38,9999,77
6,62296,1,1,55,64,5555,55
6,62296,2,1,98,33,9999,77
6,62296,3,1,12,43,9999,77
6,62296,4,1,12,38,9999,77
6,62296,5,1,0,3,9999,77
6,62297,1,1,12,9,9999,77
6,62298,1,1,55,63,5555,55
6,62298,2,1,55,69,5555,55
6,62298,3,1,55,68,5555,55
6,62298,4,1,62,12,2,11
6,62298,5,1,5,12,2,7
6,62298,6,1,55,60,5555,55
6,62298,7,1,18,54,3,12
6,62299,1,2,12,12,1,10
6,62299,2,2,4,12,1,8
6,62299,3,2,55,64,5555,55
6,62299,4,2,12,33,9999,77
6,62299,5,1,55,63,5555,55
6,62299,6,1,12,33,9999,77
6,62299,7,1,12,19,9999,77
6,62300,1,1,61,12,2,81
6,62301,1,1,55,63,5555,55
6,62301,2,1,14,33,9999,77
6,62301,3,1,0,1,9999,77
6,62302,1,1,55,63,5555,55
6,62302,2,1,12,8,9999,77
6,62303,1,1,12,8,9999,77
6,62304,1,1,55,68,5555,55
6,62304,2,1,12,12,2,12
6,62305,1,1,55,64,5555,55
6,62305,2,1,98,26,9999,77
6,62305,3,1,98,42,9999,77
6,62306,1,1,12,12,2,6
6,62307,1,1,55,64,5555,55
6,62307,2,1,98,33,9999,77
6,62307,3,1,98,42,9999,77
6,62308,1,1,12,12,2,81
6,62308,2,2,55,63,5555,55
6,62308,3,2,98,46,9999,77
6,62308,4,2,18,14,3,6
6,62308,5,1,55,63,5555,55
6,62308,6,1,6,42,9999,77
6,62309,1,1,55,63,5555,55
6,62309,2,1,12,14,2,6
6,62309,3,1,19,54,3,12
6,62310,1,1,55,68,5555,55
6,62310,2,1,12,12,2,12
6,62310,3,2,55,63,5555,55
6,62310,4,2,0,1,9999,77
6,62311,1,1,12,8,9999,77
6,62312,1,1,55,64,5555,55
6,62312,2,1,12,8,9999,77
6,62313,1,1,6,8,9999,77
6,62314,1,1,12,8,9999,77
6,62315,1,1,12,12,2,9
6,62316,1,1,12,9,9999,77
6,62317,1,1,98,8,9999,77
6,62318,1,1,55,68,5555,55
6,62318,2,1,2,12,2,2
6,62318,3,1,2,8,9999,77
6,62318,4,1,55,68,5555,55
6,62318,5,1,98,8,9999,77
6,62318,6,1,55,63,5555,55
6,62318,7,1,12,35,9999,77
6,62319,1,1,1,12,2,7
6,62319,2,1,55,63,5555,55
6,62319,3,1,12,35,9999,77
6,62319,4,1,0,1,9999,77
6,62319,5,1,0,3,9999,77
6,62320,1,1,55,63,5555,55
6,62320,2,1,98,33,9999,77
6,62320,3,1,98,39,9999,77
6,62320,4,1,98,42,9999,77
6,62320,5,1,19,54,2,9
6,62320,6,1,19,14,3,4
6,62321,1,2,0,1,9999,77
6,62321,2,2,98,12,1,10
6,62322,1,1,12,12,2,10
6,62322,2,1,55,64,5555,55
6,62322,3,1,0,1,9999,77
6,62322,4,1,98,59,9999,77
6,62322,5,1,81,19,9999,77
6,62323,1,1,55,63,5555,55
6,62323,2,1,55,69,5555,55
6,62323,3,1,55,68,5555,55
6,62323,4,1,55,68,5555,55
6,62323,5,1,55,63,5555,55
6,62323,6,1,61,14,2,6
6,62323,7,1,61,8,9999,77
6,62323,8,1,61,14,3,6
6,62324,1,1,55,63,5555,55
6,62324,2,1,12,35,9999,77
6,62324,3,1,0,1,9999,77
6,62325,1,1,12,12,2,3
6,62326,1,1,55,64,5555,55
6,62326,2,1,61,25,9999,77
6,62326,3,1,55,69,5555,55
6,62326,4,1,55,63,5555,55
6,62326,5,1,9,42,9999,77
6,62326,6,1,12,38,9999,77
6,62327,1,1,55,64,5555,55
6,62327,2,1,14,33,9999,77
6,62328,1,1,55,63,5555,55
6,62328,2,1,14,33,9999,77
6,62328,3,1,82,39,9999,77
6,62328,4,1,12,42,9999,77
6,62329,1,1,12,8,9999,77
6,62330,1,1,55,68,5555,55
6,62330,2,1,12,12,2,12
6,62330,3,1,0,1,9999,77
6,62330,4,1,55,63,5555,55
6,62330,5,1,12,33,9999,77
6,62330,6,1,13,23,9999,77
6,62331,1,1,12,9,9999,77
6,62332,1,1,12,8,9999,77
6,62333,1,1,12,8,9999,77
6,62334,1,1,12,8,9999,77
6,62335,1,1,12,12,2,3
6,62336,1,1,12,12,2,61
6,62336,2,2,98,12,3,12
6,62337,1,1,55,64,5555,55
6,62337,2,1,55,65,5555,55
6,62337,3,1,55,69,5555,55
6,62337,4,1,55,64,5555,55
6,62337,5,1,12,24,9999,77
6,62337,6,1,55,69,5555,55
6,62337,7,1,55,68,5555,55
6,62337,8,1,7,12,2,12
6,62338,1,1,55,68,5555,55
6,62338,2,1,12,12,2,12
6,62339,1,1,55,68,5555,55
6,62339,2,1,55,64,5555,55
6,62339,3,1,10,33,9999,77
6,62339,4,1,55,69,5555,55
6,62339,5,1,12,9,9999,77
6,62339,6,1,19,42,9999,77
6,62339,7,1,55,64,5555,55
6,62339,8,1,12,59,9999,77
6,62339,9,1,12,42,9999,77
6,62339,10,1,0,2,9999,77
6,62340,1,1,55,68,5555,55
6,62340,2,1,55,63,5555,55
6,62340,3,1,98,33,9999,77
6,62340,4,1,61,31,9999,77
6,62340,5,1,61,30,9999,77
6,62340,6,1,81,19,9999,77
6,62341,1,1,9,12,2,12
6,62342,1,1,98,12,2,98
6,62343,1,1,55,79,9999,77
6,62343,2,1,55,69,5555,55
6,62343,3,1,55,79,9999,77
6,62343,4,1,98,30,9999,77
6,62343,5,1,98,38,9999,77
6,62343,6,1,0,1,9999,77
6,62344,1,1,99,8,9999,77
6,62345,1,1,0,1,9999,77
6,62346,1,1,99,8,9999,77
6,62347,1,1,55,64,5555,55
6,62347,2,1,14,33,9999,77
6,62347,3,1,3,30,9999,77
6,62348,1,1,55,63,5555,55
6,62348,2,1,98,33,9999,77
6,62348,3,1,98,42,9999,77
6,62348,4,1,98,42,9999,77
6,62348,5,1,0,1,9999,77
6,62349,1,2,12,12,1,9
6,62350,1,1,55,64,5555,55
6,62350,2,1,98,33,9999,77
6,62350,3,1,19,42,9999,77
6,62351,1,1,55,68,5555,55
6,62351,2,1,55,68,5555,55
6,62351,3,1,55,63,5555,55
6,62351,4,1,0,1,9999,77
6,62351,5,1,98,17,9999,77
6,62351,6,1,14,42,9999,77
6,62352,1,2,55,60,5555,55
6,62352,2,2,18,54,1,12
6,62353,1,1,99,8,9999,77
6,62354,1,1,55,64,5555,55
6,62354,2,1,98,42,9999,77
6,62355,1,1,55,63,5555,55
6,62355,2,1,12,42,9999,77
6,62356,1,1,12,12,2,12
6,62356,2,2,98,12,3,63
6,62356,3,4,98,12,2,98
6,62356,4,4,98,12,1,98
6,62356,5,5,98,12,1,98
6,62356,6,5,98,12,4,98
6,62357,1,1,55,64,5555,55
6,62357,2,1,55,69,5555,55
6,62357,3,1,0,1,9999,77
6,62358,1,1,0,1,9999,77
6,62358,2,1,55,63,5555,55
6,62358,3,1,98,38,9999,77
6,62359,1,1,61,12,2,12
6,62359,2,1,55,63,5555,55
6,62359,3,1,98,8,9999,77
6,62359,4,1,98,30,9999,77
6,62360,1,1,2,8,9999,77
6,62361,1,2,12,12,1,82
6,62361,2,2,55,60,5555,55
6,62361,3,2,19,54,1,13
6,62362,1,1,12,8,9999,77
6,62363,1,1,12,12,2,6
6,62363,2,1,55,64,5555,55
6,62363,3,1,98,25,9999,77
6,62364,1,1,1,12,2,12
6,62364,2,2,55,63,5555,55
6,62364,3,2,98,30,9999,77
6,62365,1,1,55,68,5555,55
6,62365,2,1,12,12,2,12
6,62365,3,2,55,63,5555,55
6,62365,4,2,98,35,9999,77
6,62366,1,1,12,9,9999,77
6,62367,1,1,55,63,5555,55
6,62367,2,1,81,42,9999,77
6,62367,3,1,61,38,9999,77
6,62367,4,1,0,1,9999,77
6,62368,1,1,12,8,9999,77
6,62369,1,1,98,8,9999,77
6,62370,1,1,12,8,9999,77
6,62371,1,1,55,68,5555,55
6,62371,2,1,55,64,5555,55
6,62371,3,1,98,33,9999,77
6,62372,1,1,99,8,9999,77
6,62373,1,1,55,64,5555,55
6,62373,2,1,55,69,5555,55
6,62373,3,1,55,64,5555,55
6,62373,4,1,55,65,5555,55
6,62373,5,1,55,67,5555,55
6,62373,6,1,12,12,2,12
6,62374,1,1,55,64,5555,55
6,62374,2,1,98,33,9999,77
6,62374,3,1,55,69,5555,55
6,62374,4,1,55,63,5555,55
6,62374,5,1,14,33,9999,77
6,62374,6,1,98,43,9999,77
6,62374,7,1,98,39,9999,77
6,62374,8,1,98,43,9999,77
6,62374,9,1,6,39,9999,77
6,62374,10,1,81,46,9999,77
6,62374,11,1,98,30,9999,77
6,62375,1,1,55,63,5555,55
6,62375,2,1,14,33,9999,77
6,62375,3,1,14,33,9999,77
6,62375,4,1,55,67,5555,55
6,62375,5,1,98,38,9999,77
6,62375,6,1,0,1,9999,77
6,62376,1,1,55,63,5555,55
6,62376,2,1,98,30,9999,77
6,62377,1,1,12,8,9999,77
6,62378,1,1,55,68,5555,55
6,62378,2,1,11,12,2,11
6,62378,3,1,0,1,9999,77
6,62379,1,1,12,8,9999,77
6,62380,1,2,12,12,1,61
6,62381,1,1,8,12,2,98
6,62382,1,1,12,12,2,61
6,62383,1,1,55,63,5555,55
6,62383,2,1,12,8,9999,77
6,62383,3,1,55,69,5555,55
6,62384,1,1,12,9,9999,77
6,62385,1,1,11,12,2,11
6,62386,1,1,55,68,5555,55
6,62386,2,1,55,64,5555,55
6,62386,3,1,14,33,9999,77
6,62386,4,1,12,42,9999,77
6,62386,5,1,55,60,5555,55
6,62386,6,1,18,31,9999,77
6,62386,7,1,0,2,9999,77
6,62387,1,1,12,12,2,61
6,62387,2,1,98,12,3,6
6,62388,1,1,81,12,2,61
6,62388,2,1,55,64,5555,55
6,62388,3,1,7,25,9999,77
6,62388,4,1,14,25,9999,77
6,62388,5,1,11,25,9999,77
6,62388,6,1,13,21,9999,77
6,62388,7,1,55,60,5555,55
6,62388,8,1,18,54,3,12
6,62388,9,1,0,1,9999,77
6,62389,1,2,12,12,1,98
6,62389,2,1,98,12,3,5
6,62390,1,1,55,64,5555,55
6,62390,2,1,98,33,9999,77
6,62390,3,1,98,31,9999,77
6,62391,1,1,1,8,9999,77
6,62392,1,1,12,8,9999,77
6,62392,2,1,12,8,9999,77
6,62392,3,1,12,8,9999,77
6,62393,1,1,12,12,2,81
6,62393,2,1,55,64,5555,55
6,62393,3,1,61,25,9999,77
6,62394,1,1,12,8,9999,77
6,62395,1,1,63,45,2,6
6,62395,2,1,55,63,5555,55
6,62395,3,1,81,30,9999,77
6,62396,1,1,55,68,5555,55
6,62396,2,1,55,63,5555,55
6,62396,3,1,1,35,9999,77
6,62396,4,1,55,67,5555,55
6,62396,5,1,14,58,9999,77
6,62396,6,1,0,1,9999,77
6,62397,1,1,55,68,5555,55
6,62397,2,1,12,12,2,12
6,62398,1,1,55,63,5555,55
6,62398,2,1,98,33,9999,77
6,62398,3,1,82,42,9999,77
6,62399,1,1,12,12,2,6
6,62399,2,2,55,68,5555,55
6,62399,3,3,12,12,2,3
6,62399,4,3,55,63,5555,55
6,62399,5,3,0,51,9999,77
6,62399,6,3,0,1,9999,77
6,62400,1,2,12,12,1,83
6,62400,2,2,98,12,3,82
6,62400,3,1,55,63,5555,55
6,62400,4,1,98,8,9999,77
6,62400,5,1,98,8,9999,77
6,62400,6,1,98,8,9999,77
6,62400,7,1,98,19,9999,77
6,62400,8,1,98,19,9999,77
6,62400,9,1,6,46,9999,77
6,62401,1,1,6,8,9999,77
6,62402,1,1,12,15,9999,77
6,62403,1,1,55,63,5555,55
6,62403,2,1,12,33,9999,77
6,62403,3,1,9,30,9999,77
6,62403,4,1,0,1,9999,77
6,62404,1,1,12,8,9999,77
6,62405,1,1,55,68,5555,55
6,62405,2,1,12,12,2,12
6,62405,3,2,0,1,9999,77
6,62406,1,1,12,12,2,6
6,62406,2,1,19,30,9999,77
6,62407,1,1,12,12,2,81
6,62407,2,1,0,1,9999,77
6,62407,3,1,99,12,3,63
6,62408,1,1,55,63,5555,55
6,62408,2,1,12,42,9999,77
6,62409,1,1,12,8,9999,77
6,62410,1,2,1,12,1,7
6,62410,2,1,55,64,5555,55
6,62410,3,1,98,23,9999,77
6,62411,1,1,55,64,5555,55
6,62411,2,1,61,43,9999,77
6,62413,1,1,55,64,5555,55
6,62413,2,1,12,25,9999,77
6,62413,3,1,55,67,5555,55
6,62413,4,1,12,59,9999,77
6,62413,5,1,98,58,9999,77
6,62413,6,1,19,54,2,6
6,62413,7,1,0,1,9999,77
6,62414,1,1,12,8,9999,77
6,62415,1,1,55,68,5555,55
6,62415,2,1,55,64,5555,55
6,62415,3,1,98,42,9999,77
6,62416,1,1,12,8,9999,77
6,62416,2,2,98,8,9999,77
6,62416,3,3,98,8,9999,77
6,62417,1,1,55,71,9999,77
6,62417,2,1,14,33,9999,77
6,62417,3,1,12,42,9999,77
6,62418,1,1,12,8,9999,77
6,62418,2,1,12,8,9999,77
6,62419,1,1,55,63,5555,55
6,62419,2,1,12,33,9999,77
6,62419,3,1,55,67,5555,55
6,62419,4,1,12,41,9999,77
6,62419,5,1,0,1,9999,77
6,62420,1,1,12,12,2,6
6,62420,2,3,12,12,1,6
6,62421,1,1,55,63,5555,55
6,62421,2,1,99,9,9999,77
6,62422,1,1,55,63,5555,55
6,62422,2,1,61,30,9999,77
6,62423,1,1,5,12,2,11
6,62423,2,1,55,63,5555,55
6,62423,3,1,55,69,5555,55
6,62423,4,1,55,64,5555,55
6,62423,5,1,12,24,9999,77
6,62423,6,1,0,1,9999,77
6,62424,1,1,55,63,5555,55
6,62424,2,1,55,69,5555,55
6,62424,3,1,55,68,5555,55
6,62424,4,1,55,64,5555,55
6,62424,5,1,98,53,9999,77
6,62424,6,1,61,42,9999,77
6,62425,1,1,12,12,2,9
6,62425,2,2,55,63,5555,55
6,62425,3,2,12,14,3,6
6,62425,4,2,98,33,9999,77
6,62425,5,2,98,38,9999,77
6,62425,6,2,6,14,4,3
6,62426,1,1,55,63,5555,55
6,62426,2,1,9,30,9999,77
6,62427,1,1,55,63,5555,55
6,62427,2,1,12,18,9999,77
6,62427,3,1,0,1,9999,77
6,62427,4,1,98,30,9999,77
6,62427,5,1,19,43,9999,77
6,62428,1,1,12,8,9999,77
6,62429,1,1,55,68,5555,55
6,62429,2,1,61,12,2,61
6,62429,3,1,12,12,3,12
6,62430,1,1,12,8,9999,77
6,62431,1,1,12,8,9999,77
6,62432,1,1,12,8,9999,77
6,62433,1,1,12,8,9999,77
6,62434,1,1,11,9,9999,77
6,62435,1,1,55,68,5555,55
6,62435,2,1,12,12,2,12
6,62436,1,1,98,8,9999,77
6,62437,1,1,55,68,5555,55
6,62437,2,1,55,64,5555,55
6,62437,3,1,12,35,9999,77
6,62437,4,1,19,35,9999,77
6,62438,1,1,55,63,5555,55
6,62438,2,1,98,33,9999,77
6,62438,3,1,98,40,9999,77
6,62438,4,1,98,42,9999,77
6,62438,5,1,98,42,9999,77
6,62438,6,1,98,31,9999,77
6,62439,1,1,12,12,2,3
6,62439,2,2,55,63,5555,55
6,62439,3,2,6,42,9999,77
6,62439,4,1,55,63,5555,55
6,62439,5,1,6,19,9999,77
6,62440,1,1,12,8,9999,77
6,62441,1,1,12,8,9999,77
6,62442,1,1,55,68,5555,55
6,62442,2,1,12,12,2,81
6,62442,3,1,0,1,9999,77
6,62443,1,1,12,12,2,6
6,62443,2,2,6,12,3,12
6,62443,3,1,12,8,9999,77
6,62444,1,1,55,71,9999,77
6,62444,2,1,14,33,9999,77
6,62444,3,1,61,14,2,83
6,62444,4,1,83,14,3,62
6,62444,5,1,82,43,9999,77
6,62445,1,1,55,63,5555,55
6,62445,2,1,98,33,9999,77
6,62445,3,1,81,24,9999,77
6,62445,4,1,81,24,9999,77
6,62445,5,1,55,69,5555,55
6,62445,6,1,12,9,9999,77
6,62446,1,1,12,12,2,81
6,62447,1,1,12,8,9999,77
6,62448,1,1,12,8,9999,77
6,62449,1,1,9,12,2,12
6,62449,2,2,12,12,3,12
6,62449,3,1,55,63,5555,55
6,62449,4,1,12,8,9999,77
6,62449,5,1,12,8,9999,77
6,62449,6,1,12,39,9999,77
6,62449,7,1,12,14,4,1
6,62449,8,1,55,60,5555,55
6,62449,9,1,18,14,5,8
6,62449,10,1,55,60,5555,55
6,62449,11,1,18,14,6,4
6,62449,12,1,55,60,5555,55
6,62449,13,1,18,14,7,6
6,62449,14,1,55,60,5555,55
6,62449,15,1,18,14,8,6
6,62450,1,1,12,12,2,12
6,62450,2,2,55,63,5555,55
6,62450,3,2,98,24,9999,77
6,62450,4,1,55,63,5555,55
6,62450,5,1,98,24,9999,77
6,62451,1,1,55,68,5555,55
6,62451,2,2,12,12,1,81
6,62451,3,3,12,12,2,6
6,62452,1,1,12,12,2,81
6,62453,1,3,12,12,2,6
6,62453,2,2,12,12,1,6
6,62454,1,1,55,68,5555,55
6,62454,2,1,55,64,5555,55
6,62454,3,1,98,31,9999,77
6,62454,4,1,12,12,2,81
6,62454,5,1,55,68,5555,55
6,62454,6,2,55,68,5555,55
6,62454,7,1,55,64,5555,55
6,62454,8,1,14,33,9999,77
6,62454,9,1,0,1,9999,77
6,62454,10,1,81,30,9999,77
6,62454,11,2,55,64,5555,55
6,62454,12,1,98,12,2,13
6,62455,1,1,55,63,5555,55
6,62455,2,1,0,1,9999,77
6,62456,1,1,0,1,9999,77
6,62457,1,1,12,8,9999,77
6,62458,1,1,55,63,5555,55
6,62458,2,1,0,1,9999,77
6,62459,1,1,12,9,9999,77
6,62460,1,1,55,68,5555,55
6,62460,2,2,12,12,1,81
6,62461,1,1,12,8,9999,77
6,62462,1,1,55,68,5555,55
6,62462,2,1,12,12,2,12
6,62462,3,1,0,1,9999,77
6,62463,1,1,55,63,5555,55
6,62463,2,1,14,33,9999,77
6,62463,3,1,81,30,9999,77
6,62463,4,1,98,42,9999,77
6,62464,1,1,12,8,9999,77
6,62465,1,1,12,12,2,6
6,62466,1,1,12,9,9999,77
6,62467,1,1,55,68,5555,55
6,62467,2,1,12,12,2,12
6,62468,1,1,12,12,2,82
6,62469,1,1,6,12,2,12
6,62470,1,1,12,12,2,12
6,62471,1,1,12,12,2,4
6,62471,2,2,8,12,3,12
6,62472,1,1,12,8,9999,77
6,62473,1,1,55,63,5555,55
6,62473,2,1,55,69,5555,55
6,62473,3,1,55,68,5555,55
6,62473,4,1,12,12,2,12
6,62474,1,1,55,68,5555,55
6,62474,2,1,12,9,9999,77
6,62475,1,1,55,63,5555,55
6,62475,2,1,82,33,9999,77
6,62475,3,1,12,14,2,6
6,62476,1,1,12,12,2,6
6,62476,2,2,55,63,5555,55
6,62476,3,2,61,43,9999,77
6,62477,1,1,0,1,9999,77
6,62477,2,1,98,12,3,8
6,62477,3,1,98,12,2,12
6,62478,1,2,12,12,1,83
6,62478,2,1,55,64,5555,55
6,62478,3,1,61,39,9999,77
6,62478,4,2,55,63,5555,55
6,62478,5,2,61,30,9999,77
6,62478,6,2,61,43,9999,77
6,62478,7,2,61,39,9999,77
6,62479,1,1,12,8,9999,77
6,62481,1,1,0,1,9999,77
6,62481,2,1,19,14,2,6
6,62481,3,1,98,14,2,6
6,62482,1,1,55,61,5555,55
6,62482,2,1,18,54,2,61
6,62482,3,2,19,54,3,13
6,62482,4,3,55,64,5555,55
6,62482,5,3,98,24,9999,77
6,62483,1,1,12,8,9999,77
6,62484,1,1,98,9,9999,77
6,62485,1,1,55,68,5555,55
6,62485,2,1,55,64,5555,55
6,62485,3,1,6,59,9999,77
6,62485,4,1,55,69,5555,55
6,62485,5,1,19,58,9999,77
6,62486,1,1,55,64,5555,55
6,62486,2,1,55,69,5555,55
6,62486,3,1,55,63,5555,55
6,62486,4,1,98,59,9999,77
6,62486,5,1,0,1,9999,77
6,62486,6,1,98,38,9999,77
6,62487,1,1,55,64,5555,55
6,62487,2,1,61,25,9999,77
6,62487,3,1,55,69,5555,55
6,62487,4,1,55,63,5555,55
6,62487,5,1,98,33,9999,77
6,62487,6,1,98,35,9999,77
6,62487,7,1,0,1,9999,77
6,62488,1,1,98,8,9999,77
6,62489,1,1,12,8,9999,77
6,62490,1,2,12,12,1,2
6,62491,1,1,12,12,2,62
6,62491,2,1,5,12,2,7
6,62491,3,1,55,64,5555,55
6,62491,4,1,14,33,9999,77
6,62491,5,1,98,43,9999,77
6,62491,6,1,98,14,3,12
6,62491,7,1,6,39,9999,77
6,62491,8,1,19,14,4,98
6,62491,9,1,12,30,9999,77
6,62491,10,1,19,14,5,6
6,62491,11,1,19,14,6,6
6,62492,1,1,55,63,5555,55
6,62492,2,1,0,1,9999,77
6,62493,1,2,12,12,1,2
6,62494,1,1,55,63,5555,55
6,62494,2,1,12,35,9999,77
6,62494,3,1,0,1,9999,77
6,62494,4,1,13,18,9999,77
6,62495,1,1,55,79,9999,77
6,62495,2,1,98,59,9999,77
6,62495,3,1,98,14,2,11
6,62496,1,1,55,63,5555,55
6,62496,2,1,12,43,9999,77
6,62497,1,2,12,12,1,3
6,62498,1,1,11,12,2,3
6,62498,2,2,0,1,9999,77
6,62499,1,1,12,8,9999,77
6,62500,1,1,12,8,9999,77
6,62501,1,1,55,68,5555,55
6,62501,2,1,12,12,2,12
6,62501,3,1,98,12,3,98
6,62502,1,1,12,12,2,6
6,62502,2,2,55,63,5555,55
6,62502,3,2,14,33,9999,77
6,62502,4,2,98,30,9999,77
6,62502,5,2,61,42,9999,77
