STATE,ST_CASE,VEH_NO,PVE_Forms,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PVINTYPE,PVINMAKE,PVINA_MOD,PVIN_BT,PVINMODYR,PVIN_LNGT,PVIN_WGT,PWGTCD_TR,PWHLBS_LG,PWHLBS_SH,PSER_TR,PFUECODE,PMCYCL_DS,PCARBUR,PCYLINDER,PDISPLACE,PMCYCL_CY,PMCYCL_WT,PTIRE_SZE,PTON_RAT,PTRK_WT,PTRKWTVAR,PVIN_REST,PWHLDRWHL,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PIMPACT2,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
12,122135,3,2,0,30,9,20,48,43,0,3,0,12,6,49,32,49032,4,2010,1NXBU4EE7AZ2,1,N,X,B,U,4,E,E,7,A,Z,2,P,TOYT,CBL,4D,10,17,2723,,0,1024,,G,,F,4,110,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1,12,0,0,0,0
12,122171,3,2,0,24,12,16,0,12,6,3,0,0,6,12,481,12481,31,1993,1FTEF15Y6PNB,1,F,T,E,F,1,5,Y,6,P,N,B,T,FORD,F15,PK,93,17,,2,1330,1170,COF,G,,,6,300,,,,B,00000,00,A,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2,4,12,0,0,0,0
12,122175,4,3,0,28,10,19,32,12,1,3,0,12,6,55,33,55033,4,2000,KMHWF35V5YA2,K,M,H,W,F,3,5,V,5,Y,A,2,P,HYUN,SGL,4D,0,17,3069,,0,1063,,G,,F,6,152,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,5,4,3,14,0,0,0,0
12,122268,2,1,0,30,11,18,42,8,0,2,0,12,6,20,421,20421,15,2007,1GNFC13057R1,1,G,N,F,C,1,3,0,5,7,R,1,P,CHEV,CTA,UT,7,17,5443,,0,1160,,F,,F,8,323,,,17R265,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,1,12,0,0,0,0
12,122309,2,1,0,2,12,1,9,14,0,3,0,12,6,12,881,12881,63,1991,1FDPF70J0MVA,1,F,D,P,F,7,0,J,0,M,V,A,T,FORD,F70,CC,91,17,,7,2550,1290,MHV,G,,,8,429,,,,GN,00000,00,A,42,0,77,777777777,77777777777,3,1,97,1,0,0,0,0,0,0,0,0,12,12,4,8,12,0,0,0,0
13,130078,2,1,0,31,1,10,30,14,0,2,0,13,6,12,498,12498,40,2003,1FDXX47PX3EC,1,F,D,X,X,4,7,P,X,3,E,C,T,FORD,F4D,CB,3,17,,4,0,1620,DRW,D,,,8,366,,,,,00000,00,E,44,0,88,888888888,88888888888,2,1,96,1,0,0,0,0,0,8,1,0,7,7,6,2,12,40,0,0,0
13,130078,3,1,0,31,1,10,30,14,0,2,0,13,6,12,471,12471,30,2001,1FTYR10U01TA,1,F,T,Y,R,1,0,U,0,1,T,A,T,FORD,RNG,PK,1,17,,1,1175,1116,RNG,G,,,6,182,,,,B,3068,01,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,11,6,2,12,0,0,0,0
13,130123,2,1,0,19,2,2,5,1,0,2,0,4,6,23,881,23881,62,2000,1GDG6H1B5YJ9,1,G,D,G,6,H,1,B,5,Y,J,9,T,GMC,6H4,CB,0,17,,6,2810,1330,CSR,G,,,8,454,,,,,00000,00,,42,0,88,888888888,88888888888,2,1,1,1,0,0,0,0,0,0,0,0,11,11,6,2,12,0,0,0,0
13,130125,2,1,0,19,2,2,0,53,0,3,0,13,6,14,6,14006,4,1999,2MEFM75W7XX6,2,M,E,F,M,7,5,W,7,X,X,6,P,MERC,MGL,4D,99,17,3922,,0,1147,,G,,F,8,281,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,2,4,12,0,0,0,0
13,130155,2,1,0,26,2,14,24,14,0,3,0,47,6,37,31,37031,4,1991,2HGED6349MH5,2,H,G,E,D,6,3,4,9,M,H,5,P,HOND,CIV,2H,91,17,1867,,0,984,,G,,F,4,091,,,13R165,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,4,12,0,0,0,0
13,130160,2,1,1,1,3,9,16,14,0,2,0,93,6,82,881,82881,66,2000,1FUYDSEB3YPB,1,F,U,Y,D,S,E,B,3,Y,P,B,T,FRHT,FLD,TR,0,17,,8,0,0,CON,D,,,6,774,,,,,00000,00,,64,1,57,176208,57176208,3,6,1,1,0,0,0,0,0,0,0,0,6,6,4,1,12,0,0,0,0
13,130251,2,1,7,6,4,23,15,24,0,2,0,13,6,41,37,41037,4,1996,1YVGE22C6T55,1,Y,V,G,E,2,2,C,6,T,5,5,P,MAZD,UDL,4D,96,17,2749,,0,1028,,G,,F,4,122,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,4
13,130251,3,1,0,6,4,23,15,24,0,2,0,13,6,12,3,12003,2,2000,1FAFP4047YF1,1,F,A,F,P,4,0,4,7,Y,F,1,P,FORD,MUS,CP,0,17,3066,,0,1013,,G,,F,6,232,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,5,6,2,14,0,0,0,0
13,130277,3,2,0,14,2,20,10,12,7,3,0,13,6,35,47,35047,4,2000,1N4DL01A1YC1,1,N,4,D,L,0,1,A,1,Y,C,1,P,NISS,AGS,4D,0,17,2848,,0,1031,,G,,F,4,146,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,98,4,1,12,0,0,0,0
13,130277,4,2,0,14,2,20,10,12,7,3,0,13,6,20,471,20471,30,1995,1GCCS1442S81,1,G,C,C,S,1,4,4,2,S,8,1,T,CHEV,S14,PK,95,17,,1,1179,1083,S,G,,,4,133,,,,B,2822,01,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,98,2,1,12,0,0,0,0
13,130308,2,1,0,20,4,15,50,31,0,3,0,13,6,73,709,73709,89,2008,JKAEXEA178A0,J,K,A,E,X,E,A,1,7,8,A,0,M,KAWK,EX6,RC,8,17,,,,,,,649,,2,,4,393,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
13,130322,3,2,0,21,4,17,10,12,1,2,0,13,6,35,443,35443,20,2001,4N2ZN17T51D8,4,N,2,Z,N,1,7,T,5,1,D,8,P,NISS,QST,SV,1,17,3931,,0,1122,,G,,F,6,201,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
13,130377,2,1,1,2,5,19,16,14,0,2,0,13,6,49,32,49032,4,1999,1NXBR12E4XZ1,1,N,X,B,R,1,2,E,4,X,Z,1,P,TOYT,UVL,4D,99,17,2414,,0,970,,G,,F,4,109,,,14R175,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,1
13,130387,2,1,0,9,5,8,7,14,0,2,0,93,6,82,881,82881,63,2004,1FUJA6CV94LL,1,F,U,J,A,6,C,V,9,4,L,L,T,FRHT,COL,TR,4,17,,8,0,0,CON,D,,,6,782,,,,,00000,00,,64,0,57,824785,57824785,3,2,1,1,0,0,0,0,0,0,0,0,6,6,4,3,12,0,0,0,0
13,130402,2,1,0,20,5,8,45,53,0,3,0,93,6,82,881,82881,66,2004,1FUJA6CK84LM,1,F,U,J,A,6,C,K,8,4,L,M,T,FRHT,COL,TR,4,17,,8,0,0,CON,D,,,6,858,,,,,00000,00,,64,0,57,919213,57919213,3,5,96,1,0,0,0,0,0,0,0,0,3,3,4,4,12,0,0,0,0
13,130417,2,1,0,28,5,2,3,41,0,3,0,48,6,49,40,49040,6,1993,4T1SK12W3PU2,4,T,1,S,K,1,2,W,3,P,U,2,P,TOYT,CLE,SW,93,17,3219,,0,1031,,G,,F,4,132,,,000000,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,98,2,4,12,0,0,0,0
13,130466,2,1,1,30,4,1,2,14,0,2,0,13,6,82,881,82881,66,1998,2FUPCSZB4WA9,2,F,U,P,C,S,Z,B,4,W,A,9,T,FRHT,FLD,TR,98,17,,8,0,0,CON,D,,,6,774,,,,,00000,00,,64,1,15,71968092,1571968092,3,6,1,1,0,0,0,0,0,0,0,0,6,6,4,3,12,0,0,0,0
13,130505,2,1,0,9,7,12,29,14,0,2,0,13,6,20,481,20481,31,1997,2GCEK19R3V11,2,G,C,E,K,1,9,R,3,V,1,1,T,CHEV,GK1,PC,97,17,,2,1555,1415,GM4,G,,,8,350,,,,B,4544,00,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,1,12,0,0,0,0
13,130572,4,3,0,29,7,14,23,12,6,3,0,13,6,20,37,20037,4,1999,1G1ND52TXXY1,1,G,1,N,D,5,2,T,X,X,Y,1,P,CHEV,MAL,4D,99,17,3051,,0,1070,,G,,F,4,146,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,98,2,1,12,0,0,0,0
13,130572,5,3,0,29,7,14,23,12,6,3,0,13,6,49,40,49040,4,2000,4T1BG22K7YU9,4,T,1,B,G,2,2,K,7,Y,U,9,P,TOYT,UEX,4D,0,17,2998,,0,1051,,G,,F,4,132,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,98,2,1,12,0,0,0,0
13,130572,6,3,0,29,7,14,23,12,6,3,0,13,6,59,34,59034,4,2001,JT8BD69S7101,J,T,8,B,D,6,9,S,7,1,0,1,P,LEXS,GS3,4D,1,17,3638,,0,1102,,G,,F,6,183,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,98,2,1,12,0,0,0,0
13,130572,7,3,0,29,7,14,23,12,6,3,0,13,6,35,39,35039,4,2007,1N4BA41E97C8,1,N,4,B,A,4,1,E,9,7,C,8,P,NISS,MEL,4D,7,17,3474,,0,1112,,G,,F,6,,,,18R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,98,2,1,12,0,0,0,0
13,130627,3,2,0,26,8,17,14,12,6,3,0,13,6,37,31,37031,4,2006,1HGFA165X6L0,1,H,G,F,A,1,6,5,X,6,L,0,P,HOND,UCL,4D,6,17,2751,,0,1063,,G,,F,4,110,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,98,4,8,12,0,0,0,0
13,130696,2,1,0,7,9,4,58,14,0,2,0,23,6,82,881,82881,66,1998,1FUYSDYB4WL9,1,F,U,Y,S,D,Y,B,4,W,L,9,T,FRHT,FC2,TR,98,17,,8,0,0,CON,D,,,6,855,,,,,00000,00,,64,1,57,782294,57782294,3,6,1,1,0,0,0,0,0,0,0,0,7,98,6,2,12,0,0,0,0
13,130716,2,1,1,29,9,9,53,14,0,2,0,40,6,82,881,82881,66,2009,1FUJA6CK99DA,1,F,U,J,A,6,C,K,9,9,D,A,T,FRHT,COL,TR,9,17,,8,0,0,CON,D,,,6,855,,,,,00000,00,,64,1,57,432158,57432158,3,6,1,1,0,0,0,0,0,0,0,0,6,6,4,3,12,0,0,0,0
13,131046,2,1,0,5,12,12,16,45,0,4,0,0,6,85,881,85881,63,2001,1NKDLU9X61J8,1,N,K,D,L,U,9,X,6,1,J,8,T,KW,T80,CC,1,17,,8,2600,1600,CON,D,,,6,733,,,,,00000,00,,64,0,57,1344793,571344793,3,2,4,1,0,0,0,0,0,0,0,0,6,6,0,9,12,0,0,0,0
13,131046,3,1,0,5,12,12,16,45,0,4,0,0,0,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,0,9,12,0,0,0,0
13,131057,2,1,0,11,12,19,7,14,0,2,0,13,6,20,37,20037,4,2003,1G1NE52J23M6,1,G,1,N,E,5,2,J,2,3,M,6,P,CHEV,M/L,4D,3,17,3106,,0,1070,,G,,F,6,191,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,6,2,12,0,0,0,0
13,131057,3,1,1,11,12,19,7,14,0,2,0,13,6,22,16,22016,4,2002,1G2JB5248271,1,G,2,J,B,5,2,4,8,2,7,1,P,PONT,SFS,4D,2,17,2644,,0,1041,,G,,F,4,133,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,6,2,12,0,0,0,0
13,131120,3,2,0,22,8,16,55,12,7,3,0,13,6,41,50,41050,4,2006,1YVFP80C065M,1,Y,V,F,P,8,0,C,0,6,5,M,P,MAZD,M6I,4D,6,17,3091,,0,1053,,G,,F,4,138,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,98,8,1,12,0,0,0,0
15,150011,2,1,0,17,1,17,27,14,0,2,0,15,6,7,472,7472,30,1998,1B7GL22X2WS7,1,B,7,G,L,2,2,X,2,W,S,7,T,DODG,DAK,PC,98,17,,1,0,1309,DAK,G,,,6,239,,,,,3434,00,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,4,14,0,0,0,0
15,150024,2,1,0,7,4,4,18,14,0,2,0,15,6,84,881,84881,63,1990,1HTSDZ7N4LH2,1,H,T,S,D,Z,7,N,4,L,H,2,T,INTL,490,CC,90,17,,7,2540,1280,40S,D,,,6,466,,,,,00000,00,,42,0,15,000001900,15000001900,3,2,4,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,1,0
15,150072,2,1,0,13,9,22,38,25,0,2,0,15,6,7,402,7402,14,2001,1B4HS28N11F5,1,B,4,H,S,2,8,N,1,1,F,5,P,DODG,DUR,UT,1,17,4512,,0,1159,,G,,F,8,287,,,15R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
15,150072,3,1,4,13,9,22,38,25,0,2,0,15,6,2,404,2404,14,1997,1J4FX58S4VC6,1,J,4,F,X,5,8,S,4,V,C,6,T,JEEP,LRT,4W,97,17,,1,0,1059,GCK,G,,,6,242,,,,,3513,02,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
15,150079,3,2,0,2,10,14,2,12,1,2,0,15,6,42,45,42045,1,2005,WDBWK56F65F0,W,D,B,W,K,5,6,F,6,5,F,0,P,MERZ,SL0,CV,5,17,3231,,0,957,,G,,F,6,213,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,83,83,4,9,12,0,0,0,0
16,160039,3,2,0,11,6,14,30,12,6,3,0,16,6,20,9,20009,2,1968,124378N40791,1,2,4,3,7,8,N,4,0,7,9,1,P,CHEV,CAM,2T,68,13,2855,,0,1080,,G,,,8,,,,147.35,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,9,14,0,0,0,0
16,160051,2,1,1,23,6,16,10,14,0,2,0,16,6,7,442,7442,20,1997,2B4FP2532VR3,2,B,4,F,P,2,5,3,2,V,R,3,P,DODG,CAR,SV,97,17,3490,,0,1133,,G,,F,6,181,,,14R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,2,12,0,0,0,1
16,160139,2,1,0,25,11,15,25,14,0,2,0,16,6,12,881,12881,61,2008,1FDAF57R38EC,1,F,D,A,F,5,7,R,3,8,E,C,T,FORD,F5D,CB,8,17,,5,2010,1410,DRW,D,,,8,390,,,,D,6933,04,U,44,0,57,826931,57826931,2,1,97,1,0,0,0,0,0,0,0,0,1,1,6,2,14,0,0,0,0
17,170017,2,1,0,20,1,15,13,14,0,2,0,17,6,20,37,20037,4,2004,1G1ND52F64M6,1,G,1,N,D,5,2,F,6,4,M,6,P,CHEV,CLA,4D,4,17,3106,,0,1070,,G,,F,4,134,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
17,170017,3,1,0,20,1,15,13,14,0,2,0,17,6,37,31,37031,2,2002,1HGEM21512L0,1,H,G,E,M,2,1,5,1,2,L,0,P,HOND,UCL,CP,2,17,2465,,0,1031,,G,,F,4,102,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,0
17,170048,3,2,0,22,1,2,3,12,6,2,0,17,6,20,32,20032,4,1994,1Y1SK5365RZ0,1,Y,1,S,K,5,3,6,5,R,Z,0,P,GEO,GEP,4D,94,17,2348,,0,971,,G,,F,4,097,,,14R175,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,2,14,0,0,0,0
17,170048,4,2,0,22,1,2,3,12,6,2,0,17,6,49,40,49040,4,1994,JT2SK12E7R01,J,T,2,S,K,1,2,E,7,R,0,1,P,TOYT,CLE,4D,94,17,3086,,0,1031,,G,,F,4,132,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6,2,14,0,0,0,0
17,170054,2,1,1,12,2,23,26,14,0,2,0,48,6,85,881,85881,66,2011,1XKFD49X0BJ2,1,X,K,F,D,4,9,X,0,B,J,2,T,KW,T70,TR,11,17,,8,0,0,CON,D,,,6,915,,,,,00000,00,,64,1,57,79466,5779466,3,6,2,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
17,170076,3,2,0,10,1,15,44,12,6,3,0,17,6,48,401,48401,14,1999,JF1SF6555XH7,J,F,1,S,F,6,5,5,5,X,H,7,P,SUBA,FOR,UT,99,17,3130,,0,994,,G,,F,4,150,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,1,12,0,0,0,0
17,170076,4,2,0,10,1,15,44,12,6,3,0,17,6,12,23,12023,4,2007,3FAHP01187R1,3,F,A,H,P,0,1,1,8,7,R,1,P,FORD,FAE,4D,7,17,0,,0,1074,,G,,F,6,183,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
17,170076,5,2,0,10,1,15,44,12,6,3,0,17,6,12,35,12035,4,1999,1FAFP66L2XK1,1,F,A,F,P,6,6,L,2,X,K,1,P,FORD,CSS,4D,99,17,2774,,0,1065,,G,,F,6,155,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
17,170087,2,2,0,18,2,20,43,14,0,2,0,17,6,12,421,12421,15,1990,1FMEU15N2LLA,1,F,M,E,U,1,5,N,2,L,L,A,P,FORD,BRO,UT,90,17,4348,,0,1050,,G,,F,8,302,,,15R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
17,170120,2,1,0,24,3,14,50,31,0,3,0,17,6,30,42,30042,5,2010,WVWHV7AJ5AW4,W,V,W,H,V,7,A,J,5,A,W,4,P,VOLK,GTI,4H,10,17,3160,,0,1015,,G,,T,4,121,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,6,2,14,0,0,0,0
17,170120,3,1,0,24,3,14,50,31,0,3,0,17,6,54,421,54421,15,2010,2HNYD2H67AH5,2,H,N,Y,D,2,H,6,7,A,H,5,P,ACUR,MDX,UT,10,17,4550,,0,1083,,G,,F,6,226,,,18R255,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,61,61,6,2,14,0,0,0,0
17,170131,2,1,0,30,3,1,38,14,0,2,0,17,6,12,461,12461,21,2006,1FTSS34L26HA,1,F,T,S,S,3,4,L,2,6,H,A,T,FORD,3SD,EC,6,17,,2,0,1380,VAN,G,,,8,330,,,,D,5584,00,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,4,14,0,0,0,0
17,170131,3,1,0,30,3,1,38,14,0,2,0,17,6,37,31,37031,2,1990,2HGED6346LH5,2,H,G,E,D,6,3,4,6,L,H,5,P,HOND,CIV,2H,90,17,1867,,0,984,,G,,F,4,091,,,13R165,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,4,14,0,0,0,0
17,170224,2,1,3,9,5,11,54,45,0,4,0,92,0,98,998,98998,92,2003,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,98,2,1,45,0,0,0,1
17,170224,3,1,0,9,5,11,54,45,0,4,0,17,3,20,481,20481,40,1991,1GBHC34K5ME1,1,G,B,H,C,3,4,K,5,M,E,1,T,CHEV,GC3,CB,91,17,,2,1595,1315,GM4,G,,,8,350,,,,D,00000,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,1,14,0,0,0,0
17,170247,3,2,0,17,4,22,25,12,6,2,0,17,6,18,2,18002,4,1994,1G4HP52L4RH4,1,G,4,H,P,5,2,L,4,R,H,4,P,BUIC,LCF,4D,94,17,3449,,0,1108,,G,,F,6,231,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,8,8,14,0,0,0,0
17,170247,4,2,0,17,4,22,25,12,6,2,0,17,6,14,37,14037,4,1998,3MELM66L3WM6,3,M,E,L,M,6,6,L,3,W,M,6,P,MERC,MLE,4D,98,17,0,,0,1065,,G,,F,6,155,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,8,8,14,0,0,0,0
17,170284,2,1,0,7,6,13,51,14,0,2,0,17,6,87,881,87881,66,2008,1NPXD49X38D7,1,N,P,X,D,4,9,X,3,8,D,7,T,PTRB,389,TR,8,17,,8,0,0,CON,D,,,6,915,,,,,00000,00,,64,1,57,513830,57513830,3,6,1,1,0,0,0,0,0,0,0,0,6,98,6,2,12,0,0,0,0
17,170285,3,2,0,14,5,23,55,12,6,2,0,17,6,13,5,13005,4,1996,1LNLM81WXTY6,1,L,N,L,M,8,1,W,X,T,Y,6,P,LINC,EXC,4D,96,17,4040,,0,1174,,G,,F,8,281,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,1,14,0,0,0,0
17,170292,2,1,3,6,6,13,28,14,0,2,0,17,6,12,850,12850,65,1995,3FCMF53G2SJA,3,F,C,M,F,5,3,G,2,S,J,A,T,FORD,F5S,MH,95,17,,5,2280,1780,COF,G,,,8,460,,,,,00000,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,63,6,2,12,0,0,0,0
17,170311,2,1,0,21,4,6,0,14,0,2,0,17,6,23,431,23431,16,2000,1GKEK13T7YJ1,1,G,K,E,K,1,3,T,7,Y,J,1,T,GMC,YUK,4W,0,17,,2,0,1160,YUK,G,,,8,325,,,,B,5050,00,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,1,14,0,0,0,0
17,170313,2,1,0,17,6,3,45,14,0,2,0,17,6,86,881,86881,66,2008,1M1AW02Y48N0,1,M,1,A,W,0,2,Y,4,8,N,0,T,MACK,CXU,TR,8,17,,8,0,0,600,D,,,6,659,,,,,00000,00,,64,1,57,238954,57238954,3,6,2,1,0,0,0,0,0,0,0,0,61,61,6,2,12,0,0,0,0
17,170313,3,1,1,17,6,3,45,14,0,2,0,17,6,82,881,82881,63,2000,1FVXZCXB3YHG,1,F,V,X,Z,C,X,B,3,Y,H,G,T,FRHT,FC1,CC,0,17,,8,0,0,CON,D,,,6,677,,,,,00000,00,,64,0,57,1223277,571223277,3,2,97,1,0,0,0,0,0,0,0,0,61,61,2,1,14,0,0,0,0
17,170332,2,1,0,22,6,11,35,14,0,2,0,17,6,12,881,12881,61,2006,1FDXF46PX6ED,1,F,D,X,F,4,6,P,X,6,E,D,T,FORD,F4D,CB,6,17,,4,2000,1410,DRW,D,,,8,366,,,,,00000,00,U,42,0,88,888888888,88888888888,2,1,96,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
17,170348,2,1,0,5,7,6,56,8,0,2,0,39,6,82,881,82881,66,1996,2FUYDDYB1TA7,2,F,U,Y,D,D,Y,B,1,T,A,7,T,FRHT,FLD,TR,96,17,,8,0,0,CON,D,,,6,855,,,,,00000,00,,64,1,57,00237360,5700237360,3,6,1,1,0,0,0,0,0,0,0,0,11,11,2,3,8,0,0,0,0
17,170435,3,2,0,29,7,23,16,12,1,3,0,17,6,20,2,20002,4,2007,2G1WB58K9793,2,G,1,W,B,5,8,K,9,7,9,3,P,CHEV,IPL,4D,7,17,3674,,0,1105,,F,,F,6,214,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,4,14,0,0,0,0
17,170566,3,2,0,10,7,6,14,12,6,2,0,17,6,62,424,62424,15,2008,SALFP24N88H0,S,A,L,F,P,2,4,N,8,8,H,0,T,LNDR,LR2,4W,8,17,,1,0,1047,LR2,G,,,6,195,,,,,4255,00,L,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,8,8,12,0,0,0,0
17,170566,4,2,0,10,7,6,14,12,6,2,0,17,6,12,401,12401,14,1999,1FMZU34E1XUA,1,F,M,Z,U,3,4,E,1,X,U,A,P,FORD,EPR,UT,99,17,4128,,0,1116,,G,,F,6,245,,,15R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,8,8,12,0,0,0,0
17,170588,2,1,0,2,9,20,10,14,0,2,0,17,6,37,706,37706,80,2011,JH2RC537XBK1,J,H,2,R,C,5,3,7,X,B,K,1,M,HOND,V2B,RS,11,17,,,,,,,745,,2,,4,549,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,6,2,12,0,0,0,0
17,170599,2,1,0,23,8,0,52,9,0,2,0,17,6,12,17,12017,4,2004,1FAFP55U24A1,1,F,A,F,P,5,5,U,2,4,A,1,P,FORD,TSS,4D,4,17,3306,,0,1085,,G,,F,6,182,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,2,1,12,0,0,0,0
