STATE,ST_CASE,VEH_NO,PVE_Forms,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PVINTYPE,PVINMAKE,PVINA_MOD,PVIN_BT,PVINMODYR,PVIN_LNGT,PVIN_WGT,PWGTCD_TR,PWHLBS_LG,PWHLBS_SH,PSER_TR,PFUECODE,PMCYCL_DS,PCARBUR,PCYLINDER,PDISPLACE,PMCYCL_CY,PMCYCL_WT,PTIRE_SZE,PTON_RAT,PTRK_WT,PTRKWTVAR,PVIN_REST,PWHLDRWHL,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PIMPACT2,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
34,340186,3,1,1,28,4,14,35,14,0,2,0,34,6,84,881,84881,62,2004,1HTMMAAM44H6,1,H,T,M,M,A,A,M,4,4,H,6,T,INTL,430,CC,4,17,,6,0,0,40S,D,,,6,466,,,,,00000,00,,42,0,88,888888888,88888888888,2,1,3,1,0,0,0,0,0,0,0,0,6,6,4,3,14,0,0,0,0
34,340205,2,1,0,9,4,20,15,14,0,2,0,34,6,49,50,49050,3,2007,JTKDE1773701,J,T,K,D,E,1,7,7,3,7,0,1,P,TOYT,SXC,2H,7,17,2905,,0,1063,,G,,F,4,146,,,17R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,9,4,14,0,0,0,0
34,340224,2,1,0,25,6,3,22,8,0,2,0,34,6,35,48,35048,2,2003,JN1AZ34E93T0,J,N,1,A,Z,3,4,E,9,3,T,0,P,NISS,3ZC,CP,3,17,3062,,0,1083,,G,,F,6,214,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,9,2,12,0,0,0,0
34,340224,3,1,1,25,6,3,22,8,0,2,0,34,6,54,421,54421,15,2002,2HNYD18222H5,2,H,N,Y,D,1,8,2,2,2,H,5,P,ACUR,MDX,UT,2,17,4374,,0,1063,,G,,F,6,212,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,9,2,14,0,0,0,0
34,340224,4,1,2,25,6,3,22,8,0,2,0,34,6,37,32,37032,4,2007,1HGCM56407A1,1,H,G,C,M,5,6,4,0,7,A,1,P,HOND,ULX,4D,7,17,3197,,0,1079,,G,,F,4,146,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,9,2,12,0,0,0,0
34,340231,1,1,0,25,6,19,15,14,0,2,0,34,6,6,43,6043,1,2001,1C3EL45U21N6,1,C,3,E,L,4,5,U,2,1,N,6,P,CHRY,SLX,CV,1,17,3409,,0,1060,,G,,F,6,167,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,9,2,14,0,0,0,0
34,340265,2,1,0,30,7,16,34,14,0,2,0,34,6,35,47,35047,4,2006,1N4AL11E26N3,1,N,4,A,L,1,1,E,2,6,N,3,P,NISS,ASL,4D,6,17,2915,,0,1102,,G,,F,4,153,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,4,14,0,0,0,0
34,340265,3,1,0,30,7,16,34,14,0,2,0,34,6,41,51,41051,4,2004,JM1BK343X412,J,M,1,B,K,3,4,3,X,4,1,2,P,MAZD,M3H,4H,4,17,2826,,0,1039,,G,,F,4,140,,,17R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,4,14,0,0,0,0
34,340291,2,1,1,29,7,22,57,52,0,2,0,34,6,35,401,35401,14,2004,JN8DR09Y54W9,J,N,8,D,R,0,9,Y,5,4,W,9,P,NISS,PFI,UT,4,17,3997,,0,1063,,G,,F,6,213,,,16R255,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,9,2,14,0,0,0,0
34,340351,2,1,0,17,9,5,50,8,0,2,0,36,6,12,16,12016,4,2008,2FAFP70V78X1,2,F,A,F,P,7,0,V,7,8,X,1,P,FORD,CVS,4D,8,17,0,,1207,1147,,F,,F,8,281,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,1,12,0,0,0,0
34,340366,2,1,0,12,10,10,40,14,0,2,0,34,6,37,402,37402,14,2010,5J6RE4H54AL0,5,J,6,R,E,4,H,5,4,A,L,0,P,HOND,CRV,UT,10,17,3532,,0,1031,,G,,F,4,146,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,4,1,12,0,0,0,0
34,340366,3,1,1,12,10,10,40,14,0,3,0,34,6,20,421,20421,15,2004,1GNDT13X94K1,1,G,N,D,T,1,3,X,9,4,K,1,P,CHEV,BZR,UT,4,17,4134,,0,1070,,G,,F,6,262,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,8,2,4,54,0,0,0,0
34,340382,1,1,0,31,1,9,29,14,0,2,0,34,6,9,38,9038,4,1999,1P3EJ46C3XN6,1,P,3,E,J,4,6,C,3,X,N,6,P,PLYM,BEE,4D,99,17,2862,,0,1080,,G,,F,4,122,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,10,10,9,4,12,0,0,0,0
34,340398,3,2,0,20,8,2,5,12,6,2,0,34,6,37,31,37031,4,2000,1HGEJ8647YL0,1,H,G,E,J,8,6,4,7,Y,L,0,P,HOND,UAX,4D,0,17,2562,,0,1032,,G,,F,4,097,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,9,3,12,0,0,0,0
34,340398,4,2,0,20,8,2,5,12,6,2,0,34,6,7,20,7020,4,2003,1B3ES56C73D1,1,B,3,E,S,5,6,C,7,3,D,1,P,DODG,NXT,4D,3,17,2639,,0,1040,,G,,F,4,122,,,15R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,9,3,14,0,0,0,0
34,340398,5,2,0,20,8,2,5,12,6,2,0,34,6,22,2,22002,4,2004,1G2HX54K04U1,1,G,2,H,X,5,4,K,0,4,U,1,P,PONT,BVS,4D,4,17,3633,,0,1122,,G,,F,6,231,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,9,3,12,0,0,0,0
34,340412,2,1,0,11,10,1,0,31,0,3,0,34,6,49,40,49040,4,2004,4T1BE32KX4U7,4,T,1,B,E,3,2,K,X,4,U,7,P,TOYT,UXS,4D,4,17,3086,,0,1071,,G,,F,4,144,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,11,9,4,12,0,0,0,0
34,340417,2,1,1,30,10,3,0,18,0,4,0,34,3,23,881,23881,63,2008,1GDP8C1B68F4,1,G,D,P,8,C,1,B,6,8,F,4,T,GMC,C8C,CC,8,17,,8,2960,1400,C85,D,,,6,476,,,,,00000,00,,42,0,88,888888888,88888888888,3,1,96,1,0,0,0,0,0,0,0,0,12,12,9,2,45,0,0,0,0
34,340417,3,1,1,30,10,3,0,18,0,4,0,34,3,23,881,23881,63,2008,1GDP8C1B58F4,1,G,D,P,8,C,1,B,5,8,F,4,T,GMC,C8C,CC,8,17,,8,2960,1400,C85,D,,,6,476,,,,,00000,00,,42,0,88,888888888,88888888888,3,1,96,1,0,0,0,0,0,0,0,0,6,6,9,2,14,0,0,0,0
34,340422,2,1,0,26,8,22,52,42,0,3,0,34,6,12,481,12481,31,1989,1FTEX14N1KKB,1,F,T,E,X,1,4,N,1,K,K,B,T,FORD,F15,PC,89,17,,2,1550,1390,COF,G,,,8,302,,,,B,4108,02,A,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,13,6,4,12,0,0,0,0
34,340448,2,1,0,30,11,11,49,18,0,4,0,34,3,84,881,84881,63,1990,1HTSAZRN2LH2,1,H,T,S,A,Z,R,N,2,L,H,2,T,INTL,460,CC,90,17,,7,2540,1280,40S,D,,,8,444,,,,,00000,00,,42,0,88,888888888,88888888888,3,1,3,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
34,340457,2,1,1,29,9,23,43,14,0,2,0,39,6,85,881,85881,66,2007,1XKAD49X47J2,1,X,K,A,D,4,9,X,4,7,J,2,T,KW,T60,TR,7,17,,8,2600,1600,CON,D,,,6,915,,,,,00000,00,,64,1,57,394973,57394973,3,6,1,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
34,340469,2,1,2,2,10,2,39,14,0,2,0,34,6,13,1,13001,4,2007,1LNHM84W07Y6,1,L,N,H,M,8,4,W,0,7,Y,6,P,LINC,EXL,4D,7,17,4518,,0,1237,,G,,F,8,281,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,0,5,5,4,3,12,0,0,0,0
34,340477,2,1,0,18,10,13,57,33,0,3,0,34,6,49,40,49040,4,1995,JT2SK12E5S03,J,T,2,S,K,1,2,E,5,S,0,3,P,TOYT,CLE,4D,95,17,3086,,0,1031,,G,,F,4,132,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,9,4,12,0,0,0,0
34,340477,3,1,0,18,10,13,57,33,0,3,0,34,6,20,461,20461,21,2004,1GCGG25V9411,1,G,C,G,G,2,5,V,9,4,1,1,T,CHEV,E25,CG,4,17,,2,0,1350,EXP,G,,,8,293,,,,C,5002,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,99,9,4,12,0,0,0,0
34,340477,4,1,0,18,10,13,57,33,0,3,0,34,6,35,39,35039,4,2009,1N4AA51E79C8,1,N,4,A,A,5,1,E,7,9,C,8,P,NISS,MSV,4D,9,17,3556,,0,1093,,G,,F,6,214,,,18R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,99,9,4,12,0,0,0,0
34,340477,5,1,0,18,10,13,57,33,0,3,0,34,6,37,32,37032,4,2011,1HGCP2F86BA0,1,H,G,C,P,2,F,8,6,B,A,0,P,HOND,AXL,4D,11,17,3421,,0,1102,,G,,F,4,146,,,17R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,99,9,4,12,0,0,0,0
34,340498,2,1,0,13,11,11,12,10,0,3,0,34,6,7,482,7482,31,2003,1D7HU18D63J6,1,D,7,H,U,1,8,D,6,3,J,6,T,DODG,SQ1,CW,3,17,,2,1605,1405,RPC,G,,,8,345,,,,B,5005,02,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,9,9,1,12,0,0,0,0
34,340502,1,1,1,12,11,10,21,43,0,3,0,34,6,86,881,86881,63,1998,1M2B221C8WM0,1,M,2,B,2,2,1,C,8,W,M,0,T,MACK,DM6,CC,98,17,,8,0,0,600,D,,,6,728,,,,,00000,00,,64,0,57,237235,57237235,3,1,5,1,0,0,0,0,0,0,0,0,99,99,9,2,12,0,0,0,0
34,340504,1,1,1,28,11,16,6,14,0,2,0,34,6,51,881,51881,63,2007,4V5K99GH77N4,4,V,5,K,9,9,G,H,7,7,N,4,T,VOLV,VHD,CC,7,17,,8,0,0,VHD,D,,,6,732,,,,,00000,00,,,1,57,860747,57860747,3,4,4,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
34,340536,3,2,0,8,12,13,1,12,1,4,0,34,3,84,881,84881,63,2010,1HTWDAZR8AJ2,1,H,T,W,D,A,Z,R,8,A,J,2,T,INTL,740,CC,10,17,,8,0,0,70S,D,,,6,570,,,,,00000,00,,42,0,88,888888888,88888888888,3,1,96,1,0,0,0,0,0,0,0,0,7,7,4,4,12,0,0,0,0
34,340538,1,1,0,6,12,9,8,14,0,2,0,40,6,84,881,84881,66,2011,3HSDHSJR4BN4,3,H,S,D,H,S,J,R,4,B,N,4,T,INTL,PRO,TR,11,17,,8,0,0,PRO,D,,,6,793,,,,,00000,00,,64,1,57,0080806,570080806,3,6,1,1,0,0,0,0,0,0,0,0,6,6,9,2,14,0,0,0,0
34,340557,2,1,0,10,12,2,3,14,0,2,0,34,6,20,22,20022,4,2010,1G1AD5F50A71,1,G,1,A,D,5,F,5,0,A,7,1,P,CHEV,BLT,4D,10,17,3216,,0,1033,,G,,F,4,134,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,2,2,9,4,12,0,0,0,0
34,340557,3,1,0,10,12,2,3,14,0,2,0,36,6,20,481,20481,31,2009,1GCEK14J39Z1,1,G,C,E,K,1,4,J,3,9,Z,1,T,CHEV,SK1,PK,9,17,,2,1330,1190,SIL,G,,,8,323,,,,B,4798,02,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,99,9,4,12,0,0,0,0
34,340557,4,1,0,10,12,2,3,14,0,2,0,34,6,49,51,49051,4,2009,JTDKT9034952,J,T,D,K,T,9,0,3,4,9,5,2,P,TOYT,YAR,4H,9,17,2340,,0,969,,G,,F,4,091,,,14R175,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,18,6,4,12,0,0,0,0
34,340557,5,1,0,10,12,2,3,14,0,2,0,34,6,30,42,30042,5,2002,9BWGK61J9240,9,B,W,G,K,6,1,J,9,2,4,0,P,VOLK,GLS,4H,2,17,2793,,0,989,,G,,F,4,121,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,18,9,4,12,0,0,0,0
34,340557,6,1,0,10,12,2,3,14,0,2,0,34,6,34,34,34034,4,2002,WBAEV33492KL,W,B,A,E,V,3,3,4,9,2,K,L,P,BMW,325,4D,2,17,3219,,0,1073,,G,,F,6,152,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,18,9,9,12,0,0,0,0
34,340557,7,1,0,10,12,2,3,14,0,2,0,99,6,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,18,9,9,12,0,0,0,0
34,340558,2,1,0,8,12,14,7,53,0,3,0,34,6,7,481,7481,31,1993,3B7KM23C8PM1,3,B,7,K,M,2,3,C,8,P,M,1,T,DODG,W20,PC,93,17,,2,0,1490,W20,D,,,6,359,,,,B,4647,01,A,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,9,4,12,0,0,0,0
34,340572,2,1,0,14,10,1,27,8,0,2,0,34,6,84,881,84881,62,2007,1HTMMAAL67H4,1,H,T,M,M,A,A,L,6,7,H,4,T,INTL,430,CC,7,17,,6,0,0,40S,D,,,6,466,,,,,00000,00,,42,0,57,429306,57429306,2,2,3,1,0,0,0,0,0,0,0,0,11,11,9,3,12,0,0,0,0
34,340583,2,1,1,31,12,4,25,14,0,2,0,34,6,37,32,37032,2,1998,1HGCG3278WA0,1,H,G,C,G,3,2,7,8,W,A,0,P,HOND,UEX,CP,98,17,2963,,0,1051,,G,,F,4,138,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
34,340587,3,2,0,10,12,12,37,12,6,2,0,34,6,20,461,20461,21,1994,1GCEG25HXRF1,1,G,C,E,G,2,5,H,X,R,F,1,T,CHEV,G20,CG,94,17,,2,1250,1100,VAN,G,,,8,305,,,,C,3905,00,,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,9,4,12,0,0,0,0
34,340607,2,1,0,21,9,10,23,33,0,2,0,34,6,12,401,12401,14,2006,1FMEU73E86UA,1,F,M,E,U,7,3,E,8,6,U,A,P,FORD,EPR,UT,6,17,4456,,0,1137,,G,,F,6,244,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,5,9,3,12,0,0,0,0
35,350019,2,2,1,6,2,23,35,14,0,2,0,48,6,7,24,7024,4,2009,2B3KA43D99H5,2,B,3,K,A,4,3,D,9,9,H,5,P,DODG,CHA,4D,9,17,3820,,0,1200,,G,,F,6,165,,,17R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,81,6,2,12,0,0,0,0
35,350077,1,1,1,16,5,12,14,45,0,2,0,35,6,86,881,86881,66,1993,2MP2264Y7PC0,2,M,P,2,2,6,4,Y,7,P,C,0,T,MACK,,,93,17,,,,,,,,,,,,,,,,,,,1,57,00242249,5700242249,3,6,2,1,0,0,0,0,0,0,0,0,6,6,2,1,14,0,0,0,0
35,350077,2,1,0,16,5,12,14,45,0,4,0,35,3,12,481,12481,31,2007,1FDNF20517EB,1,F,D,N,F,2,0,5,1,7,E,B,T,FORD,F2S,PK,7,17,,2,0,1370,SRW,G,,,8,329,,,,C,5648,00,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
35,350100,2,1,1,30,6,14,54,14,0,3,0,48,6,98,881,98881,63,2006,4WWBGB3N36M6,4,W,W,B,G,B,3,N,3,6,M,6,U,,,,6,17,,,,,,,,,,,,,,,,,,,1,57,02037565,5702037565,3,4,3,1,0,0,0,0,0,0,0,0,6,6,4,1,14,0,0,0,0
35,350263,1,1,0,6,12,6,5,14,0,2,0,35,6,12,481,12481,31,1992,1FTDF15Y0NNA,1,F,T,D,F,1,5,Y,0,N,N,A,T,FORD,F15,PK,92,17,,1,1330,1170,COF,G,,,6,300,,,,B,3843,04,A,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,5,6,2,14,0,0,0,0
35,350263,2,1,0,6,12,6,5,14,0,2,0,35,6,12,481,12481,31,1997,1FTDX08W2VKC,1,F,T,D,X,0,8,W,2,V,K,C,T,FORD,F15,3C,97,17,,1,0,1390,COF,G,,,8,281,,,,B,4635,00,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
35,350264,2,1,0,27,12,15,54,14,0,2,0,35,6,20,481,20481,31,1994,1GCGK29F7RE1,1,G,C,G,K,2,9,F,7,R,E,1,T,CHEV,GK2,PC,94,17,,2,1555,1415,GM4,D,,,8,397,,,,C,4160,00,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,8,0,0,0,0
35,350264,3,1,0,27,12,15,54,14,0,2,0,35,6,12,18,12018,3,1994,1ZVLT22B7R51,1,Z,V,L,T,2,2,B,7,R,5,1,P,FORD,PGT,2H,94,17,2921,,0,1028,,G,,F,6,152,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
35,350265,2,1,0,20,12,2,55,14,0,2,0,48,6,35,472,35472,30,2002,1N6DD26S72C3,1,N,6,D,D,2,6,S,7,2,C,3,T,NISS,FKX,PC,2,17,,1,0,1161,FRT,G,,,4,146,,,,B,3099,01,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
35,350265,3,1,0,20,12,2,55,14,0,2,0,35,6,20,481,20481,31,1997,1GBHK34RXVF0,1,G,B,H,K,3,4,R,X,V,F,0,T,CHEV,GK3,CB,97,17,,2,1595,1315,GM4,G,,,8,350,,,,D,00000,00,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,12,6,2,8,0,0,0,0
35,350268,2,1,0,6,12,6,24,14,0,2,0,35,6,84,881,84881,62,2007,1HTMMAALX7H4,1,H,T,M,M,A,A,L,X,7,H,4,T,INTL,430,CC,7,17,,6,0,0,40S,D,,,6,466,,,,,00000,00,,42,0,0,1224171,001224171,2,2,4,1,0,0,0,0,0,0,0,0,6,6,6,2,14,0,0,0,0
35,350292,3,2,0,19,8,11,44,33,0,3,0,4,6,7,482,7482,31,2001,1B7HC16Y91S2,1,B,7,H,C,1,6,Y,9,1,S,2,T,DODG,150,PK,1,17,,2,1347,1187,RPC,G,,,8,318,,,,B,4010,02,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,81,6,2,14,0,0,0,0
35,350292,4,2,0,19,8,11,44,33,0,3,0,35,6,7,482,7482,31,2010,1D7RV1GP0AS2,1,D,7,R,V,1,G,P,0,A,S,2,T,DODG,Q15,CW,10,17,,2,0,1400,RPC,G,,,8,287,,,,B,5200,00,7,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,81,4,3,14,0,0,0,0
36,360073,1,1,0,24,1,3,48,14,0,2,0,36,6,13,1,13001,4,2001,1LNHM83W01Y6,1,L,N,H,M,8,3,W,0,1,Y,6,P,LINC,CAR,4D,1,17,4128,,0,1177,,G,,F,8,281,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
36,360105,2,1,0,19,2,4,0,14,0,2,0,36,6,84,881,84881,62,2000,1HTSCAAM2YH3,1,H,T,S,C,A,A,M,2,Y,H,3,T,INTL,470,CC,0,17,,6,2540,1280,40S,D,,,6,466,,,,,00000,00,,42,0,99,999999999,99999999999,2,1,98,1,0,0,0,0,0,0,0,0,6,6,2,9,12,0,0,0,0
36,360127,2,1,0,19,1,10,15,33,0,3,0,36,6,21,20,21020,2,1989,1G3WR14W0KD3,1,G,3,W,R,1,4,W,0,K,D,3,P,OLDS,SUI,CP,89,17,3075,,0,1075,,G,,F,6,173,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,62,62,6,9,14,0,0,0,0
36,360145,2,1,0,27,3,8,0,14,0,3,0,36,6,30,46,30046,4,2006,WVWEU73C86P0,W,V,W,E,U,7,3,C,8,6,P,0,P,VOLK,3LP,4D,6,17,3442,,0,1067,,G,,F,6,219,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,14,0,0,0,0
36,360195,2,1,0,26,3,1,46,42,0,3,0,36,6,35,50,35050,4,2010,3N1BC1CP9AL4,3,N,1,B,C,1,C,P,9,A,L,4,P,NISS,VSL,4H,10,17,2693,,0,1024,,G,,F,4,110,,,15R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,63,63,2,1,14,0,0,0,0
36,360222,2,1,0,1,4,15,45,19,0,2,0,36,6,20,399,20399,9,2003,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,12,0,0,0,0
36,360276,2,1,0,9,5,16,29,59,0,3,0,36,6,22,32,22032,6,2006,5Y2SL65826Z4,5,Y,2,S,L,6,5,8,2,6,Z,4,P,PONT,VIB,4H,6,17,2700,,0,1024,,G,,F,4,110,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
36,360276,3,1,0,9,5,16,29,59,0,3,0,36,6,49,403,49403,14,2004,JTEHD21A3400,J,T,E,H,D,2,1,A,3,4,0,0,P,TOYT,HIG,UT,4,17,3520,,0,1069,,G,,F,4,144,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
36,360276,4,1,0,9,5,16,29,59,0,3,0,36,6,6,442,6442,20,2000,2C4GJ25R6YR7,2,C,4,G,J,2,5,R,6,Y,R,7,P,CHRY,VOV,SV,0,17,3432,,0,1133,,G,,F,6,201,,,14R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,0
36,360276,5,1,0,9,5,16,29,59,0,3,0,36,6,19,14,19014,4,1998,1G6KY5490WU9,1,G,6,K,Y,5,4,9,0,W,U,9,P,CADI,STS,4D,98,17,3922,,0,1122,,G,,F,8,279,,,16R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,1,12,0,0,0,0
36,360282,2,1,0,15,4,22,45,9,0,3,0,36,6,35,47,35047,4,1996,1N4BU31D1TC1,1,N,4,B,U,3,1,D,1,T,C,1,P,NISS,AGS,4D,96,17,2756,,0,1031,,G,,F,4,146,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,1,14,0,0,0,0
36,360282,3,1,0,15,4,22,45,9,0,3,0,36,6,7,442,7442,20,2000,1B4GP44R9YB7,1,B,4,G,P,4,4,R,9,Y,B,7,T,DODG,GSS,ES,0,17,,1,0,1193,CAR,G,,,6,201,,,,,3863,00,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,1,14,0,0,0,0
36,360290,2,1,0,12,5,18,24,33,0,3,0,36,6,37,31,37031,4,2000,JHMEJ6675YS0,J,H,M,E,J,6,6,7,5,Y,S,0,P,HOND,UCL,4D,0,17,2456,,0,1032,,G,,F,4,097,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,6,2,14,0,0,0,0
36,360290,3,1,0,12,5,18,24,33,0,3,0,36,6,35,47,35047,4,2006,1N4AL11D06N3,1,N,4,A,L,1,1,D,0,6,N,3,P,NISS,ASL,4D,6,17,2915,,0,1102,,G,,F,4,153,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,82,82,2,1,14,0,0,0,0
36,360333,3,2,0,28,4,15,50,12,6,2,0,36,6,49,40,49040,4,2010,4T1BF3EK0AU5,4,T,1,B,F,3,E,K,0,A,U,5,P,TOYT,CBA,4D,10,17,3263,,0,1093,,G,,F,4,152,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,2,14,0,0,0,0
36,360356,2,1,0,8,4,23,59,14,0,2,0,36,6,41,37,41037,4,2001,1YVGF22D3152,1,Y,V,G,F,2,2,D,3,1,5,2,P,MAZD,U6X,4D,1,17,3023,,0,1051,,G,,F,6,152,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,7,6,2,12,0,0,0,0
36,360358,3,2,0,18,6,3,9,12,6,3,0,36,6,19,3,19003,4,1995,1G6KD52B9SU2,1,G,6,K,D,5,2,B,9,S,U,2,P,CADI,DFW,4D,95,17,3664,,0,1138,,G,,F,8,300,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,4,1,14,0,0,0,0
36,360358,4,2,0,18,6,3,9,12,6,3,0,36,6,22,20,22020,4,1990,1G2WJ54T2LF2,1,G,2,W,J,5,4,T,2,L,F,2,P,PONT,GFL,4D,90,17,3186,,0,1075,,G,,F,6,191,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,12,2,1,12,0,0,0,0
