ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10159,9,9,9,9,9,9,9,9,9,9
10160,0,0,0,0,0,0,0,0,0,0
10161,0,0,0,0,0,0,0,0,0,0
10162,0,0,13,0,0,0,0,0,0,0
10163,0,0,0,0,0,0,0,0,0,0
10164,0,0,0,0,0,0,12,0,0,0
10165,0,0,0,0,0,0,0,0,0,0
10166,0,0,0,0,0,0,0,0,0,0
10167,0,0,0,0,0,0,0,0,0,0
10168,13,13,13,13,13,13,13,13,13,13
10169,10,29,23,0,9,18,11,15,16,20
10170,12,12,12,12,12,12,12,12,12,12
10171,0,0,0,0,0,0,0,0,0,0
10172,0,25,19,25,25,16,27,0,27,11
10173,0,0,0,0,0,0,0,0,0,0
10174,2,2,2,2,2,2,4,2,2,2
10175,0,0,0,0,0,0,0,0,9,0
10176,0,0,0,0,0,0,0,0,0,0
10177,0,0,0,0,0,0,0,15,0,0
10178,0,15,9,0,0,22,0,0,0,0
10179,0,0,0,0,0,0,0,0,0,0
10180,0,0,0,11,0,0,0,0,0,0
10181,29,29,29,29,29,29,29,29,29,29
10182,0,0,0,0,0,0,0,0,0,0
10183,7,7,7,7,7,7,7,7,7,7
10184,0,0,0,0,0,0,0,0,0,0
10185,0,0,0,0,0,0,0,0,0,0
10186,0,0,0,0,0,0,0,0,0,0
10187,0,0,0,0,0,0,0,0,0,0
10188,17,17,17,17,17,17,17,17,17,17
10189,0,0,0,0,0,0,0,0,0,0
10190,7,7,7,7,7,7,7,7,7,7
10191,0,29,0,0,0,0,0,0,0,0
10192,0,0,0,0,0,0,0,0,0,0
10193,0,0,0,0,0,0,0,0,0,0
10194,14,0,0,0,15,11,0,0,0,0
10195,0,0,0,0,0,21,0,0,0,0
10196,0,0,0,0,12,0,5,0,0,0
10197,0,0,0,0,0,0,0,0,0,0
10198,0,0,0,0,0,0,0,0,0,0
10199,0,0,0,0,0,0,0,0,0,5
10200,14,9,6,15,25,20,18,24,19,27
10201,12,12,12,12,12,12,12,12,12,12
10202,0,0,0,0,0,0,0,6,0,0
10203,0,0,0,0,0,0,0,0,0,0
10204,0,0,0,0,12,0,0,0,0,0
10205,0,0,0,0,0,0,0,0,0,0
10206,16,16,16,16,16,16,16,16,16,16
10207,22,0,0,18,0,12,0,11,24,0
10208,0,0,0,5,0,0,32,0,0,6
10209,9,9,9,9,9,9,9,9,9,9
10210,19,7,0,10,18,15,12,35,8,26
10211,14,14,14,14,14,14,14,14,14,14
10212,21,21,21,21,21,21,21,21,21,21
10213,0,0,0,0,0,0,0,0,0,0
10214,0,9,0,0,0,0,0,0,0,0
10215,0,0,0,0,0,0,0,0,0,0
10216,28,28,28,28,28,28,28,28,28,28
10217,0,0,0,0,0,0,0,0,0,0
10218,0,0,0,28,0,0,0,0,0,0
10219,0,0,0,0,0,0,0,0,0,0
10220,0,0,0,0,0,0,0,0,0,0
10221,0,0,0,0,0,0,0,0,0,0
10222,0,0,0,0,0,0,0,0,0,0
10223,0,0,0,0,0,0,21,0,0,0
10224,13,0,0,10,0,0,0,0,25,0
10225,0,0,0,0,0,0,0,0,0,0
10226,18,25,4,8,19,0,0,28,17,17
10227,5,0,0,9,0,0,0,0,0,0
10228,0,0,0,0,0,0,0,0,23,0
10229,0,0,0,0,0,0,0,0,0,0
10230,0,0,0,0,0,0,0,0,0,0
10231,20,20,20,20,20,20,20,20,20,20
10232,6,0,0,0,0,0,0,0,0,0
10233,24,24,24,24,24,24,24,24,24,24
10234,22,31,0,0,0,0,0,0,0,26
10235,0,0,0,0,0,0,0,0,0,0
10236,0,0,0,0,0,0,0,0,0,0
10237,21,21,21,21,21,21,21,21,21,21
10238,0,0,19,40,0,0,0,22,0,0
10239,5,5,5,5,5,5,5,5,5,5
10240,0,0,0,0,0,0,0,0,0,0
10241,16,16,16,16,16,16,16,16,16,16
10242,0,0,0,0,0,0,0,0,0,0
10243,0,15,0,0,0,16,0,0,0,0
10244,0,0,0,0,0,0,0,0,0,0
10245,0,0,0,0,0,0,0,0,0,0
10246,12,12,12,12,12,12,12,12,12,12
10247,27,27,27,27,27,27,27,27,27,27
10248,5,5,5,5,5,5,5,5,5,5
10249,0,0,0,0,0,0,0,0,0,0
10250,0,0,0,0,0,0,0,0,0,0
10251,18,18,18,18,18,18,18,18,18,18
10252,0,0,0,0,0,0,0,0,0,0
10253,24,24,24,24,24,24,24,24,24,24
10254,49,29,27,31,9,41,23,0,61,18
10255,12,12,12,12,12,12,12,12,12,12
10256,18,18,18,18,18,18,18,18,18,18
10257,0,0,0,0,0,0,0,0,0,0
10258,22,22,22,22,22,22,22,22,22,22
10259,17,17,17,17,17,17,17,17,17,17
10260,0,0,0,0,0,0,0,0,0,0
10261,0,0,0,0,0,0,0,0,12,5
10262,0,0,0,0,0,0,0,0,0,0
10263,0,0,0,0,0,0,0,0,0,0
10264,0,0,0,0,0,0,0,0,0,0
10265,0,0,0,0,0,0,0,0,0,0
10266,0,0,0,0,0,0,19,0,0,0
10267,0,0,0,0,0,0,0,0,0,0
10268,0,0,0,0,0,0,0,0,0,0
10269,0,0,0,0,0,0,0,0,0,0
10270,10,10,10,10,10,10,10,10,10,10
10271,4,4,4,4,4,4,4,4,4,4
10272,0,0,0,0,0,0,0,0,0,0
10273,8,8,8,8,8,8,8,8,8,8
10274,0,0,0,0,0,0,0,0,0,0
10275,9,9,9,9,9,9,9,9,9,9
10276,0,0,0,0,0,0,0,0,0,0
10277,0,0,0,0,0,0,0,0,0,0
10278,25,25,25,25,25,25,25,25,25,25
10279,14,14,14,14,14,14,14,14,14,14
10280,22,22,22,22,22,22,22,22,22,22
10281,0,0,0,0,0,0,0,0,0,0
10282,16,16,16,16,16,16,16,16,16,16
10283,9,9,9,9,9,9,9,9,9,9
10284,19,19,19,19,19,19,19,19,19,19
10285,0,0,0,0,0,0,0,0,0,12
10286,0,0,0,0,12,0,0,0,0,0
10287,0,0,0,0,0,0,0,0,0,0
10288,0,34,0,0,0,0,0,0,25,8
10289,0,0,0,0,0,0,0,0,0,0
10290,0,0,0,0,0,0,0,0,0,0
10291,0,0,0,0,0,0,0,0,0,0
10292,0,0,0,0,0,0,0,0,0,0
10293,0,0,0,0,0,0,0,0,0,0
10294,0,0,0,0,0,0,0,0,0,0
10295,0,0,0,0,0,0,0,0,0,0
10296,0,0,0,0,0,0,0,0,0,0
10297,7,7,7,7,7,7,7,7,7,7
10298,0,0,0,0,0,0,0,0,0,0
10299,0,0,0,0,0,0,0,0,0,0
10300,34,30,15,24,10,17,9,0,10,14
10301,0,0,0,0,0,0,0,0,0,0
10302,26,0,0,0,0,0,0,12,14,0
10303,0,0,0,0,0,31,0,0,0,0
10304,0,0,0,0,0,0,0,0,0,0
10305,0,0,0,0,0,0,0,0,0,0
10306,0,0,0,0,6,21,0,0,0,7
10307,10,10,10,10,10,10,10,10,10,10
10308,21,21,21,21,21,21,21,21,21,21
10309,0,0,0,0,0,0,0,0,0,0
10310,8,8,8,8,8,8,8,8,8,8
10311,20,20,20,20,20,20,20,20,20,20
10312,7,15,15,13,27,18,25,10,15,22
10313,0,0,0,0,0,0,0,0,0,0
10314,20,20,20,20,20,20,20,20,20,20
10315,18,18,18,18,18,18,18,18,18,18
10316,0,0,0,0,0,0,0,0,0,0
10317,15,15,15,15,15,15,15,15,15,15
10318,13,13,13,13,13,13,13,13,13,13
10319,0,0,0,0,0,0,0,0,0,13
10320,0,0,0,0,0,0,0,0,20,0
10321,0,0,0,0,8,0,2,0,0,0
10322,0,0,0,0,0,0,0,0,0,0
10323,17,17,17,17,17,17,17,17,17,17
10324,0,0,0,0,0,0,0,0,0,0
10325,15,15,15,15,15,15,15,15,15,15
10326,10,10,10,10,10,10,10,10,10,10
10327,12,12,12,12,12,12,12,12,12,12
10328,13,13,13,13,13,13,13,13,13,13
10329,0,22,0,12,9,0,24,12,48,0
10330,0,0,0,0,0,0,0,0,0,0
10331,0,0,0,0,0,0,0,0,0,0
10332,0,0,0,19,0,0,0,10,0,0
10333,0,12,0,0,0,0,0,0,0,0
10334,14,14,14,14,14,14,14,14,14,14
10335,16,0,0,0,0,0,0,0,0,0
10336,0,18,0,0,0,0,0,0,0,0
10337,8,0,0,0,17,15,17,0,0,0
10338,1,1,1,1,1,1,1,1,1,1
10339,13,13,13,13,13,13,13,13,13,13
10340,22,22,22,22,22,22,22,22,22,22
10341,33,33,33,33,33,33,33,33,33,33
10342,15,14,17,31,21,19,20,24,32,40
10343,0,0,0,0,0,0,0,0,0,0
10344,9,9,9,9,9,9,9,9,9,9
10345,0,0,0,0,0,0,0,0,0,0
10346,0,16,0,0,0,0,0,0,0,0
10347,0,0,0,0,0,0,0,0,0,0
10348,3,3,3,3,3,3,3,3,3,3
10349,0,0,0,0,0,0,0,0,0,0
10350,0,0,0,0,0,0,0,0,0,0
10351,24,24,24,24,24,24,24,24,24,24
10352,0,0,0,0,0,0,0,0,0,0
10353,0,0,0,0,0,0,0,0,0,0
10354,13,13,13,13,13,13,13,13,13,13
10355,0,0,0,0,30,8,0,0,0,0
10356,0,0,0,0,0,0,0,0,0,0
10357,0,0,0,0,0,0,0,0,0,0
10358,0,0,0,0,0,0,0,0,0,0
10359,20,20,20,20,20,20,20,20,20,20
10360,19,19,19,19,19,19,19,19,19,19
10361,0,0,0,0,0,0,0,0,0,0
10362,11,11,11,11,11,11,11,11,11,11
10363,0,0,0,0,0,0,0,0,0,0
10364,20,20,20,20,20,20,20,20,20,20
10365,22,22,22,22,22,22,22,22,22,22
10366,0,0,28,0,0,0,0,0,0,0
10367,0,0,0,0,0,0,0,0,0,0
10368,0,0,0,0,0,0,0,30,0,0
10369,0,0,0,0,0,0,0,0,0,0
10370,0,0,0,0,0,0,0,0,0,0
10371,19,19,19,19,19,19,19,19,19,19
10372,10,10,10,10,10,10,10,10,10,10
10373,0,0,0,0,0,0,0,0,0,0
10374,0,0,0,0,0,0,0,0,0,0
10375,25,25,25,25,25,25,25,25,25,25
10376,0,0,0,0,0,0,0,0,0,0
10377,21,21,40,0,0,0,0,0,20,0
10378,13,13,13,13,13,13,13,13,13,13
10379,24,0,0,0,0,14,0,0,0,14
10380,0,0,0,0,0,8,19,0,20,0
10381,17,17,17,17,17,17,17,17,17,17
10382,0,0,0,0,0,0,0,0,0,0
10383,0,0,0,0,17,23,0,18,0,0
10384,5,5,5,5,5,5,5,5,5,5
10385,0,0,11,0,0,0,0,0,0,0
10386,9,9,9,9,9,9,9,9,9,9
10387,0,0,0,0,0,0,0,0,0,0
10388,0,0,0,0,0,0,0,0,0,0
10389,0,0,0,0,0,0,0,0,0,0
10390,0,0,0,0,0,0,0,0,0,0
10391,21,0,16,0,0,0,0,0,0,0
10392,4,19,20,26,13,16,8,35,12,19
10393,0,0,0,0,0,0,0,0,0,0
10394,21,21,21,21,21,21,21,21,21,21
10395,0,0,0,0,0,0,0,0,0,0
10396,0,0,0,0,0,0,0,0,0,0
10397,10,10,10,10,10,10,10,10,10,10
10398,0,0,0,0,0,0,0,0,18,0
10399,0,0,0,0,0,0,0,0,18,0
10400,0,25,17,10,16,0,0,0,0,0
10401,8,8,8,8,8,8,8,8,8,8
10402,0,0,0,0,0,0,0,0,0,0
10403,0,0,0,0,0,0,0,0,0,0
10404,0,0,0,0,0,0,0,0,0,0
10405,0,0,0,0,0,0,0,0,0,0
10406,25,25,25,25,25,25,25,25,25,25
10407,24,24,24,24,24,24,24,24,24,24
10408,21,21,21,21,21,21,21,21,21,21
10409,21,39,14,14,14,14,14,14,14,14
10410,43,43,43,43,43,43,43,43,43,43
10411,0,0,0,0,0,0,0,0,0,0
10412,18,0,0,0,0,0,0,0,0,11
10413,0,0,0,0,0,0,0,0,0,0
10414,0,0,0,0,0,0,0,0,0,0
10415,13,13,13,13,13,13,13,13,13,13
10416,18,0,0,0,0,0,0,10,0,0
10417,0,0,0,0,0,0,0,0,0,0
10418,21,21,21,21,21,21,21,21,21,21
10419,30,30,30,30,30,30,30,30,30,30
10420,0,0,0,0,0,0,0,0,0,0
10421,0,0,0,0,0,0,0,0,0,0
10422,25,25,25,25,25,25,25,25,25,25
10423,0,0,0,0,0,0,0,0,28,0
10424,14,13,26,8,19,20,19,14,25,12
10425,17,17,17,17,17,17,17,17,17,17
10426,7,0,0,0,0,21,0,0,8,0
10427,37,37,37,37,37,37,37,37,37,37
10428,0,0,0,0,0,0,0,0,0,0
10429,7,7,7,7,7,7,7,7,7,7
10430,0,0,0,0,0,0,0,0,0,0
10431,8,8,8,8,8,8,8,8,8,8
10432,0,0,0,0,0,0,0,0,0,0
10433,0,0,0,0,0,0,0,0,0,0
10434,0,0,0,0,0,0,0,0,0,0
10435,0,0,0,0,0,0,0,0,0,0
10436,7,7,7,7,7,7,7,7,7,7
10437,21,21,21,21,21,21,21,21,21,21
10438,5,5,5,5,5,5,5,5,5,5
10439,0,0,0,0,0,0,0,0,0,0
10440,0,0,0,0,0,0,0,0,0,0
10441,0,0,0,0,0,0,0,0,0,0
10442,10,0,0,0,0,0,0,0,0,0
10443,5,5,5,5,5,5,5,5,5,5
10444,0,0,0,0,0,0,0,0,0,0
10445,0,0,0,0,0,0,0,0,0,0
10446,0,0,0,25,12,18,0,20,0,0
10447,25,25,25,25,25,25,25,25,25,25
10448,0,0,0,4,0,0,0,0,0,0
10449,10,10,10,10,10,10,10,10,10,10
10450,13,23,10,41,15,26,33,27,22,38
10451,0,0,0,20,0,0,15,0,0,17
10452,0,0,0,0,0,0,0,0,0,0
10453,14,14,14,14,14,14,14,14,14,14
10454,20,12,8,31,9,23,14,5,40,22
10455,0,0,10,3,0,0,0,0,0,0
10456,0,0,0,0,0,0,0,0,0,0
10457,0,0,0,0,0,0,0,0,0,0
10458,34,34,34,34,34,34,34,34,34,34
10459,0,0,0,0,0,0,0,0,0,0
10460,0,0,12,0,0,0,0,0,0,0
10461,0,0,0,0,0,0,0,0,0,0
10462,20,20,20,20,20,20,20,20,20,20
10463,0,0,0,0,0,0,0,0,0,0
10464,1,1,1,1,1,1,1,1,1,1
10465,0,0,0,0,0,0,0,0,0,0
10466,0,0,0,0,0,0,0,0,0,0
10467,0,0,0,0,0,0,0,0,0,0
10468,23,23,23,23,23,23,23,23,23,23
10469,11,11,11,11,11,11,11,11,11,11
10470,0,0,0,0,0,0,0,0,0,0
10471,11,11,0,11,0,9,0,0,0,0
10472,0,0,0,0,0,0,0,0,0,0
10473,0,0,0,0,0,0,0,0,0,0
10474,26,26,26,26,26,26,26,26,26,26
10475,0,15,0,38,0,0,19,13,13,0
10476,0,0,0,0,0,0,0,0,0,0
10477,0,0,0,0,0,0,0,0,0,0
10478,0,0,0,0,0,0,0,0,0,0
10479,1,1,1,1,1,1,1,1,1,1
10480,0,0,0,0,0,0,0,0,0,0
10481,16,16,16,16,16,16,16,16,16,16
10482,15,15,15,15,15,15,15,15,15,15
10484,0,0,0,0,0,0,0,0,0,0
10485,0,0,0,0,0,0,0,0,0,0
10486,0,0,0,0,0,0,0,0,0,0
10487,0,0,0,0,0,0,0,0,0,0
10488,22,15,22,21,35,24,15,22,26,18
10489,0,0,0,0,0,0,0,0,0,0
10490,0,0,0,0,0,27,0,0,0,0
10491,0,0,0,0,0,0,0,0,0,0
10492,0,0,0,0,0,0,0,0,0,0
10493,0,0,0,0,0,0,0,0,0,0
10494,0,0,0,0,0,0,0,0,0,0
10495,14,19,14,13,11,25,7,27,0,18
10496,42,42,42,42,42,42,42,42,42,42
10497,26,0,0,0,0,8,0,0,0,23
10498,0,0,0,0,0,0,0,0,0,0
10499,0,0,22,0,0,0,0,0,0,0
10500,0,0,0,0,0,0,0,0,0,0
10501,0,0,0,0,0,0,0,0,0,0
10502,0,0,0,0,0,3,0,0,0,0
10503,0,0,0,0,0,0,0,0,0,0
10504,0,0,0,0,0,0,0,0,0,0
10505,0,0,0,0,0,0,0,0,0,0
10506,27,15,24,16,15,0,19,23,13,27
10507,0,0,0,0,0,0,0,0,0,0
10508,0,0,11,6,11,20,23,0,9,0
10509,9,35,27,0,25,5,15,22,27,0
10510,22,22,22,22,22,22,22,22,22,22
10511,15,18,16,20,29,13,29,17,19,24
10512,0,0,13,0,0,0,0,0,0,0
10513,0,0,0,0,0,0,0,0,0,0
10514,0,0,0,0,0,0,0,0,0,0
10515,0,0,0,0,0,0,0,0,0,0
10516,23,23,23,23,23,23,23,23,23,23
10517,0,0,0,0,0,0,0,0,0,0
10518,1,1,1,1,1,1,1,1,1,1
10519,0,0,0,0,0,0,0,0,0,0
10520,0,0,0,0,0,0,0,0,0,0
10521,0,0,7,0,0,0,0,0,0,0
10522,11,11,14,17,22,23,14,17,10,21
10523,0,0,0,0,0,14,0,0,0,0
10524,0,0,0,0,0,0,0,0,0,0
10525,22,22,22,22,33,22,22,22,22,22
10526,0,0,0,0,0,0,0,0,0,0
10527,0,0,0,0,0,0,0,0,0,0
10528,0,0,13,0,0,0,0,0,0,0
10529,0,0,0,0,0,0,0,0,0,0
10530,0,0,0,0,0,0,0,0,0,0
10531,9,9,9,9,9,9,9,9,9,9
10532,0,0,0,0,0,0,0,0,0,0
10533,0,0,0,0,0,0,0,0,0,0
10534,0,0,0,0,0,0,0,0,0,0
10535,0,0,0,0,0,0,0,0,0,0
10536,1,1,1,1,1,1,1,1,1,1
10537,17,13,14,27,14,21,23,29,14,23
10538,17,17,17,17,17,17,17,17,17,17
10539,0,0,0,0,0,0,0,0,0,0
10540,27,41,40,25,31,30,31,23,14,15
10541,0,0,0,0,0,0,0,0,0,2
10542,0,0,0,0,0,0,0,0,0,0
10543,0,0,0,0,0,0,0,0,0,0
10544,6,6,6,6,6,6,6,6,6,6
10545,0,0,0,0,10,0,8,0,11,15
10546,0,0,0,0,0,0,0,0,0,0
10547,0,0,0,0,0,0,0,0,0,0
10548,3,3,3,3,3,3,3,3,3,3
10549,16,16,16,16,16,16,16,16,16,16
10550,26,0,11,18,36,0,3,11,0,0
10551,0,0,0,0,0,0,0,0,0,0
10552,0,0,0,0,0,0,0,0,0,0
10553,0,0,0,0,0,0,0,0,0,0
10554,0,0,0,0,0,0,0,0,0,0
10555,0,0,0,0,0,0,0,0,0,0
10556,0,0,24,0,0,0,0,0,0,0
10557,0,0,0,0,0,0,0,0,0,0
10558,12,29,21,16,23,12,29,30,17,28
10559,0,0,0,0,0,0,0,0,0,0
10560,0,0,0,0,0,0,0,0,0,0
10561,9,9,9,9,9,9,9,9,9,9
10562,10,0,0,0,0,0,0,0,0,0
10563,0,0,0,0,0,0,0,0,0,0
10564,33,24,14,24,13,8,9,14,0,14
10565,0,0,0,0,0,0,0,0,0,0
10566,11,0,0,0,0,0,13,0,0,0
10567,0,0,0,0,0,0,0,0,0,0
10568,0,0,0,0,0,0,0,0,0,0
10569,0,0,0,0,0,0,0,0,0,0
10570,1,1,1,1,1,1,1,1,1,1
10571,11,11,11,11,11,11,11,11,11,11
10572,0,0,0,0,0,0,0,0,0,0
10573,0,0,0,0,0,0,0,0,0,0
10574,0,0,0,0,0,0,0,0,0,0
10575,0,0,0,0,0,0,0,0,0,0
10576,39,33,24,22,20,20,17,23,30,24
10577,0,0,0,0,0,0,0,0,0,0
10578,0,0,0,0,0,0,0,0,0,0
10579,0,0,0,0,0,0,0,0,0,0
10580,0,0,0,0,0,0,0,0,0,0
10581,0,8,0,0,12,0,0,0,0,0
10582,0,0,0,0,0,0,0,0,0,0
10583,4,17,18,33,10,23,14,14,18,6
10584,25,7,15,12,18,17,22,27,11,14
10585,0,0,0,0,0,0,0,0,0,0
10586,26,26,26,26,26,26,26,26,26,26
10587,27,27,27,27,27,27,27,27,27,27
10588,0,0,0,0,0,0,0,0,0,0
10589,28,22,10,12,10,13,10,21,10,10
10590,0,0,0,0,0,0,0,0,0,0
10591,0,0,0,0,2,0,0,0,0,0
10592,0,17,35,19,11,16,24,0,0,0
10593,16,22,13,28,29,6,9,20,9,19
10594,16,45,21,40,17,15,35,0,16,31
10595,0,0,0,0,0,0,0,0,0,0
10596,0,0,0,0,0,0,0,15,0,0
10597,0,0,0,0,0,0,0,0,0,0
10598,0,0,0,0,0,0,0,0,0,0
10599,0,0,0,0,0,0,0,0,0,0
10600,0,0,0,0,0,0,0,0,0,0
10601,0,0,0,0,0,0,0,0,0,0
10602,24,0,9,18,12,0,0,0,0,14
10603,0,17,0,0,0,20,18,0,31,0
10604,0,0,0,0,0,0,0,0,0,0
10605,13,0,0,0,0,0,0,0,0,0
10606,0,0,0,0,0,0,0,0,0,0
10607,0,0,0,0,0,0,0,0,0,0
