STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PNUMOCCSNAME,PDAY,PDAYNAME,PMONTH,PMONTHNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PMAKE,PMAKENAME,PMODEL,PMAK_MOD,PBODYTYP,PBODYTYPNAME,PMODYEAR,PMODYEARNAME,PVIN,PVINNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PTRAILERNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PMCARR_ID,PMCARR_IDNAME,PGVWR,PGVWRNAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDERIDE,PUNDERIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PVEH_SC1,PVEH_SC1NAME,PVEH_SC2,PVEH_SC2NAME,PFIRE,PFIRENAME,PDEATHS
49,Utah,490208,2,1,0,None,10,10,7,July,22,10:00pm-10:59pm,39,39,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,49,Utah,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,98,Other Make,850,Other Make Motor Home,73,"Camper or motorhome, unknown truck type",1993,1993,1EC5R2922P15,1EC5R2922P15,1,E,C,5,R,2,9,2,2,P,1,5,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
50,Vermont,500027,2,1,0,None,17,17,8,August,15,3:00pm-3:59pm,12,12,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,82,Freightliner,881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",1999,1999,1FUYDCYB2XPF,1FUYDCYB2XPF,1,F,U,Y,D,C,Y,B,2,X,P,F,1,One Trailing Unit,57,US DOT,696143,696143,57696143,57696143,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,11,11 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
50,Vermont,500046,2,1,0,None,3,3,12,December,12,12:00pm-12:59pm,35,35,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,92,No Registration,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,99,Unknown Make,999,"Unknown Make Unknown (as to automobile, motored cycle, light truck or truck)",99,Unknown body type,9999,Unknown,888888888888,Not Reported,8,8,8,8,8,8,8,8,8,8,8,8,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,13,Top,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510100,2,1,0,None,24,24,2,February,5,5:00am-5:59am,7,7,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,84,International Harvester/Navistar,884,International Harvester/Navistar Medium/Heavy - Unknown engine location,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2012,2012,1HSHWSJN9CJ6,1HSHWSJN9CJ6,1,H,S,H,W,S,J,N,9,C,J,6,1,One Trailing Unit,57,US DOT,00333690,00333690,5700333690,5700333690,3,"26,001 lbs. or more",6,Truck Tractor/Semi-Trailer,97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510109,2,1,0,None,17,17,3,March,18,6:00pm-6:59pm,38,38,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,2,Jeep / Kaiser-Jeep / Willys- Jeep,404,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2004,2004,1J4GW48S14C1,1J4GW48S14C1,1,J,4,G,W,4,8,S,1,4,C,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510124,3,2,0,None,31,31,1,January,2,2:00am-2:59am,33,33,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,21,Ford Five Hundred,4,"4-door sedan, hardtop",2007,2007,1FAHP24197G1,1FAHP24197G1,1,F,A,H,P,2,4,1,9,7,G,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510124,4,2,0,None,31,31,1,January,2,2:00am-2:59am,33,33,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,39,Chevrolet Aveo/Aveo 5,4,"4-door sedan, hardtop",2008,2008,KL1TD66648B2,KL1TD66648B2,K,L,1,T,D,6,6,6,4,8,B,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510146,3,2,0,None,13,13,4,April,14,2:00pm-2:59pm,45,45,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,41,Mazda,51,Mazda Mazda3,4,"4-door sedan, hardtop",2004,2004,JM1BK3234411,JM1BK3234411,J,M,1,B,K,3,2,3,4,4,1,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510172,2,1,2,02,25,25,3,March,13,1:00pm-1:59pm,0,0,59,Traffic Sign Support,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,18,Buick / Opel,7,Buick / Opel Century,4,"4-door sedan, hardtop",1994,1994,1G4AG55M2R64,1G4AG55M2R64,1,G,4,A,G,5,5,M,2,R,6,4,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,9,9 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,1
51,Virginia,510172,3,1,1,01,25,25,3,March,13,1:00pm-1:59pm,0,0,59,Traffic Sign Support,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,47,Tennessee,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,7,Dodge,482,Dodge Ram Pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",1997,1997,3B7HC13Z3VG7,3B7HC13Z3VG7,3,B,7,H,C,1,3,Z,3,V,G,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,11,11 Clock Point,9,Unknown,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510232,2,1,0,None,25,25,5,May,20,8:00pm-8:59pm,20,20,18,Other Object (not fixed),0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,481,Ford F-Series pickup,31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2001,2001,1FTRW07L71KA,1FTRW07L71KA,1,F,T,R,W,0,7,L,7,1,K,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,8,8 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510264,2,1,0,None,5,5,4,April,0,0:00am-0:59am,43,43,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,49,Toyota,32,Toyota Corolla,4,"4-door sedan, hardtop",2010,2010,2T1BU4EE2AC4,2T1BU4EE2AC4,2,T,1,B,U,4,E,E,2,A,C,4,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510287,4,3,0,None,24,24,6,June,18,6:00pm-6:59pm,59,59,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,401,Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2003,2003,1FMZU73K73UB,1FMZU73K73UB,1,F,M,Z,U,7,3,K,7,3,U,B,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510294,2,2,0,None,19,19,6,June,3,3:00am-3:59am,49,49,45,Working Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,4,"Working Motor Vehicle (highway construction, maintenance, utility only)",0,No,51,Virginia,4,Vehicle Registered as Rental Vehicle,84,International Harvester/Navistar,884,International Harvester/Navistar Medium/Heavy - Unknown engine location,62,"Single-unit straight truck or Cab-Chassis (19,500 lbs. < GVWR < or = 26,000 lbs.)",2004,2004,1HTMMAAM64H5,1HTMMAAM64H5,1,H,T,M,M,A,A,M,6,4,H,5,0,No Trailing Units,88,None,888888888,None,88888888888,None,2,"10,001 lbs - 26,000 lbs",1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,99,Unknown,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)",0,None,0,No or Not Reported,0
51,Virginia,510369,2,1,0,None,25,25,7,July,2,2:00am-2:59am,13,13,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,47,Saab,35,Saab 9-3/9-3X,4,"4-door sedan, hardtop",2003,2003,YS3DF78K0370,YS3DF78K0370,Y,S,3,D,F,7,8,K,0,3,7,0,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,8,Not Reported,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510384,2,1,0,None,5,5,8,August,22,10:00pm-10:59pm,30,30,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,55,Hyundai,36,Hyundai Accent,4,"4-door sedan, hardtop",1997,1997,KMHVF24NXVU4,KMHVF24NXVU4,K,M,H,V,F,2,4,N,X,V,U,4,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,9,9 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510416,3,2,0,None,25,25,8,August,17,5:00pm-5:59pm,22,22,12,Motor Vehicle In-Transport,6,Angle,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,0,Not Applicable,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,14,Mercury,17,Mercury Sable,4,"4-door sedan, hardtop",2002,2002,1MEFM55SX2A6,1MEFM55SX2A6,1,M,E,F,M,5,5,S,X,2,A,6,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,98,Not Reported,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510455,2,1,2,02,12,12,9,September,15,3:00pm-3:59pm,0,0,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,35,Datsun/Nissan,481,Datsun/Nissan Titan (from 2007 on; see 473 for 2004-06),31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2011,2011,1N6BA0EJ3BN3,1N6BA0EJ3BN3,1,N,6,B,A,0,E,J,3,B,N,3,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510455,3,1,0,None,12,12,9,September,15,3:00pm-3:59pm,0,0,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,17,Ford Taurus/Taurus X,4,"4-door sedan, hardtop",2006,2006,1FAFP53U46A2,1FAFP53U46A2,1,F,A,F,P,5,3,U,4,6,A,2,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510492,3,2,0,None,12,12,9,September,20,8:00pm-8:59pm,53,53,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,14,Mercury,36,Mercury Tracer,4,"4-door sedan, hardtop",1996,1996,3MESM10J1TR6,3MESM10J1TR6,3,M,E,S,M,1,0,J,1,T,R,6,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,8,Not Reported,8,Not Reported,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510573,3,2,0,None,15,15,10,October,16,4:00pm-4:59pm,20,20,12,Motor Vehicle In-Transport,6,Angle,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,48,Texas,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,42,Mercedes-Benz,461,Mercedes-Benz SPRINTER,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",2014,2014,WD3PE8DC3E58,WD3PE8DC3E58,W,D,3,P,E,8,D,C,3,E,5,8,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,5,5 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510606,2,1,0,None,22,22,11,November,0,0:00am-0:59am,40,40,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,461,Ford E-Series Van/Econoline,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",1990,1990,1FTFE24Y0LHA,1FTFE24Y0LHA,1,F,T,F,E,2,4,Y,0,L,H,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,11,11 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510606,3,1,0,None,22,22,11,November,0,0:00am-0:59am,40,40,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,24,Maryland,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,461,Ford E-Series Van/Econoline,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",2012,2012,1FTNE2EWXCDB,1FTNE2EWXCDB,1,F,T,N,E,2,E,W,X,C,D,B,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,2,Towed Due to Disabling Damage,14,Parked Motor Vehicle,0,None,0,None,0,No or Not Reported,0
51,Virginia,510606,4,1,0,None,22,22,11,November,0,0:00am-0:59am,40,40,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,12,Ford,470,Ford Van Derivative,29,Unknown van type,1997,1997,1FTJW35G1VEA,1FTJW35G1VEA,1,F,T,J,W,3,5,G,1,V,E,A,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,12,12 Clock Point,8,Not Reported,8,Not Reported,14,Parked Motor Vehicle,0,None,0,None,0,No or Not Reported,0
51,Virginia,510699,2,1,0,None,28,28,12,December,16,4:00pm-4:59pm,45,45,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,26,Michigan,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,48,Subaru,401,Subaru Forester,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2002,2002,JF1SF63502G7,JF1SF63502G7,J,F,1,S,F,6,3,5,0,2,G,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510699,3,1,1,01,28,28,12,December,16,4:00pm-4:59pm,45,45,14,Parked Motor Vehicle,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,20,Chevrolet,481,"Chevrolet C, K, R, V-series pickup/Silverado",31,"Standard pickup (GVWR 4,500 to 10,00 lbs.)(Jeep Pickup, Comanche, Ram Pickup, D100-D350, ......)",2005,2005,1GCEK19B15Z1,1GCEK19B15Z1,1,G,C,E,K,1,9,B,1,5,Z,1,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,7,7 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
51,Virginia,510701,2,1,0,None,29,29,11,November,11,11:00am-11:59am,5,5,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,51,Virginia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,13,Lincoln,12,Lincoln LS,4,"4-door sedan, hardtop",2002,2002,1LNHM86S72Y7,1LNHM86S72Y7,1,L,N,H,M,8,6,S,7,2,Y,7,0,No Trailing Units,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,0,No Underride or Override Noted,6,6 Clock Point,8,Not Reported,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,None,0,None,0,No or Not Reported,0
