ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER,SCH_BUS,FATALS,DRUNK_DR,AGE,SEX_1,SEX_2,SEX_8,SEX_9,REST_MIS,DRUGS,BT_Sedan,BT_Pickup,BT_SUV_Van,BT_Motorcyle,BT_Truck,BT_Bus,BT_Unknown_Other,BT_Motorcycle,OOS_REG,TRAV_SP,DR_DRINK,PREV_ACC,PREV_DWI,PREV_SPD,SPEED_REL,VSPD_LIM,ACC_TYPE_A,ACC_TYPE_B,ACC_TYPE_C,ACC_TYPE_D,ACC_TYPE_E,ACC_TYPE_F,ACC_TYPE_G,ACC_TYPE_H,ACC_TYPE_I,ACC_TYPE_J,ACC_TYPE_K,ACC_TYPE_L,ACC_TYPE_M,MDRDSTRD,MVIOLATN,ROAD_FNC
410295,2,0,3,35,10,1,2015,16,3,42.59975,-121.9277556,12,2,2,2,1,0,1,2,0,1,0,15,0,3,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,99,5
410296,1,0,1,1,11,4,2015,10,3,44.6893,-117.8544861,1,0,1,1,4,0,1,10,0,1,0,51,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410297,2,0,3,19,3,2,2015,16,4,43.26706944,-123.3528639,12,1,3,2,1,0,1,1,0,1,0,60,2,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,999,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
410298,2,0,3,47,10,6,2015,19,4,44.84546944,-123.1746083,12,6,2,2,1,0,5,10,0,1,2,35,3,0,0,0,0,9,1,0,0,0,0,0,0,1.0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,4
410299,1,0,1,5,10,1,2015,7,3,45.07591667,-122.6837639,38,0,1,1,5,0,1,1,0,1,1,41,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410300,2,0,3,59,10,2,2015,15,2,45.87915,-119.2953194,12,6,2,2,1,0,1,1,0,1,0,36,0,3,0,0,0,0,2,0,0,0,0,0,0,0.0,0,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,3
410301,1,1,1,17,11,1,2015,18,2,44.07504167,-121.302975,8,0,1,1,1,0,2,1,0,1,0,34,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410302,1,0,1,71,11,5,2015,1,4,45.22879444,-123.2836556,1,0,1,1,1,0,2,2,0,1,0,24,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410303,1,0,1,43,11,7,2015,3,4,44.669675,-122.8043694,34,0,1,1,4,0,2,10,0,1,1,40,1,0,0,0,0,9,0,0,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410304,1,0,1,1,11,7,2015,18,3,44.74583889,-117.8357361,1,0,1,1,4,0,2,1,0,1,1,69,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410305,1,0,1,57,11,2,2015,18,3,45.05197222,-123.7777667,42,0,1,1,4,0,2,98,0,1,0,65,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
410306,1,0,2,51,11,3,2015,4,3,45.47130833,-122.6397611,42,0,1,1,4,0,3,2,0,1,1,38,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410307,2,0,3,17,11,3,2015,20,2,43.79218056,-121.4451111,12,2,1,1,1,0,3,1,0,3,0,43,2,1,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410308,1,1,1,39,11,5,2015,21,3,44.093,-123.1626,9,0,1,1,1,0,2,1,0,1,0,51,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410309,1,0,2,53,11,1,2015,2,3,44.93267778,-123.1423361,1,0,1,1,4,0,3,1,0,1,1,26,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,3
410310,2,0,3,67,11,1,2015,18,4,45.39993889,-122.8518667,12,2,1,1,1,0,2,1,0,1,1,42,2,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,4
410311,2,0,2,47,11,4,2015,10,4,44.94850556,-122.8902583,12,2,1,1,1,0,1,2,0,1,0,38,2,0,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,5
410312,1,0,1,11,11,7,2015,99,8,43.19112778,-124.0106833,42,0,1,1,4,0,9,3,0,1,1,37,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410313,1,1,1,17,11,2,2015,17,6,44.2535,-121.1874056,8,0,3,3,1,0,2,10,0,1,0,61,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
410314,1,0,1,35,11,3,2015,15,2,43.26301389,-121.781575,34,0,1,1,4,0,1,4,0,1,0,40,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410315,1,0,1,53,5,4,2015,14,4,44.86855556,-123.398325,1,0,1,1,4,0,1,1,0,1,0,74,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,99,999,0,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410316,7,0,8,5,6,3,2015,19,1,45.43343056,-122.5673194,12,6,3,2,1,0,1,1,0,1,1,38,4,4,0,0,0,9,6,0,1,0,0,0,0,0.0,1,999,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
410317,2,0,2,19,6,1,2015,9,6,43.24426111,-123.35285,12,6,2,3,1,0,1,1,0,1,0,25,2,0,0,0,0,9,1,0,0,0,0,0,0,1.0,1,999,0,1,0,1,0,99,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,3
410318,2,0,2,43,7,3,2015,21,3,44.55566111,-123.0490667,12,6,2,2,1,0,3,1,0,1,0,38,2,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,999,0,1,0,1,9,99,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,3
410319,1,2,1,47,8,5,2015,21,6,44.96225278,-123.0249389,8,0,3,2,1,0,3,1,0,1,0,67,2,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410320,2,0,2,67,8,6,2015,13,6,45.40281667,-122.7537889,12,6,8,1,1,0,1,1,0,1,1,38,2,0,0,0,0,9,0,0,0,0,0,0,0,1.0,99,999,1,0,0,2,9,99,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,4
410321,1,0,2,57,8,7,2015,20,4,45.24284722,-123.5953,1,0,1,1,5,0,2,1,0,1,1,27,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,1,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,5
410322,1,1,1,5,8,1,2015,21,3,45.42551667,-122.6338917,8,0,1,1,1,0,2,1,0,1,0,50,0,2,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
410323,1,0,1,39,8,2,2015,7,4,43.91434444,-122.8101556,1,0,1,1,4,0,1,98,0,1,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,99,999,0,0,0,0,9,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,71,5
410324,2,0,13,43,9,5,2015,13,2,44.39471944,-122.1060194,12,2,1,1,1,0,1,1,1,1,0,20,11,2,0,0,0,9,0,1,0,0,0,1,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410325,1,2,1,71,9,3,2015,19,4,45.33070833,-123.0592083,9,0,1,1,1,0,5,1,0,2,0,58,1,2,0,0,0,0,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
410326,1,1,1,51,9,7,2015,0,3,45.50356667,-122.5787056,15,0,1,1,1,0,3,1,0,1,0,53,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410327,1,0,2,39,10,5,2015,21,2,43.96764722,-124.1081472,1,0,2,3,1,0,2,1,0,1,1,79,1,1,0,0,0,9,0,0,0,0,0,0,0,0.0,0,999,1,0,0,0,9,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,3
410328,1,1,1,39,10,2,2015,11,6,44.10345,-123.1467306,8,0,3,3,1,0,1,1,0,1,0,70,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410329,3,0,5,19,11,7,2015,14,2,43.66194722,-124.1876611,12,2,1,1,1,0,1,2,0,1,0,43,1,4,0,0,0,0,1,1,1,0,0,0,0,0.0,1,999,0,1,0,1,9,99,0,0,0,0,0,0,1,0,0,0,0,0,1,99,0,3
410330,3,0,5,47,11,1,2015,2,3,45.12212222,-122.8573583,12,1,1,1,1,0,3,2,0,1,1,36,3,2,0,0,1,9,0,1,1,0,0,0,0,0.0,1,999,1,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,4
410331,1,1,1,43,11,1,2015,0,3,44.564,-123.2242389,8,0,1,1,1,0,2,98,0,1,0,31,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410332,1,0,2,39,11,4,2015,1,4,44.22686667,-123.2499917,30,0,1,1,4,0,2,1,0,1,1,35,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,7
410333,11,0,14,59,11,3,2015,18,1,45.75349167,-119.1501861,12,1,1,1,1,0,2,7,0,1,0,42,12,2,0,0,0,9,4,2,0,0,5,0,0,0.0,1,999,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0,1
410334,3,0,3,33,11,4,2015,15,3,42.15831944,-123.5654722,12,6,2,3,1,0,1,1,0,1,1,44,2,1,0,0,0,9,1,1,0,0,0,0,0,0.0,1,999,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
410335,1,0,1,67,11,4,2015,14,4,45.50925278,-123.0173972,42,0,3,3,4,0,1,1,0,1,0,77,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410336,1,1,1,5,11,4,2015,17,3,45.38523611,-122.4535889,8,0,1,1,1,0,2,1,0,1,0,34,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,5
410337,1,0,3,45,11,5,2015,7,2,43.13765833,-117.0455917,1,0,1,1,4,0,2,1,0,1,0,49,1,2,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410338,3,0,5,7,11,1,2015,17,2,45.85869722,-123.5538056,12,1,1,1,1,0,5,1,0,1,1,25,3,2,0,0,0,0,1,1,1,0,0,0,0,0.0,1,999,1,0,0,0,9,99,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0,3
410339,2,0,2,47,11,4,2015,23,4,44.97918611,-122.9568056,12,2,1,1,1,0,2,10,0,1,1,30,2,0,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410340,1,0,1,5,11,5,2015,23,3,45.12440278,-122.6228861,1,0,1,1,1,0,2,1,0,1,1,65,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410341,3,0,9,43,12,5,2015,16,3,44.55508056,-123.0087333,12,6,2,3,1,0,1,1,0,1,0,32,4,5,0,0,0,9,2,0,1,0,0,0,0,0.0,1,999,0,1,0,2,9,99,0,0,0,0,0,0,0,0,0,0,1,0,1,99,0,3
410342,2,0,2,59,12,5,2015,12,7,45.55141111,-118.7868389,12,6,2,3,1,0,1,10,0,1,0,58,2,0,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,7
410343,1,0,1,49,12,6,2015,6,1,45.81268611,-119.933625,17,0,1,1,4,0,2,10,0,1,0,34,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410344,3,0,3,51,12,6,2015,6,6,45.51915,-122.4990444,12,6,2,2,1,0,3,2,0,1,0,36,2,1,0,0,0,0,3,0,0,0,0,0,0,0.0,1,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,99,0,4
410345,2,0,3,59,12,7,2015,16,3,45.85260278,-119.2515222,12,6,8,1,1,0,2,10,0,1,0,38,3,0,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410346,1,0,1,39,12,7,2015,9,3,43.73795,-122.4544444,42,0,1,1,4,0,1,1,0,1,0,47,1,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410347,1,0,1,51,12,2,2015,14,6,45.52635278,-122.5687583,30,0,3,3,4,0,1,10,0,1,0,49,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410348,2,0,3,53,12,5,2015,17,3,45.01418889,-123.2080806,12,6,1,1,1,0,2,10,0,2,1,48,1,2,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,4
410349,2,0,5,17,12,6,2015,20,2,43.86188889,-121.4086944,12,2,1,1,1,0,2,4,0,1,0,27,3,2,0,0,0,0,0,1,0,0,1,0,0,0.0,1,999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410350,1,1,2,7,12,6,2015,18,2,46.16211667,-123.8386333,8,0,1,1,1,0,2,1,0,1,0,31,2,1,0,0,0,9,0,0,0,0,0,0,0,0.0,0,999,0,1,0,0,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410351,2,0,2,53,12,5,2015,16,3,44.98518056,-123.3318556,12,2,1,1,1,0,5,10,0,1,0,44,1,1,0,0,0,9,0,0,2,0,0,0,0,0.0,0,999,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410352,1,0,1,51,12,1,2015,8,2,45.57714444,-122.7614083,1,0,1,1,4,0,1,2,0,1,0,41,1,0,0,0,0,9,0,0,0,0,1,0,0,0.0,1,999,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410353,1,1,2,51,12,7,2015,20,2,45.57080278,-122.6220806,9,0,3,3,1,0,3,2,0,1,0,26,3,0,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1,3
410354,1,0,2,41,12,4,2015,20,6,44.98164444,-123.997725,42,0,3,3,4,0,2,98,0,1,0,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410355,3,0,4,1,12,5,2015,9,1,44.56679722,-117.4339333,12,6,1,1,1,0,1,4,0,2,0,26,1,3,0,0,0,9,0,0,1,0,1,0,0,0.0,1,999,0,1,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,1
410356,1,0,1,67,12,5,2015,11,4,45.56940556,-123.0539306,42,0,1,1,4,0,1,2,0,1,0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410357,1,0,1,33,12,6,2015,23,4,42.274825,-123.5555583,42,0,1,1,4,0,2,2,0,1,1,28,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,6
410358,1,0,1,39,12,7,2015,2,4,43.91751389,-123.0558722,30,0,1,1,4,0,2,2,0,1,1,44,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410359,3,0,5,71,12,2,2015,16,3,45.15499444,-123.1990306,12,2,1,1,1,0,1,10,0,1,0,53,2,3,0,0,0,9,2,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99,0,4
410360,2,0,3,29,5,3,2015,9,4,42.42828056,-123.1614139,12,2,1,1,1,0,1,98,1,1,0,56,2,1,0,0,0,9,0,0,0,0,1,1,0,0.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,5
410361,2,0,2,3,12,4,2015,7,3,44.38439722,-123.286925,12,2,1,1,1,0,1,10,0,2,0,39,2,0,0,0,0,1,0,0,2,0,0,0,0,0.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,4
410362,2,0,3,9,12,4,2015,7,2,46.11515,-123.2723472,12,2,1,1,1,0,1,2,0,1,0,47,2,1,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410363,2,0,2,17,12,4,2015,9,2,44.22500833,-121.4473194,12,6,1,1,1,0,1,4,0,1,0,72,1,1,0,0,0,0,1,1,0,0,0,0,0,0.0,1,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,3
410364,2,0,4,33,12,5,2015,9,2,42.25212778,-123.6259139,12,6,1,1,1,0,1,4,0,1,0,50,1,3,0,0,0,9,2,0,0,0,0,0,0,0.0,1,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,76,3
410365,3,0,4,5,12,5,2015,16,3,45.38705833,-122.4399,12,6,1,1,1,0,5,2,0,1,1,49,2,2,0,0,0,9,2,0,1,0,0,0,0,0.0,0,999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,99,0,4
410366,2,0,4,39,12,6,2015,18,4,44.02627778,-123.3026694,12,6,2,2,1,0,2,10,0,1,0,27,2,2,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,5
410367,1,0,1,43,12,7,2015,7,2,44.49717778,-122.8464528,53,0,1,1,4,0,2,5,0,1,0,21,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410368,1,0,2,13,12,7,2015,17,4,44.23615833,-120.8037806,39,0,1,1,4,0,2,1,0,1,0,50,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410369,1,1,1,41,12,2,2015,19,2,44.61155,-124.0507611,8,0,1,1,1,0,3,2,0,1,0,56,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410370,2,0,4,19,1,6,2015,15,3,43.67326389,-123.6520778,12,2,1,1,1,0,1,1,0,1,0,43,0,4,0,0,0,9,1,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410371,1,0,2,5,2,3,2015,12,6,45.36526667,-122.6481,42,0,1,1,4,0,1,1,0,1,0,71,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410372,1,0,1,5,3,1,2015,1,2,45.34078611,-121.9325806,1,0,1,1,1,0,2,1,0,1,1,34,0,1,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,2,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,3
410373,1,0,1,33,5,2,2015,99,4,42.53608889,-123.4352361,42,0,1,1,4,0,1,98,0,1,1,25,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410374,2,0,4,9,5,2,2015,10,2,46.06258611,-122.8955806,12,2,1,1,1,0,1,1,0,1,0,13,2,2,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410375,1,0,3,71,5,2,2015,3,4,45.22780556,-123.2722528,42,0,1,1,4,0,2,98,0,1,1,20,3,0,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,1,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410376,1,0,1,67,5,4,2015,9,3,45.63145556,-123.3643556,1,0,1,1,4,0,1,1,0,1,1,42,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410377,2,0,4,71,7,4,2015,17,4,45.29433611,-123.2045611,12,6,2,2,1,0,1,1,0,2,0,18,2,2,0,0,0,9,1,0,1,0,0,0,0,0.0,99,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,5
410378,1,0,1,5,4,5,2015,16,3,45.14945278,-122.6200139,42,0,1,1,4,0,1,1,0,1,0,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410380,2,0,2,67,6,5,2015,15,3,45.42688889,-122.7783528,12,6,2,2,1,0,1,98,0,1,1,69,2,0,0,0,0,9,1,0,0,0,0,0,0,1.0,0,999,1,1,0,0,9,99,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,3
410381,2,0,2,33,6,3,2015,9,4,42.38960833,-123.4061694,12,98,2,2,1,0,1,1,0,1,0,38,1,1,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,7
410382,1,0,1,39,7,7,2015,0,4,43.79849167,-123.2204167,1,0,1,1,4,0,2,1,0,1,1,27,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,1,999,1,0,0,0,9,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,6
410383,1,0,1,51,8,3,2015,1,6,45.5264,-122.4949417,30,0,1,1,4,0,3,98,0,1,0,54,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,99,999,0,0,0,0,9,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410384,2,0,3,51,8,1,2015,2,6,45.54536111,-122.6666667,12,98,2,2,1,0,2,98,0,1,1,30,2,1,0,0,0,9,0,0,0,0,0,0,0,1.0,1,999,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,99,4
410385,1,0,1,9,8,4,2015,16,4,45.99021667,-122.9185278,1,0,1,1,1,0,1,98,0,1,0,59,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,99,999,0,0,0,1,9,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410386,1,0,2,47,9,7,2015,20,6,44.99200833,-123.0387694,5,0,1,1,1,0,3,1,0,1,1,33,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410387,2,0,2,29,9,5,2015,13,4,42.351925,-122.899175,12,2,1,1,1,0,1,1,0,1,1,47,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,1,1,0,1,9,99,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,4
410388,2,0,2,5,9,4,2015,7,2,45.37718333,-122.1112806,57,0,1,1,3,0,1,1,0,1,0,66,2,0,0,0,0,9,0,0,0,0,0,0,0,2.0,0,999,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,99,0,3
410390,1,1,1,29,9,7,2015,1,4,42.40405,-122.8853583,8,0,1,1,1,0,2,98,0,1,1,38,2,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1,4
410391,2,0,2,7,9,7,2015,11,3,46.17134722,-123.8173444,12,6,1,1,1,0,1,1,0,1,0,26,1,1,0,0,1,0,1,1,0,0,0,0,0,0.0,0,999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5
410392,1,0,2,33,9,3,2015,14,2,42.36386111,-123.5324889,1,0,1,1,4,0,1,1,0,1,0,62,0,2,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,3
410393,1,1,1,47,9,6,2015,7,6,44.99699722,-123.035225,8,0,1,1,1,0,1,98,0,1,0,58,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410394,2,0,3,9,9,1,2015,16,6,45.84704722,-122.8190694,12,2,1,1,1,0,1,98,0,1,1,41,2,1,0,0,0,9,1,0,0,0,0,0,1,0.0,99,999,1,0,0,1,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,5
