ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER,SCH_BUS,FATALS,DRUNK_DR,AGE,SEX_1,SEX_2,SEX_8,SEX_9,REST_MIS,DRUGS,BT_Sedan,BT_Pickup,BT_SUV_Van,BT_Motorcyle,BT_Truck,BT_Bus,BT_Unknown_Other,BT_Motorcycle,OOS_REG,TRAV_SP,DR_DRINK,PREV_ACC,PREV_DWI,PREV_SPD,SPEED_REL,VSPD_LIM,ACC_TYPE_A,ACC_TYPE_B,ACC_TYPE_C,ACC_TYPE_D,ACC_TYPE_E,ACC_TYPE_F,ACC_TYPE_G,ACC_TYPE_H,ACC_TYPE_I,ACC_TYPE_J,ACC_TYPE_K,ACC_TYPE_L,ACC_TYPE_M,MDRDSTRD,MVIOLATN,ROAD_FNC
410097,1,0,1,43,4,1,2015,20,6,44.68110556,-123.0619611,33,0,1,1,3,0,2,1,0,1,1,42,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410098,1,0,4,39,4,2,2015,2,6,44.05959444,-123.06325,42,0,1,1,4,0,3,1,0,2,1,27,3,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410099,2,0,2,5,4,2,2015,3,3,45.45286944,-122.6412389,12,1,3,3,1,0,3,1,0,1,1,45,2,0,0,0,0,9,0,1,0,0,1,0,0,0.0,1,999,1,1,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,3
410100,2,0,2,49,4,4,2015,13,3,45.45596944,-119.6782528,12,6,1,1,1,0,1,1,0,1,0,39,2,0,0,0,0,0,1,1,0,0,0,0,0,0.0,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,4
410101,1,1,4,29,4,3,2015,20,3,42.35855833,-122.9040611,15,0,1,1,1,0,2,1,0,1,0,17,4,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410102,1,0,2,39,4,4,2015,17,4,44.10158333,-123.4570944,38,0,1,1,5,0,1,1,0,1,1,45,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,5
410103,1,0,1,47,4,5,2015,21,3,45.20845,-122.9378639,42,0,3,2,4,0,2,10,0,1,1,46,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410104,1,0,1,3,4,6,2015,15,3,44.31284444,-123.29545,42,0,1,1,4,0,1,10,0,1,0,70,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410105,1,0,1,67,4,6,2015,3,4,45.39685,-122.9602222,42,0,3,3,4,0,2,10,0,1,0,21,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,2,0,2,9,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,6
410106,1,1,1,51,4,7,2015,20,6,45.49173333,-122.4817444,8,0,1,1,1,0,1,1,0,1,0,34,0,2,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1,3
410107,1,0,2,59,4,1,2015,2,1,45.49395,-118.4146722,1,0,1,1,3,0,2,1,0,2,0,56,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410108,1,0,2,19,4,1,2015,15,4,43.20583611,-123.1780417,58,0,1,1,5,0,1,10,0,1,0,85,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
410109,1,1,1,29,4,1,2015,21,3,42.23937222,-122.7733444,8,0,1,1,1,0,2,1,0,1,0,43,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,3
410110,2,0,2,19,5,6,2015,8,3,43.14581944,-123.3805583,12,6,2,2,1,0,1,1,0,1,0,27,1,1,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,3
410111,2,0,4,11,5,1,2015,15,3,43.11588333,-124.2914667,12,6,2,3,1,0,1,1,0,1,0,41,1,3,0,0,0,9,0,1,0,0,0,0,0,1.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,4
410112,1,0,1,5,5,1,2015,21,4,45.23804722,-122.6365639,42,0,1,1,4,0,2,1,0,1,1,40,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410113,2,0,3,45,5,1,2015,10,2,42.98671389,-117.151825,1,0,1,1,1,0,1,1,0,1,0,48,2,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,72,3
410114,1,0,1,35,5,1,2015,14,4,42.07201389,-121.8859222,34,0,1,1,4,0,1,1,0,1,1,55,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,9,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,6
410115,1,0,1,67,5,6,2015,18,4,45.59317778,-123.215975,34,0,1,1,4,0,1,1,0,1,1,53,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410116,1,0,3,19,5,1,2015,17,4,43.35411389,-123.3260444,52,0,1,1,4,0,1,1,0,1,0,30,2,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,1,7
410117,1,0,1,53,5,2,2015,7,4,45.07166944,-123.1080667,1,0,1,1,4,0,1,10,0,1,0,52,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410118,1,0,3,51,5,1,2015,19,6,45.52383611,-122.7453583,1,0,1,1,1,0,1,1,0,2,1,32,2,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410119,2,0,3,39,5,3,2015,8,3,44.05413889,-123.2347056,11,0,1,1,1,0,1,10,0,1,0,46,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,0,3
410120,3,0,3,43,5,1,2015,11,3,44.46163889,-123.1102944,12,6,2,2,1,0,1,1,0,1,0,68,2,1,0,0,0,0,0,1,1,0,1,0,0,0.0,1,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
410121,2,0,3,35,5,4,2015,18,3,42.26974167,-121.880275,12,2,1,1,1,0,1,1,0,1,1,55,1,2,0,0,0,9,0,1,0,0,1,0,0,0.0,1,999,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410122,1,0,2,43,5,5,2015,2,4,44.75560278,-122.5251056,1,0,1,1,4,0,2,2,0,1,1,21,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410123,2,0,3,39,5,5,2015,16,3,43.889725,-122.7247028,12,2,1,1,1,0,1,10,0,1,0,45,2,1,0,0,0,0,0,2,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410124,1,0,2,71,5,5,2015,20,4,45.16798611,-123.5301528,34,0,1,1,4,0,5,10,0,1,0,32,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
410125,1,1,1,47,5,7,2015,0,3,44.9735,-123.0200306,8,0,1,1,4,0,3,10,0,1,1,36,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,3
410126,2,1,2,35,5,1,2015,4,2,43.59740833,-121.5634833,8,0,1,1,1,0,2,5,0,1,0,55,3,0,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,0,3
410127,2,0,2,51,5,4,2015,21,6,45.57740278,-122.6477722,12,2,1,1,1,0,3,1,0,1,1,45,2,0,0,0,0,9,0,0,1,0,1,0,0,0.0,1,999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410128,1,0,1,39,5,2,2015,0,6,44.04853333,-123.0232944,30,0,1,1,4,0,3,1,0,1,1,30,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410129,1,1,1,47,6,3,2015,0,3,44.91694444,-122.9931389,8,0,18,1,1,1,3,10,0,1,1,37,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1,2
410130,1,1,2,51,6,4,2015,17,6,45.532325,-122.6021778,8,0,2,2,1,0,1,10,0,1,1,56,2,1,0,0,0,9,0,1,0,0,0,0,0,0.0,1,999,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1,5
410131,1,0,1,37,5,3,2015,6,4,42.28737222,-120.0693222,11,0,1,1,1,0,1,1,0,1,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,5
410132,3,0,4,47,5,4,2015,12,3,44.75937778,-122.3260472,12,6,4,1,1,0,1,1,0,1,0,999,2,1,0,1,0,9,0,1,0,0,0,0,1,1.0,99,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,0,3
410133,1,0,1,31,5,4,2015,18,2,44.56405278,-121.1224556,1,0,1,1,4,0,1,1,0,1,0,37,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410134,1,0,1,17,6,5,2015,20,4,44.26875556,-121.4299556,1,0,1,1,4,0,5,1,0,1,1,70,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,6
410135,2,0,3,31,6,5,2015,20,2,44.82190278,-121.3651222,12,6,1,1,1,0,5,1,0,1,1,59,2,1,0,0,0,0,1,0,0,0,1,0,0,0.0,1,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,3
410136,1,0,1,39,6,6,2015,1,4,44.03919444,-123.2946333,34,0,1,1,4,0,2,1,0,1,1,36,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,999,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410137,2,1,4,39,6,3,2015,13,4,43.98372778,-122.9910639,8,0,1,1,1,0,1,1,0,1,0,22,5,0,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,1,99,1,7
410138,2,0,2,19,6,5,2015,5,3,43.66031389,-123.4174778,12,2,1,1,1,0,2,1,0,1,0,62,2,0,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410139,1,0,1,19,6,6,2015,16,3,43.66731389,-123.4786306,42,0,1,1,4,0,1,1,0,1,0,71,0,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410140,2,0,2,11,6,1,2015,10,3,43.03685556,-124.0700611,12,2,1,1,1,0,1,1,0,1,1,36,1,1,0,0,0,9,0,0,1,0,0,0,0,1.0,0,999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,3
410141,1,0,1,11,6,1,2015,99,4,99.9999,999.9999,1,0,1,1,4,0,1,1,0,1,1,40,1,0,0,0,0,9,0,0,0,0,0,0,1,0.0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,7
410142,1,0,1,51,5,2,2015,1,1,45.54679722,-122.6694528,33,0,3,2,4,0,3,1,0,1,0,23,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,1
410143,1,1,1,51,5,4,2015,12,6,45.49332778,-122.62265,9,0,2,2,1,0,1,1,0,1,0,31,1,1,0,0,0,9,0,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,49,4
410144,1,0,1,57,5,6,2015,20,2,45.65177778,-123.9317111,42,0,1,1,4,0,5,1,0,1,1,26,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410145,2,0,2,43,5,6,2015,11,2,44.62968889,-123.0345639,12,2,1,1,1,0,1,1,0,2,1,57,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410147,2,0,3,43,6,4,2015,16,3,44.560425,-123.1208639,12,2,1,1,1,0,1,1,0,2,0,33,3,0,0,0,0,9,0,1,0,0,1,0,0,0.0,1,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,3
410148,1,0,2,19,6,4,2015,23,3,43.21228333,-123.2434528,35,0,1,1,4,0,2,1,0,2,0,19,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410149,1,0,4,53,6,7,2015,6,3,44.84469444,-123.3049722,38,0,1,1,5,0,1,1,0,1,0,20,1,3,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410150,1,0,3,29,6,7,2015,20,4,42.18087222,-123.0446694,1,0,1,1,1,0,5,1,0,1,1,37,3,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,5
410151,3,0,6,57,6,7,2015,12,3,45.45993889,-123.8073889,12,6,2,2,1,0,1,1,0,1,0,41,4,2,0,0,0,9,2,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
410152,1,2,1,51,6,1,2015,14,6,45.52304722,-122.6675972,8,0,1,1,4,0,1,1,0,1,0,43,2,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
410153,1,0,1,5,6,1,2015,23,4,45.27104444,-122.6447194,1,0,1,1,4,0,2,1,0,1,1,44,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,7
410154,1,0,2,33,6,2,2015,0,4,42.49356389,-123.4381139,35,0,1,1,4,0,2,1,0,1,1,28,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,5
410155,1,0,1,45,6,2,2015,12,2,44.27621667,-117.6762694,38,0,1,1,5,0,1,1,0,1,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410156,1,1,2,39,6,5,2015,23,1,44.12270278,-123.0480306,15,0,1,1,1,0,2,1,0,1,0,60,1,2,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
410157,1,0,4,13,6,7,2015,23,4,43.97043333,-120.4957583,1,0,1,1,4,0,2,1,0,1,1,30,2,2,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,1,5
410158,2,0,2,55,6,2,2015,23,1,45.72795278,-120.6576583,12,6,1,1,1,0,2,1,0,1,1,43,2,0,0,0,0,9,0,0,1,0,1,0,0,0.0,1,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
410159,2,0,5,19,6,2,2015,19,4,43.24156111,-123.4361083,12,2,1,1,1,0,1,1,0,2,1,37,3,2,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,4
410160,1,1,1,51,6,7,2015,10,4,45.53203611,-122.2040889,9,0,1,1,1,0,1,1,0,1,0,45,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,0,1,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
410161,2,0,3,35,6,7,2015,11,4,42.67545556,-122.0156361,12,2,1,1,1,0,1,1,0,1,0,70,3,0,0,0,0,9,0,1,0,0,0,0,0,1.0,0,999,0,0,0,0,1,99,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,5
410162,3,0,7,19,6,1,2015,14,3,43.67951111,-123.9377944,12,6,1,1,1,0,1,1,0,1,0,40,3,4,0,0,0,9,1,1,1,0,0,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,99,0,3
410163,1,0,4,51,6,1,2015,14,2,45.53973056,-122.2150333,16,0,1,1,1,0,1,10,0,1,0,26,1,3,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,0,0,1,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
410164,1,0,1,53,6,2,2015,20,3,44.93852222,-123.0615639,24,0,3,2,4,0,5,1,0,1,1,34,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410165,1,0,2,29,7,4,2015,20,4,42.6887,-122.8413917,1,0,1,1,4,0,5,1,0,1,1,42,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410166,1,0,1,29,7,5,2015,14,3,42.38888333,-122.4389667,1,0,1,1,4,0,1,1,0,1,0,69,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410167,1,1,1,47,1,5,2015,5,6,44.93945833,-123.0167222,8,0,3,3,1,0,3,1,0,1,0,70,2,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410168,1,1,1,39,1,2,2015,9,6,44.07148611,-123.0422583,8,0,8,1,1,0,1,10,0,1,0,40,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
410169,1,0,1,43,2,4,2015,19,4,44.7079,-122.91905,38,0,1,1,5,0,2,5,0,1,0,79,0,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
410170,1,0,1,9,2,5,2015,6,4,46.06313333,-123.02845,42,0,1,1,4,0,1,10,0,1,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,4
410171,1,0,1,5,2,6,2015,12,4,45.32159444,-122.3435139,38,0,1,1,4,0,1,10,0,1,0,59,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410172,1,0,1,49,7,5,2015,23,2,45.83515,-119.6215083,1,0,3,3,8,0,2,1,0,1,1,58,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410173,1,0,2,19,7,6,2015,20,6,42.92834444,-123.2700917,42,0,1,1,4,0,1,1,0,1,1,34,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,5
410174,1,0,1,65,7,2,2015,17,2,45.15678611,-121.6505528,24,0,1,1,4,0,1,1,0,1,0,63,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,1,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410175,1,0,1,11,7,3,2015,21,4,43.43734167,-124.2366528,1,0,1,1,4,0,5,1,0,1,1,77,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410176,1,0,1,69,7,5,2015,10,2,44.52263333,-119.7204917,17,0,1,1,4,0,1,1,0,1,0,64,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,3
410177,1,0,2,31,7,6,2015,21,4,44.49055556,-121.2292222,42,0,1,1,4,0,2,10,0,1,1,26,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
410178,1,0,1,39,7,6,2015,22,4,43.96096667,-122.9663694,1,0,1,1,4,0,2,2,0,1,1,52,0,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410179,1,0,4,43,7,1,2015,4,4,44.33246111,-123.1899389,1,0,1,1,4,0,2,1,0,1,1,18,3,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,1,5
410180,1,0,1,61,7,1,2015,19,4,45.37760278,-117.84115,1,0,1,1,4,0,1,10,0,1,1,62,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,5
410181,1,0,6,39,7,2,2015,18,4,43.73486667,-122.8679639,25,0,1,1,4,0,1,1,0,1,1,19,5,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,1,5
410182,2,0,2,1,7,7,2015,1,1,44.58715278,-117.4620694,12,6,1,1,1,0,2,1,0,1,1,45,2,0,0,0,0,9,1,1,0,0,0,0,0,0.0,1,999,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,1
410183,1,0,1,19,8,7,2015,13,3,43.29,-123.353,24,0,1,1,4,0,1,5,0,1,0,40,1,0,0,0,0,9,0,0,0,0,1,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410184,2,0,2,39,7,3,2015,12,3,43.96785833,-123.0124583,12,6,2,3,1,0,1,1,0,1,0,36,2,0,0,0,0,9,0,0,0,0,1,0,0,1.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,5
410185,2,0,3,71,8,6,2015,23,3,45.24215556,-123.104125,12,6,2,2,1,0,2,1,0,1,1,47,2,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,3
410186,2,0,2,5,4,4,2015,5,3,45.42416944,-122.590075,12,6,2,3,1,0,2,1,0,1,0,52,2,0,0,0,0,0,0,0,1,0,1,0,0,0.0,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
410187,1,1,2,39,6,2,2015,23,6,44.04101389,-123.0423278,8,0,1,1,1,0,2,10,0,1,0,26,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,1,999,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,4
410188,3,0,7,39,6,2,2015,9,4,44.11343056,-122.9227806,12,6,2,3,1,0,1,1,0,1,0,26,3,3,1,0,0,9,1,0,1,0,0,0,0,0.0,0,999,0,1,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,99,0,5
410189,2,0,2,51,8,4,2015,3,6,45.555525,-122.6121944,12,6,8,1,1,0,3,1,0,1,1,50,2,0,0,0,0,9,1,0,0,0,1,0,0,0.0,0,999,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,5
410190,3,0,5,25,6,5,2015,15,2,43.534075,-119.3341917,12,1,1,1,1,0,1,1,0,1,0,64,3,2,0,0,0,9,0,1,0,0,0,0,0,2.0,1,999,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0,3
410191,1,0,3,41,8,7,2015,16,4,44.408,-124.0314722,31,0,1,1,4,0,1,1,0,1,1,35,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,6
410192,2,0,3,51,8,1,2015,20,6,45.62438889,-122.734575,12,6,1,1,1,0,5,1,0,1,1,23,2,1,0,0,0,9,0,1,0,0,0,0,0,1.0,1,999,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,4
410193,2,0,3,5,1,2,2015,10,3,45.30641944,-122.6628639,12,2,1,1,1,0,1,10,0,2,1,33,1,2,0,0,1,9,1,0,0,0,1,0,0,0.0,0,999,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,4
410194,2,0,1,51,8,4,2015,21,6,45.55983056,-122.6637056,14,0,1,1,4,0,3,1,0,1,1,56,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,7
410195,1,0,1,67,8,4,2015,18,4,45.74875,-123.2968806,34,0,1,1,4,0,8,10,0,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,999,0,1,0,1,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,5
