ST_CASE,VE_TOTAL,PEDS,PERSONS,COUNTY,MONTH,DAY_WEEK,YEAR,HOUR,ROAD_FNC,ROUTE,LATITUDE,LONGITUD,HARM_EV,MAN_COLL,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER,SCH_BUS,FATALS,DRUNK_DR,AGE,SEX_1,SEX_2,SEX_8,SEX_9,REST_MIS,DRUGS,BT_Sedan,BT_Pickup,BT_SUV_Van,BT_Motorcyle,BT_Truck,BT_Bus,BT_Unknown_Other,BT_Motorcycle,OOS_REG,TRAV_SP,DR_DRINK,PREV_ACC,PREV_DWI,PREV_SPD,SPEED_REL,VSPD_LIM,ACC_TYPE_A,ACC_TYPE_B,ACC_TYPE_C,ACC_TYPE_D,ACC_TYPE_E,ACC_TYPE_F,ACC_TYPE_G,ACC_TYPE_H,ACC_TYPE_I,ACC_TYPE_J,ACC_TYPE_K,ACC_TYPE_L,ACC_TYPE_M,MDRDSTRD,MVIOLATN
410015,3,0,3,19,2,2,2014,10,3,4,42.97333333,-123.3502472,12,6,2,2,1,0,1,1,0,1,0,64,2,1,0,0,0,9,1,1,0,0,1,0,0,0.0,0,999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,0
410016,1,1,1,39,2,4,2014,18,4,4,43.96935833,-122.8517639,8,0,1,1,1,0,2,10,0,1,0,36,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0
410017,2,0,2,3,2,4,2014,21,3,2,44.6112,-123.2161139,12,1,3,3,1,0,2,1,0,1,0,29,2,0,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0
410018,1,0,2,51,2,6,2014,14,1,1,45.54213056,-122.2537889,42,0,1,1,4,0,1,4,0,1,0,36,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410019,2,0,6,47,2,3,2014,18,14,6,44.89456389,-122.9904333,12,2,1,1,1,0,2,2,0,2,0,18,1,5,0,0,1,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410020,2,0,2,47,2,5,2014,19,3,3,45.14925833,-122.78965,12,6,2,2,1,0,2,1,0,1,0,36,2,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0
410021,1,2,1,51,2,6,2014,11,15,6,45.50460833,-122.5765889,8,0,3,3,1,0,1,10,0,1,0,65,2,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410022,1,1,2,51,2,7,2014,18,13,2,45.49714167,-122.5357778,8,0,1,1,1,0,3,2,0,1,1,38,3,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,1
410023,1,0,1,19,2,2,2014,13,2,2,43.61070833,-124.1807528,42,0,1,1,4,0,1,10,0,1,0,68,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410024,2,0,3,59,2,5,2014,20,3,3,45.80889167,-118.3853861,12,2,1,1,1,0,2,1,0,1,0,50,3,0,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410025,2,0,6,31,2,2,2014,16,4,4,44.72261944,-121.1533556,12,6,2,2,1,0,1,10,0,1,0,28,3,3,0,0,0,9,1,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0
410026,1,1,1,33,2,5,2014,19,13,2,42.43674722,-123.3040333,8,0,1,1,1,0,3,10,0,1,0,58,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410027,1,0,3,39,2,6,2014,23,4,4,44.12064444,-123.4643667,1,0,1,1,4,0,2,5,0,2,1,27,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410028,1,1,1,5,1,6,2014,18,14,6,45.35993889,-122.6014861,8,0,3,2,1,0,3,10,0,1,0,38,2,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410029,2,0,4,5,1,6,2014,8,14,4,45.381675,-122.6957417,12,6,1,1,1,0,1,2,0,1,0,17,0,4,0,0,0,9,1,0,1,0,0,0,0,0.0,0,999,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0
410030,2,0,3,5,1,6,2014,10,14,4,45.39203056,-122.6110444,12,2,2,2,1,0,1,10,0,1,0,46,2,1,0,0,0,9,1,0,0,0,0,0,0,1.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0
410031,2,0,2,59,3,6,2014,1,1,1,45.88508889,-119.3299194,12,2,1,1,1,0,2,1,0,1,1,48,1,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,1
410032,1,0,1,5,3,6,2014,18,14,4,45.34793889,-122.57225,1,0,3,3,4,0,2,1,0,1,0,48,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,1,999,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410033,1,0,2,71,3,1,2014,13,2,3,45.1006,-123.3431167,30,0,1,1,4,0,1,1,0,1,0,79,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410034,2,0,6,45,3,1,2014,1,11,1,44.036625,-116.9601611,12,7,1,1,1,0,2,2,0,1,0,16,5,1,0,0,0,9,1,1,0,0,0,0,0,0.0,1,999,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0
410035,3,1,2,19,3,1,2014,22,1,1,42.82311667,-123.260625,14,0,1,1,4,0,2,2,0,2,0,51,3,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410036,2,0,3,29,3,1,2014,17,3,4,42.37506667,-122.8206722,12,6,1,1,1,0,1,2,0,1,0,55,0,3,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0
410037,2,0,3,41,3,6,2014,18,2,2,44.61443056,-123.6323056,12,6,8,1,1,0,1,1,0,1,1,63,2,1,0,0,0,9,0,2,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410038,1,0,1,29,3,7,2014,11,14,6,42.33043611,-122.8230472,33,0,1,1,4,0,1,1,0,1,0,50,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410039,2,0,2,41,3,2,2014,11,2,2,44.61313333,-123.6307694,12,1,1,1,1,0,1,1,0,1,0,78,2,0,0,0,0,9,0,1,0,0,0,0,0,1.0,1,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0
410040,2,0,2,67,3,3,2014,11,3,4,45.57390278,-123.0233917,12,1,1,1,1,0,1,10,0,1,1,40,2,0,0,0,0,9,1,0,0,0,1,0,0,0.0,1,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0
410041,2,0,5,59,3,4,2014,7,4,4,45.80585556,-119.2045722,12,6,2,2,1,0,4,1,0,1,0,41,4,1,0,0,0,9,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0
410043,3,0,4,59,3,4,2014,20,13,2,45.86463611,-119.2911444,12,1,3,2,1,0,3,10,0,1,1,25,2,2,0,0,0,9,1,0,2,0,0,0,0,0.0,1,999,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
410044,2,0,4,5,3,6,2014,7,3,3,45.35758611,-122.3588889,12,6,2,3,1,0,1,5,1,1,0,31,2,2,0,0,0,9,1,0,0,0,0,1,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0
410045,1,0,1,71,3,7,2014,18,2,3,45.25536944,-123.0324,34,0,1,1,4,0,1,1,0,1,1,24,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410046,2,0,2,43,3,1,2014,19,13,3,44.59024444,-123.1098278,12,6,2,2,1,0,5,1,0,1,0,22,2,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0
410047,2,0,2,5,3,1,2014,23,2,3,45.42246111,-122.3955278,12,2,1,1,1,0,2,1,0,1,0,38,0,2,0,0,0,0,1,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410048,1,0,1,17,3,1,2014,16,6,8,43.82562222,-121.3436417,42,0,1,1,4,0,1,1,0,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410049,2,0,2,67,3,4,2014,6,3,4,45.38338611,-122.8523944,12,2,1,1,1,0,2,2,0,1,1,51,2,0,0,0,0,9,0,1,0,0,1,0,0,0.0,0,999,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410050,2,0,2,29,3,5,2014,3,11,1,42.27188333,-122.8052306,12,2,1,1,1,0,2,1,0,1,1,50,1,1,0,0,0,9,1,0,1,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410051,1,0,1,51,3,1,2014,2,14,6,45.53793056,-122.6744583,33,0,1,1,3,0,3,10,0,1,1,30,1,0,0,0,0,9,1,0,0,0,0,0,0,0.0,0,62,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410052,2,0,3,29,4,4,2014,13,4,4,42.41846667,-123.1575139,12,6,1,1,1,0,1,1,0,2,1,50,2,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0
410053,2,0,4,53,4,6,2014,19,2,3,44.96555278,-123.2939917,12,2,1,1,1,0,5,10,0,2,0,47,3,1,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410054,2,0,5,43,4,7,2014,1,13,3,44.54500833,-122.9316361,53,0,1,1,4,0,2,10,0,2,1,21,4,1,0,0,0,9,2,0,0,0,0,0,0,0.0,0,999,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,0
410055,1,0,1,41,4,7,2014,16,6,4,44.39466667,-123.9340889,18,0,1,1,4,0,1,2,0,1,0,18,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,9,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410056,3,0,3,67,4,2,2014,8,14,6,45.50284722,-122.8035139,12,1,3,3,1,0,1,1,0,1,0,32,2,1,0,0,0,9,2,0,0,0,0,0,0,1.0,0,999,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0
410057,4,0,9,19,4,3,2014,16,13,3,43.21328611,-123.3534194,41,0,5,1,4,0,1,1,0,1,0,35,6,3,0,0,0,9,1,1,2,0,0,0,0,0.0,0,999,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,0
410058,1,2,1,67,4,4,2014,7,16,6,45.51699167,-123.0916944,8,0,1,1,1,0,1,1,0,1,0,33,3,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0
410059,1,0,2,29,4,4,2014,22,13,6,42.18539444,-122.6916111,1,0,3,3,5,0,3,1,0,1,1,34,1,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410060,1,0,1,39,4,6,2014,9,13,3,44.103275,-123.1722167,30,0,3,2,4,0,1,1,0,1,0,29,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410061,2,0,3,19,4,7,2014,6,13,3,43.67126389,-123.8101028,12,2,1,1,1,0,4,10,0,1,0,31,3,0,0,0,0,9,0,2,0,0,0,0,0,0.0,0,999,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410062,2,0,3,67,4,4,2014,18,3,4,45.38400556,-122.8677778,12,2,1,1,1,0,1,10,0,1,1,48,3,0,0,0,0,9,0,0,1,0,0,0,0,1.0,0,999,1,0,0,1,9,99,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410063,2,0,1,47,4,4,2014,14,3,3,44.79246944,-122.6182833,24,0,3,3,4,0,1,10,0,1,1,54,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410064,1,1,1,11,4,5,2014,22,13,2,43.35812222,-124.2132083,8,0,1,1,1,0,2,2,0,1,0,53,2,0,0,0,0,9,0,0,0,0,1,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410065,1,1,1,19,4,6,2014,22,4,4,43.410725,-123.2085639,8,0,1,1,1,0,2,1,0,1,0,73,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410066,2,0,5,3,4,7,2014,15,13,2,44.642025,-123.1343917,12,6,1,1,1,0,1,2,0,1,1,24,3,2,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,1,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0
410067,2,0,3,31,4,2,2014,9,2,2,44.42971111,-121.7140333,12,6,1,1,1,0,1,1,0,1,0,66,1,2,0,0,0,0,2,0,0,0,0,0,0,0.0,1,999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0
410068,2,0,3,67,4,2,2014,9,2,3,45.54781667,-123.1061222,12,6,2,2,1,0,1,1,0,2,0,27,1,2,0,0,0,9,1,0,0,0,1,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0
410069,2,0,3,39,4,3,2014,11,13,3,44.04488611,-123.0128139,12,6,2,3,1,0,1,1,0,1,0,29,2,1,0,0,0,9,0,1,0,0,0,0,0,1.0,1,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0
410070,3,0,4,47,4,4,2014,17,3,4,45.05922778,-122.9826639,12,6,8,1,1,0,1,1,0,1,0,66,2,2,0,0,0,9,3,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
410071,1,1,2,51,5,1,2014,4,13,6,45.59414722,-122.7202056,8,0,1,1,1,0,3,10,0,1,0,37,2,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410072,1,0,2,41,5,1,2014,11,2,2,44.65755833,-123.8299667,1,0,1,1,4,0,1,2,0,2,0,22,1,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410073,1,0,1,59,5,6,2014,22,2,3,45.74676111,-118.5841667,1,0,1,1,4,0,2,10,0,1,1,53,0,1,0,0,0,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410074,1,0,1,3,5,1,2014,15,4,4,44.48013333,-123.4271806,34,0,1,1,4,0,1,1,0,1,0,60,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410075,2,0,1,39,5,2,2014,17,4,6,44.04250278,-123.3635222,33,0,1,1,4,0,1,1,0,1,0,29,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,0,999,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410076,3,0,4,31,5,7,2014,12,2,2,44.79639444,-120.9458861,12,6,1,1,1,0,1,1,0,1,0,39,3,1,0,0,0,9,0,1,1,0,1,0,0,0.0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,99,0
410077,3,0,9,31,5,1,2014,12,2,2,44.42374167,-121.8080222,24,0,1,1,4,0,1,2,0,1,0,30,3,6,0,0,0,9,2,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,0
410078,2,0,2,39,5,3,2014,7,11,1,43.99926389,-123.0105694,14,0,1,1,4,0,1,1,0,1,0,25,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,92
410079,2,0,2,41,5,3,2014,20,2,2,44.65553889,-123.7931611,12,2,1,1,1,0,1,1,0,1,1,57,2,0,0,0,0,9,0,2,0,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410080,1,1,1,39,5,7,2014,11,13,6,44.10481389,-123.13195,8,0,1,1,1,0,1,1,0,1,0,74,1,1,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
410081,4,0,5,59,3,1,2014,19,1,1,45.59732778,-118.6241639,24,0,1,1,4,0,2,5,0,2,0,45,5,0,0,0,0,9,0,0,0,0,4,0,0,0.0,1,999,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,0
410082,1,0,1,43,3,1,2014,99,4,4,44.58551944,-123.1482722,1,0,1,1,4,0,2,1,0,1,1,33,0,1,0,0,1,9,1,0,0,0,0,0,0,0.0,0,999,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410083,2,0,6,53,4,5,2014,16,15,6,44.86703889,-123.1920389,12,6,2,3,1,0,1,2,0,1,0,19,3,3,0,0,0,9,1,0,1,0,0,0,0,0.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0
410084,1,0,2,15,4,5,2014,22,6,4,42.79646389,-124.458275,35,0,1,1,4,0,2,2,0,1,1,20,2,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410085,1,0,3,65,4,7,2014,6,2,2,45.185075,-121.6770306,1,0,1,1,4,0,4,10,0,1,0,41,3,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410086,3,0,3,5,5,3,2014,18,13,3,45.41015278,-122.5167722,12,7,1,1,1,0,1,1,0,1,0,54,3,0,0,0,0,9,0,0,1,0,0,0,0,2.0,0,999,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99,0
410087,2,0,2,5,5,3,2014,11,13,3,45.29714722,-122.5629778,12,2,1,1,1,0,1,1,0,1,0,46,0,2,0,0,0,9,0,1,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410088,1,0,1,59,5,5,2014,13,1,1,45.4931,-118.4139111,1,0,1,1,4,0,1,1,0,1,0,76,0,1,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410089,2,0,3,17,5,5,2014,20,2,2,44.21703889,-121.4241556,12,2,1,1,1,0,5,1,0,1,1,31,2,1,0,0,0,9,0,1,1,0,0,0,0,0.0,1,999,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410090,1,0,1,29,5,7,2014,15,4,4,42.55751111,-122.7337833,42,0,1,1,4,0,1,1,0,1,1,46,1,0,0,0,0,9,0,0,0,0,0,0,0,1.0,1,999,1,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410091,2,0,3,5,5,7,2014,12,14,6,45.33258333,-122.579075,12,6,2,3,1,0,1,1,0,1,0,32,1,2,0,0,0,9,0,0,1,0,0,0,0,1.0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0
410092,2,0,2,51,6,1,2014,1,13,2,45.49731944,-122.6355556,12,2,3,2,1,0,3,1,0,1,1,43,2,0,0,0,0,9,1,0,0,0,0,0,0,1.0,0,999,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0
410093,1,0,1,33,6,1,2014,14,4,4,42.374725,-123.3880639,35,0,1,1,4,0,1,1,0,1,1,59,1,0,0,0,0,9,0,0,1,0,0,0,0,0.0,0,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0
410095,1,0,1,59,6,4,2014,2,4,3,45.97656111,-118.4355583,1,0,1,1,4,0,2,1,0,1,1,22,1,0,0,0,0,9,0,1,0,0,0,0,0,0.0,0,999,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0
410096,1,1,1,39,6,4,2014,14,5,4,44.06938333,-123.3612083,9,0,1,1,1,0,1,1,0,1,0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,999,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0
